FIPS,COUNTY,STATE,Total Population,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some other race Alone,Two or more races,Housing units,Occupied Housing Units,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,% Occupied Housing Units: Owner Occupied,% Occupied Housing Units: Renter Occupied,Owner-occupied housing units: Median value,Specified owner-occupied housing units: Median value,Owner occupied >> White,Owner occupied >> Black,Owner occupied >> American Indian,Owner occupied >> Native Hawaiian and Other Pacific Islander,Owner occupied >> Two or more races,Owner occupied >> Asian or Pacific Islander,Tract_numeric,In city of Detroit?
26099000000,Macomb,Michigan,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0.0,No
26099000000,Wayne,Michigan,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0.0,No
26099206700,Macomb,Michigan,3721,3448,162,6,15,4,25,61,1605,1528,1065,463,69.7,30.3,143200,151600,1005,44,1,1,6,4,2067.0,No
26099210000,Macomb,Michigan,4223,4099,34,16,12,0,6,56,1387,1337,1157,180,86.54,13.46,175900,171600,1138,3,4,0,7,2,2100.0,No
26099211000,Macomb,Michigan,4896,4672,12,15,40,9,91,57,2061,1976,1415,561,71.61,28.39,128200,135300,1396,1,1,1,10,4,2110.0,No
26099212000,Macomb,Michigan,5246,5144,6,15,6,1,20,54,1761,1715,1567,148,91.37,8.63,175000,165900,1543,1,3,0,16,1,2120.0,No
26099214000,Macomb,Michigan,2617,2542,22,11,7,3,11,21,957,925,874,51,94.49,5.51,135800,201700,857,8,2,1,2,3,2140.0,No
26099214500,Macomb,Michigan,3778,3687,9,14,22,0,8,38,1231,1189,1132,57,95.21,4.79,265100,256700,1113,3,6,0,5,5,2145.0,No
26099215000,Macomb,Michigan,3816,3732,2,11,24,2,22,23,1331,1275,1154,121,90.51,9.49,236000,226400,1140,0,4,0,4,3,2150.0,No
26099215200,Macomb,Michigan,5789,5702,12,4,41,0,3,27,2006,1910,1813,97,94.92,5.08,255700,257200,1795,3,0,0,7,8,2152.0,No
26099215300,Macomb,Michigan,2935,2862,10,10,24,0,8,21,1232,1184,819,365,69.17,30.83,200900,201800,806,1,1,0,1,7,2153.0,No
26099215500,Macomb,Michigan,4582,4401,23,24,18,0,69,47,1874,1786,1715,71,96.02,3.98,103300,170300,1674,5,11,0,10,3,2155.0,No
26099216000,Macomb,Michigan,3740,3657,6,11,14,0,17,35,1349,1305,1189,116,91.11,8.89,194800,187000,1167,2,5,0,11,2,2160.0,No
26099217000,Macomb,Michigan,2751,2668,36,12,6,1,6,22,975,945,864,81,91.43,8.57,184000,155400,844,8,4,1,4,1,2170.0,No
26099218000,Macomb,Michigan,5682,3994,1359,50,16,0,51,212,1671,1565,1327,238,84.79,15.21,59600,100700,1110,166,13,0,21,2,2180.0,No
26099220000,Macomb,Michigan,7405,7175,39,27,35,1,34,94,3218,2942,2104,838,71.52,28.48,162800,165800,2063,8,11,1,9,7,2200.0,No
26099221100,Macomb,Michigan,8403,8077,86,37,85,0,17,101,3055,2954,2645,309,89.54,10.46,157100,162700,2564,28,8,0,20,19,2211.0,No
26099221200,Macomb,Michigan,6655,5972,380,38,66,3,68,128,2463,2328,1733,595,74.44,25.56,146000,148500,1694,11,2,1,14,10,2212.0,No
26099221400,Macomb,Michigan,2089,2049,9,8,4,0,5,14,854,810,671,139,82.84,17.16,192200,190000,663,3,2,0,1,1,2214.0,No
26099221500,Macomb,Michigan,1015,989,12,1,5,0,4,4,337,324,302,22,93.21,6.79,216500,222300,298,1,0,0,1,1,2215.0,No
26099221800,Macomb,Michigan,2338,2268,23,1,7,0,9,30,731,695,673,22,96.83,3.17,212000,212400,659,8,1,0,3,1,2218.0,No
26099222100,Macomb,Michigan,10588,9456,549,41,87,3,205,247,4036,3830,2788,1042,72.79,27.21,155500,183500,2704,38,9,0,20,10,2221.0,No
26099222500,Macomb,Michigan,3511,3435,21,11,14,0,12,18,1425,1376,1198,178,87.06,12.94,155000,155600,1180,2,5,0,3,5,2225.0,No
26099222800,Macomb,Michigan,2808,2704,30,12,16,0,4,42,1067,1031,862,169,83.61,16.39,146500,147300,838,5,4,0,8,5,2228.0,No
26099223400,Macomb,Michigan,4605,4453,36,5,48,0,19,44,1770,1635,1569,66,95.96,4.04,164800,164800,1523,14,2,0,13,13,2234.0,No
26099223500,Macomb,Michigan,1079,1054,14,3,0,0,3,5,427,411,379,32,92.21,7.79,172500,157500,375,2,2,0,0,0,2235.0,No
26099223800,Macomb,Michigan,6418,6240,17,6,83,0,22,50,2028,1877,1841,36,98.08,1.92,240300,240800,1803,7,1,0,9,20,2238.0,No
26099223900,Macomb,Michigan,5171,4961,47,7,64,0,19,73,1985,1869,1845,24,98.72,1.28,221900,221600,1793,15,2,0,20,12,2239.0,No
26099224000,Macomb,Michigan,4399,4213,31,9,86,0,11,49,1445,1358,1324,34,97.5,2.5,237900,237100,1276,10,4,0,9,21,2240.0,No
26099224100,Macomb,Michigan,3313,3145,40,7,77,0,11,33,1119,1021,1010,11,98.92,1.08,231200,231200,964,9,2,0,4,28,2241.0,No
26099224200,Macomb,Michigan,6640,6297,118,33,49,0,20,123,2528,2370,2297,73,96.92,3.08,54600,225500,2206,40,9,0,25,15,2242.0,No
26099224300,Macomb,Michigan,4652,4499,26,11,64,1,11,40,1454,1437,1423,14,99.03,0.97,195700,196200,1379,12,2,0,14,14,2243.0,No
26099224400,Macomb,Michigan,5591,5395,31,3,103,0,14,45,1699,1677,1654,23,98.63,1.37,195400,195400,1613,9,1,0,8,22,2244.0,No
26099224500,Macomb,Michigan,3049,2958,8,0,50,0,0,33,1237,1190,1160,30,97.48,2.52,170700,174500,1134,2,0,0,8,16,2245.0,No
26099224600,Macomb,Michigan,5561,5303,58,11,89,3,27,70,2230,2101,1847,254,87.91,12.09,144800,163800,1792,15,3,1,10,23,2246.0,No
26099225100,Macomb,Michigan,2348,2291,4,10,18,0,12,13,888,855,748,107,87.49,12.51,157800,163200,739,0,1,0,3,4,2251.0,No
26099225200,Macomb,Michigan,3886,3747,20,2,42,0,19,56,1570,1501,1317,184,87.74,12.26,175800,179700,1286,9,0,0,10,11,2252.0,No
26099225300,Macomb,Michigan,3481,3355,24,8,38,0,14,42,1346,1329,1045,284,78.63,21.37,199100,200000,1029,3,2,0,7,3,2253.0,No
26099225400,Macomb,Michigan,6572,6396,33,18,73,1,6,45,2301,2238,2178,60,97.32,2.68,254600,256700,2133,10,7,0,9,18,2254.0,No
26099225500,Macomb,Michigan,4952,4698,30,20,112,1,26,65,1906,1860,1374,486,73.87,26.13,189900,190000,1347,4,2,0,10,10,2255.0,No
26099225600,Macomb,Michigan,4428,4008,64,27,211,1,15,102,1850,1782,1028,754,57.69,42.31,111000,126000,1008,2,5,0,7,6,2256.0,No
26099225700,Macomb,Michigan,7151,6212,198,25,407,3,113,193,3360,3214,1031,2183,32.08,67.92,128000,129800,988,4,4,0,13,19,2257.0,No
26099225800,Macomb,Michigan,4908,4745,5,13,43,0,10,92,1970,1929,1399,530,72.52,27.48,146300,147300,1379,0,3,0,12,4,2258.0,No
26099225900,Macomb,Michigan,4893,4792,14,11,16,3,18,39,1731,1702,1586,116,93.18,6.82,157900,157500,1555,5,3,1,15,4,2259.0,No
26099226100,Macomb,Michigan,5710,5535,34,6,58,0,12,65,1774,1727,1704,23,98.67,1.33,304600,304100,1668,6,1,0,12,15,2261.0,No
26099226400,Macomb,Michigan,2009,1948,16,2,26,0,4,13,591,582,571,11,98.11,1.89,324700,324700,555,4,1,0,4,6,2264.0,No
26099226700,Macomb,Michigan,3877,3738,20,10,50,0,6,53,1948,1816,1766,50,97.25,2.75,59300,143700,1722,6,6,0,13,15,2267.0,No
26099227000,Macomb,Michigan,6750,6410,34,1,189,0,25,91,2490,2435,2400,35,98.56,1.44,214100,220200,2314,15,0,0,19,50,2270.0,No
26099227300,Macomb,Michigan,4194,3995,57,5,91,3,11,32,1540,1516,1058,458,69.79,30.21,242000,243900,1024,5,1,1,4,21,2273.0,No
26099228000,Macomb,Michigan,2938,2734,32,12,110,0,15,35,1200,1178,746,432,63.33,36.67,150700,152900,721,3,3,0,7,11,2280.0,No
26099228100,Macomb,Michigan,1639,1558,10,5,7,0,19,40,805,774,306,468,39.53,60.47,138300,135400,301,0,0,0,4,0,2281.0,No
26099230000,Macomb,Michigan,3943,3622,104,4,110,4,30,69,1985,1935,729,1206,37.67,62.33,172000,177700,697,9,1,0,8,14,2300.0,No
26099230200,Macomb,Michigan,5417,5264,27,6,79,0,9,32,1849,1837,1797,40,97.82,2.18,148800,148900,1757,8,2,0,8,20,2302.0,No
26099230300,Macomb,Michigan,4659,4383,78,20,76,1,20,81,1618,1602,1185,417,73.97,26.03,140600,140900,1147,8,3,0,12,14,2303.0,No
26099230400,Macomb,Michigan,3734,3594,26,15,31,2,13,53,1434,1414,1201,213,84.94,15.06,141600,141400,1180,2,3,0,12,2,2304.0,No
26099230500,Macomb,Michigan,3599,3338,60,28,74,1,24,74,1743,1693,978,715,57.77,42.23,22200,145700,942,5,4,0,13,8,2305.0,No
26099230600,Macomb,Michigan,9483,8152,135,11,819,1,29,336,3454,3180,2861,319,89.97,10.03,266700,268500,2532,43,3,0,69,206,2306.0,No
26099230700,Macomb,Michigan,5169,4360,22,4,607,0,13,163,1609,1595,1566,29,98.18,1.82,178700,179700,1366,7,1,0,35,154,2307.0,No
26099230800,Macomb,Michigan,4769,4318,33,19,262,0,16,121,1777,1743,1664,79,95.47,4.53,113200,162500,1553,11,3,0,22,72,2308.0,No
26099230900,Macomb,Michigan,7563,7033,88,17,243,1,39,142,3148,3083,2270,813,73.63,26.37,135400,138400,2197,19,3,0,17,27,2309.0,No
26099231000,Macomb,Michigan,4305,4109,41,3,96,0,17,39,1526,1511,1468,43,97.15,2.85,141200,141500,1414,12,1,0,8,30,2310.0,No
26099231100,Macomb,Michigan,3087,2868,69,6,109,4,6,25,1510,1479,976,503,65.99,34.01,119200,128300,946,5,0,1,7,16,2311.0,No
26099231200,Macomb,Michigan,3721,3335,110,13,171,0,18,74,1545,1506,1073,433,71.25,28.75,156900,156900,1030,6,1,0,12,21,2312.0,No
26099231300,Macomb,Michigan,211,203,2,0,4,0,0,2,126,114,58,56,50.88,49.12,45600,29700,57,1,0,0,0,0,2313.0,No
26099231400,Macomb,Michigan,5894,5139,42,4,424,0,11,274,1901,1887,1814,73,96.13,3.87,165200,165100,1628,13,2,0,60,109,2314.0,No
26099231500,Macomb,Michigan,5661,4702,40,5,528,5,23,358,1744,1735,1699,36,97.93,2.07,167300,166900,1472,13,2,2,73,133,2315.0,No
26099231600,Macomb,Michigan,4264,3588,122,7,332,0,24,191,1944,1739,1124,615,64.63,35.37,153000,153700,1019,10,2,0,34,57,2316.0,No
26099231700,Macomb,Michigan,5954,5176,88,3,329,0,12,346,1899,1887,1652,235,87.55,12.45,172500,173100,1497,16,1,0,59,78,2317.0,No
26099231800,Macomb,Michigan,4099,3749,31,7,241,0,12,59,1540,1515,1138,377,75.12,24.88,169300,169100,1081,5,1,0,8,41,2318.0,No
26099231900,Macomb,Michigan,6095,5691,42,11,247,1,11,92,2252,2240,1916,324,85.54,14.46,159900,159600,1836,11,2,0,17,47,2319.0,No
26099232000,Macomb,Michigan,2078,1985,18,0,55,0,3,17,644,629,627,2,99.68,0.32,167000,167100,605,5,0,0,2,14,2320.0,No
26099232100,Macomb,Michigan,5560,5146,141,18,146,22,9,78,2534,2423,1619,804,66.82,33.18,158000,158500,1582,14,4,0,2,15,2321.0,No
26099232200,Macomb,Michigan,4792,4325,87,9,261,2,19,89,2283,2228,1558,670,69.93,30.07,139400,152600,1499,7,0,0,17,33,2322.0,No
26099232300,Macomb,Michigan,4756,4136,108,24,337,1,18,132,2026,1948,1094,854,56.16,43.84,151800,152500,1045,7,1,0,12,29,2323.0,No
26099232400,Macomb,Michigan,5486,4849,64,10,385,0,18,160,2146,2119,1471,648,69.42,30.58,141700,141900,1368,8,1,0,22,68,2324.0,No
26099232500,Macomb,Michigan,4237,4093,9,7,78,0,10,40,1307,1301,1289,12,99.08,0.92,176200,176600,1260,5,1,0,6,17,2325.0,No
26099233000,Macomb,Michigan,5935,5741,27,9,79,0,14,65,2003,1976,1757,219,88.92,11.08,180800,180700,1713,1,3,0,15,19,2330.0,No
26099240000,Macomb,Michigan,4661,3446,894,14,68,0,34,205,2063,1948,1329,619,68.22,31.78,57900,87000,1138,147,3,0,27,9,2400.0,No
26099240300,Macomb,Michigan,4229,4026,49,13,52,0,18,71,1859,1809,1167,642,64.51,35.49,152300,153000,1141,7,2,0,6,11,2403.0,No
26099240400,Macomb,Michigan,5411,5213,48,15,74,0,7,54,2257,2230,1846,384,82.78,17.22,173300,175900,1797,11,5,0,11,21,2404.0,No
26099240500,Macomb,Michigan,3194,3090,26,15,9,2,15,37,1415,1375,1323,52,96.22,3.78,25400,166900,1294,7,8,0,10,1,2405.0,No
26099240600,Macomb,Michigan,6752,6423,111,22,93,0,21,82,2845,2758,1925,833,69.8,30.2,153800,157200,1878,19,5,0,7,11,2406.0,No
26099240700,Macomb,Michigan,4403,4280,30,6,40,0,7,40,1683,1649,1552,97,94.12,5.88,190700,190100,1514,11,2,0,9,16,2407.0,No
26099240800,Macomb,Michigan,6014,5696,169,26,29,1,12,81,2907,2851,2445,406,85.76,14.24,88300,125500,2390,24,7,1,16,5,2408.0,No
26099240900,Macomb,Michigan,2039,1969,9,3,22,2,3,31,813,802,765,37,95.39,4.61,124400,123800,743,5,1,1,5,8,2409.0,No
26099241000,Macomb,Michigan,4799,4189,390,10,51,0,21,138,2210,2141,1070,1071,49.98,50.02,138200,140800,1029,28,2,0,4,4,2410.0,No
26099241200,Macomb,Michigan,4994,4667,143,12,72,1,16,83,2036,1998,1642,356,82.18,17.82,115300,117200,1582,34,3,0,12,6,2412.0,No
26099241300,Macomb,Michigan,2659,2138,278,9,154,1,9,70,1060,1030,346,684,33.59,66.41,156300,166300,330,5,0,0,4,6,2413.0,No
26099241400,Macomb,Michigan,3606,3527,7,2,31,0,8,31,1462,1437,1203,234,83.72,16.28,143100,143500,1189,1,1,0,5,5,2414.0,No
26099241500,Macomb,Michigan,2809,2674,55,5,38,1,5,31,1364,1315,841,474,63.95,36.05,181000,181000,827,4,2,0,4,4,2415.0,No
26099241600,Macomb,Michigan,2456,2204,105,12,63,0,5,67,1090,903,676,227,74.86,25.14,103500,103600,653,10,1,0,5,6,2416.0,No
26099241700,Macomb,Michigan,5103,4675,138,28,87,0,38,137,1964,1917,1569,348,81.85,18.15,94200,94500,1486,25,4,0,28,21,2417.0,No
26099241800,Macomb,Michigan,4863,3082,1366,14,231,1,15,154,1783,1708,1075,633,62.94,37.06,136400,135700,836,206,2,0,18,11,2418.0,No
26099241900,Macomb,Michigan,5049,4619,197,19,59,3,16,136,2035,1971,1276,695,64.74,35.26,128400,129000,1217,34,3,0,13,6,2419.0,No
26099242000,Macomb,Michigan,3649,3405,76,8,81,0,22,57,2344,2188,789,1399,36.06,63.94,122300,124100,777,5,2,0,4,1,2420.0,No
26099242100,Macomb,Michigan,2433,2203,112,12,43,2,14,47,1460,1396,405,991,29.01,70.99,91400,93700,393,4,0,0,5,2,2421.0,No
26099242500,Macomb,Michigan,5103,4902,71,6,84,0,12,28,2598,2488,1841,647,74,26,145100,149400,1803,15,1,0,2,18,2425.0,No
26099243000,Macomb,Michigan,4989,4725,88,17,81,0,11,67,1753,1703,1405,298,82.5,17.5,226800,226800,1361,18,0,0,8,16,2430.0,No
26099243500,Macomb,Michigan,4747,4366,79,6,139,0,82,75,2111,2016,849,1167,42.11,57.89,207800,208300,821,7,0,0,5,14,2435.0,No
26099244000,Macomb,Michigan,1686,1632,20,2,4,0,0,28,691,666,658,8,98.8,1.2,157400,157100,643,6,1,0,6,2,2440.0,No
26099245000,Macomb,Michigan,3583,1960,1475,26,13,0,20,89,1873,1753,655,1098,37.36,62.64,71400,82300,397,240,4,0,8,2,2450.0,No
26099245100,Macomb,Michigan,4182,3713,258,28,21,0,34,128,1929,1800,1090,710,60.56,39.44,94900,94400,1024,42,3,0,13,2,2451.0,No
26099245200,Macomb,Michigan,3084,2446,435,41,19,0,49,94,842,787,483,304,61.37,38.63,73200,72900,468,7,4,0,2,0,2452.0,No
26099245300,Macomb,Michigan,4875,4494,215,27,30,2,21,86,2220,2092,1622,470,77.53,22.47,117200,116300,1550,43,5,0,16,5,2453.0,No
26099245400,Macomb,Michigan,1588,508,1012,5,2,1,8,52,682,641,445,196,69.42,30.58,107300,109300,148,284,2,0,7,2,2454.0,No
26099247000,Macomb,Michigan,678,534,104,1,4,0,17,18,408,247,2,245,0.81,99.19,95000,0,1,1,0,0,0,0,2470.0,No
26099247100,Macomb,Michigan,1462,1327,57,15,3,1,15,44,698,620,547,73,88.23,11.77,13700,81500,508,17,5,0,14,0,2471.0,No
26099247200,Macomb,Michigan,6570,6253,133,19,28,4,31,102,2803,2700,2043,657,75.67,24.33,154300,158300,2000,11,8,0,17,3,2472.0,No
26099247300,Macomb,Michigan,5684,5556,14,10,25,3,11,65,2408,2268,2060,208,90.83,9.17,236000,239600,2028,3,3,0,18,4,2473.0,No
26099247400,Macomb,Michigan,2420,2350,8,8,9,2,11,32,1056,1013,859,154,84.8,15.2,196000,197400,843,1,4,0,7,3,2474.0,No
26099247500,Macomb,Michigan,1697,1625,36,6,6,0,1,23,878,837,446,391,53.29,46.71,123000,134900,434,0,3,0,9,0,2475.0,No
26099247600,Macomb,Michigan,5948,5476,252,35,66,0,23,96,3234,3034,1523,1511,50.2,49.8,119200,125500,1489,8,5,0,11,7,2476.0,No
26099250000,Macomb,Michigan,2354,2302,7,6,10,0,4,25,948,933,876,57,93.89,6.11,116700,115800,867,2,2,0,3,2,2500.0,No
26099250100,Macomb,Michigan,2287,2255,7,6,6,0,4,9,996,971,900,71,92.69,7.31,121900,125900,891,2,2,0,2,3,2501.0,No
26099250200,Macomb,Michigan,2871,2774,16,15,14,0,8,44,1207,1186,1073,113,90.47,9.53,119900,120600,1050,4,7,0,8,2,2502.0,No
26099250300,Macomb,Michigan,3236,3015,128,8,20,0,8,57,1562,1527,1313,214,85.99,14.01,122000,123600,1252,40,3,0,12,6,2503.0,No
26099250400,Macomb,Michigan,1477,1445,6,6,5,0,2,13,647,634,587,47,92.59,7.41,126000,126500,575,3,2,0,4,2,2504.0,No
26099250500,Macomb,Michigan,2359,2297,1,8,7,2,6,38,948,931,833,98,89.47,10.53,124900,124500,817,0,2,0,8,4,2505.0,No
26099250600,Macomb,Michigan,3030,2944,3,14,18,0,7,44,1340,1298,1035,263,79.74,20.26,114900,115600,1013,0,6,0,8,6,2506.0,No
26099250700,Macomb,Michigan,3042,2978,8,5,13,0,1,37,1279,1236,1108,128,89.64,10.36,126800,126400,1095,1,2,0,5,5,2507.0,No
26099250800,Macomb,Michigan,3056,2951,16,27,19,0,1,42,1330,1314,1151,163,87.6,12.4,127600,128300,1133,3,4,0,9,2,2508.0,No
26099250900,Macomb,Michigan,2653,2583,0,8,17,1,9,35,1059,1040,991,49,95.29,4.71,120700,121400,970,0,1,1,11,5,2509.0,No
26099251000,Macomb,Michigan,1798,1758,8,5,12,2,4,9,809,785,709,76,90.32,9.68,116800,122500,700,1,1,0,1,5,2510.0,No
26099251100,Macomb,Michigan,2082,2041,6,0,18,0,1,16,908,880,810,70,92.05,7.95,173300,177200,797,2,0,0,7,3,2511.0,No
26099251200,Macomb,Michigan,3743,3651,14,6,23,0,10,39,1590,1550,1280,270,82.58,17.42,149600,148800,1259,1,3,0,9,5,2512.0,No
26099251300,Macomb,Michigan,2513,2488,7,0,5,2,1,10,1029,1014,962,52,94.87,5.13,127400,127700,956,1,0,1,2,1,2513.0,No
26099251400,Macomb,Michigan,3118,3048,12,2,23,2,3,28,1307,1289,1219,70,94.57,5.43,119500,119700,1196,3,2,1,8,8,2514.0,No
26099251500,Macomb,Michigan,1901,1838,5,3,27,0,2,26,849,822,659,163,80.17,19.83,133800,133200,648,0,2,0,3,5,2515.0,No
26099251600,Macomb,Michigan,3323,3228,16,4,29,3,5,38,1578,1543,1100,443,71.29,28.71,114300,114000,1082,1,1,1,8,6,2516.0,No
26099251700,Macomb,Michigan,3095,2972,24,14,37,1,5,42,1499,1445,1077,368,74.53,25.47,112400,112500,1057,4,4,0,6,4,2517.0,No
26099251800,Macomb,Michigan,4382,4120,95,11,102,0,16,38,2036,1957,1685,272,86.1,13.9,113700,117600,1638,20,3,0,9,14,2518.0,No
26099251900,Macomb,Michigan,2907,2827,13,16,23,0,3,25,1333,1283,1133,150,88.31,11.69,115900,115400,1118,0,3,0,6,5,2519.0,No
26099252000,Macomb,Michigan,2744,2629,24,7,37,0,3,44,1342,1295,999,296,77.14,22.86,124600,127600,976,0,2,0,11,9,2520.0,No
26099252100,Macomb,Michigan,2407,2344,12,2,22,0,5,22,1024,1004,928,76,92.43,7.57,109500,109400,914,1,0,0,4,7,2521.0,No
26099252200,Macomb,Michigan,2798,2718,8,4,50,1,3,14,1630,1537,1146,391,74.56,25.44,159100,169900,1133,2,0,0,3,8,2522.0,No
26099254000,Macomb,Michigan,1864,1821,11,6,4,0,1,21,690,684,536,148,78.36,21.64,132000,131600,528,0,0,0,6,1,2540.0,No
26099254100,Macomb,Michigan,4221,4068,49,15,32,1,17,39,1818,1750,1317,433,75.26,24.74,152600,181900,1289,11,3,0,5,6,2541.0,No
26099254200,Macomb,Michigan,4733,4505,53,11,77,1,12,74,1866,1843,1214,629,65.87,34.13,144400,146500,1182,5,2,0,11,12,2542.0,No
26099254500,Macomb,Michigan,4479,4393,26,8,29,0,2,21,1804,1785,1387,398,77.7,22.3,132600,132900,1376,0,1,0,4,4,2545.0,No
26099255000,Macomb,Michigan,4308,3926,210,22,66,2,8,74,2055,2001,1348,653,67.37,32.63,110400,113400,1314,8,4,0,9,10,2550.0,No
26099255100,Macomb,Michigan,3340,3183,49,15,47,0,5,41,1402,1358,1014,344,74.67,25.33,93100,93600,993,3,0,0,7,11,2551.0,No
26099255200,Macomb,Michigan,3616,3105,318,10,111,1,17,54,2014,1924,782,1142,40.64,59.36,88600,93600,755,12,2,0,5,8,2552.0,No
26099255300,Macomb,Michigan,3757,3553,35,23,45,6,24,71,1715,1662,1113,549,66.97,33.03,101900,102600,1077,5,10,0,14,4,2553.0,No
26099255400,Macomb,Michigan,2897,2826,11,10,12,1,8,29,1041,1027,998,29,97.18,2.82,121200,120900,984,2,2,0,5,4,2554.0,No
26099255500,Macomb,Michigan,1843,1766,7,1,46,0,3,20,710,700,624,76,89.14,10.86,111100,110800,606,1,0,0,9,7,2555.0,No
26099255600,Macomb,Michigan,3280,3179,15,10,28,0,6,42,1361,1328,1151,177,86.67,13.33,92500,92200,1124,4,3,0,10,9,2556.0,No
26099255700,Macomb,Michigan,1899,1790,17,7,33,0,3,49,772,755,609,146,80.66,19.34,99500,100100,588,3,2,0,9,6,2557.0,No
26099255800,Macomb,Michigan,2677,2545,40,12,17,3,7,53,1071,1039,901,138,86.72,13.28,85600,85500,873,9,2,0,10,6,2558.0,No
26099255900,Macomb,Michigan,1958,1868,20,8,21,0,13,28,794,767,575,192,74.97,25.03,81800,82100,564,3,2,0,4,2,2559.0,No
26099256000,Macomb,Michigan,2241,2154,21,10,30,0,6,20,947,933,757,176,81.14,18.86,104700,107100,738,4,2,0,4,9,2560.0,No
26099256100,Macomb,Michigan,2889,2782,24,17,14,0,13,39,1173,1151,964,187,83.75,16.25,82400,82300,938,5,4,0,9,6,2561.0,No
26099256200,Macomb,Michigan,1809,1740,19,6,12,0,3,29,748,726,576,150,79.34,20.66,91900,92500,561,3,3,0,6,3,2562.0,No
26099256300,Macomb,Michigan,1781,1699,20,9,7,0,10,36,786,758,514,244,67.81,32.19,101000,100600,505,3,1,0,3,1,2563.0,No
26099256400,Macomb,Michigan,1587,1519,23,3,14,1,0,27,600,589,537,52,91.17,8.83,90300,91000,524,3,0,0,6,4,2564.0,No
26099256500,Macomb,Michigan,1601,1541,19,9,8,0,2,22,655,644,580,64,90.06,9.94,105100,105300,572,1,1,0,4,1,2565.0,No
26099256600,Macomb,Michigan,3039,2358,369,8,236,0,10,58,1258,1227,703,524,57.29,42.71,102100,102200,584,102,2,0,7,7,2566.0,No
26099256700,Macomb,Michigan,1851,1739,29,10,23,1,15,34,704,687,627,60,91.27,8.73,95800,95600,603,6,4,1,6,4,2567.0,No
26099256800,Macomb,Michigan,1756,1695,6,11,15,0,1,28,713,700,648,52,92.57,7.43,92800,92800,627,2,4,0,12,3,2568.0,No
26099258000,Macomb,Michigan,2699,2551,98,7,22,0,5,16,1165,1143,1052,91,92.04,7.96,118700,119000,1017,24,2,0,5,3,2580.0,No
26099258100,Macomb,Michigan,4356,4151,71,16,45,0,7,66,1802,1758,1560,198,88.74,11.26,99300,101900,1515,16,4,0,15,9,2581.0,No
26099258200,Macomb,Michigan,2953,2800,46,11,24,0,4,68,1211,1178,1033,145,87.69,12.31,93800,93700,1000,13,5,0,10,4,2582.0,No
26099258300,Macomb,Michigan,2791,2660,36,11,35,1,6,42,1218,1185,905,280,76.37,23.63,104900,105100,880,7,3,0,10,5,2583.0,No
26099258400,Macomb,Michigan,5583,5319,96,33,28,0,18,89,2193,2137,1826,311,85.45,14.55,89600,89300,1780,15,9,0,11,8,2584.0,No
26099258500,Macomb,Michigan,1922,1631,248,5,16,0,5,17,808,782,732,50,93.61,6.39,118400,118400,647,75,2,0,5,3,2585.0,No
26099258600,Macomb,Michigan,4626,4291,174,13,41,0,21,86,1920,1885,1662,223,88.17,11.83,91800,91900,1571,56,3,0,18,7,2586.0,No
26099258700,Macomb,Michigan,2702,2531,88,4,31,0,7,41,1010,989,864,125,87.36,12.64,92600,92700,831,19,2,0,4,7,2587.0,No
26099258800,Macomb,Michigan,3622,2871,636,13,29,0,11,62,1516,1476,1434,42,97.15,2.85,109400,109600,1183,224,3,0,14,8,2588.0,No
26099258900,Macomb,Michigan,2823,2590,108,30,25,1,9,60,1122,1062,902,160,84.93,15.07,88500,88800,851,26,7,0,12,4,2589.0,No
26099260000,Macomb,Michigan,3479,3363,15,10,66,1,0,24,1252,1246,1220,26,97.91,2.09,140400,139500,1192,4,4,0,3,17,2600.0,No
26099260100,Macomb,Michigan,3060,2810,85,12,91,0,6,56,1375,1358,859,499,63.25,36.75,134000,134200,832,2,1,0,12,10,2601.0,No
26099260200,Macomb,Michigan,2388,2345,2,7,11,0,1,22,936,929,907,22,97.63,2.37,132100,132200,897,0,1,0,3,6,2602.0,No
26099260300,Macomb,Michigan,3009,2898,5,2,50,0,7,47,1287,1268,1235,33,97.4,2.6,137600,142100,1202,2,1,0,12,17,2603.0,No
26099260400,Macomb,Michigan,3954,3816,21,8,63,0,6,40,1721,1689,1604,85,94.97,5.03,136300,138400,1565,5,2,0,10,20,2604.0,No
26099260500,Macomb,Michigan,111,70,28,2,8,0,0,3,19,18,0,18,0,100,0,0,0,0,0,0,0,0,2605.0,No
26099260600,Macomb,Michigan,2919,2751,31,3,65,0,8,61,1177,1152,936,216,81.25,18.75,128800,128400,908,2,1,0,11,12,2606.0,No
26099260700,Macomb,Michigan,2897,2686,29,11,108,0,10,53,1222,1193,876,317,73.43,26.57,131600,131500,854,1,2,0,11,8,2607.0,No
26099260800,Macomb,Michigan,2504,2420,8,5,51,0,1,19,938,924,892,32,96.54,3.46,140400,140400,868,2,2,0,6,13,2608.0,No
26099260900,Macomb,Michigan,4770,4213,80,12,266,0,13,186,1801,1776,1483,293,83.5,16.5,151900,151900,1399,7,3,0,28,46,2609.0,No
