FIPS,COUNTY,STATE,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Housing Units,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,% Occupied Housing Units: Owner Occupied,% Occupied Housing Units: Renter Occupied,Owner occupied >> White,Owner occupied >> Black,Owner occupied >> American Indian,Owner occupied >> Native Hawaiian and Other Pacific Islander,Owner occupied >> Two or more races,Owner occupied >> Other race,Median Value,In city of Detroit?,Tract_numeric
26163564100,Wayne County,Michigan,4008,2707,332,0,891,0,7,71,1776,1666,906,760,54.38,45.62,742,44,2,0,9,2,190000,No,5641.0
26163564200,Wayne County,Michigan,3794,3156,286,0,203,0,88,61,1484,1364,1019,345,74.71,25.29,946,38,3,0,17,3,189000,No,5642.0
26163564300,Wayne County,Michigan,2594,2125,156,0,300,0,0,13,1060,1026,821,205,80.02,19.98,700,45,2,0,13,4,199100,No,5643.0
26163564401,Wayne County,Michigan,5111,4146,126,0,763,0,19,57,1478,1431,1431,0,100,0,1241,70,3,1,15,4,386400,No,5644.0
26163564402,Wayne County,Michigan,4159,2389,315,27,1262,0,0,166,1288,1239,1014,225,81.84,18.16,672,80,1,1,20,5,358400,No,5644.0
26163564501,Wayne County,Michigan,4029,2912,321,13,588,0,34,161,1222,1222,1116,106,91.33,8.67,935,80,3,1,12,6,340700,No,5645.0
26163564502,Wayne County,Michigan,3653,1916,470,0,1250,0,0,17,1262,1253,1214,39,96.89,3.11,844,100,0,0,9,2,305800,No,5645.0
26163564503,Wayne County,Michigan,3665,2177,634,6,756,0,0,92,1632,1427,1167,260,81.78,18.22,738,139,4,0,11,7,203500,No,5645.0
26163564504,Wayne County,Michigan,5371,3919,460,0,837,0,54,101,2243,2082,1881,201,90.35,9.65,1509,218,5,0,33,10,259300,No,5645.0
26163564600,Wayne County,Michigan,6836,4996,435,11,1202,93,33,66,2141,2069,1874,195,90.58,9.42,1614,81,2,0,30,9,226000,No,5646.0
26163564700,Wayne County,Michigan,4900,3024,401,18,1251,0,31,175,1819,1718,973,745,56.64,43.36,769,43,0,0,17,0,207200,No,5647.0
26163564800,Wayne County,Michigan,4546,3503,386,68,496,0,14,79,1770,1700,1622,78,95.41,4.59,1317,118,7,0,19,8,195400,No,5648.0
26163564900,Wayne County,Michigan,2275,1703,249,0,65,0,73,185,894,775,539,236,69.55,30.45,501,36,6,0,8,10,20800,No,5649.0
26163565000,Wayne County,Michigan,4585,2893,272,23,1200,0,28,169,1867,1736,1373,363,79.09,20.91,1107,75,0,0,18,4,198600,No,5650.0
26163565100,Wayne County,Michigan,3201,2120,910,0,142,0,9,20,1561,1390,845,545,60.79,39.21,781,122,2,0,8,8,132300,No,5651.0
26163565200,Wayne County,Michigan,5169,3430,1106,0,542,0,10,81,2575,2211,898,1313,40.62,59.38,778,53,3,0,9,0,209200,No,5652.0
26163565300,Wayne County,Michigan,5009,2985,1454,0,493,0,5,72,3001,2544,558,1986,21.93,78.07,496,34,2,0,5,4,154600,No,5653.0
26163565600,Wayne County,Michigan,2469,1792,520,0,26,0,0,131,832,832,822,10,98.8,1.2,720,28,1,0,8,1,154600,No,5656.0
26163565700,Wayne County,Michigan,3580,2858,406,10,203,0,0,103,1343,1265,1179,86,93.2,6.8,947,124,3,0,17,7,166300,No,5657.0
26163565800,Wayne County,Michigan,4092,3636,294,20,119,0,0,23,1774,1619,1137,482,70.23,29.77,1048,39,5,0,8,4,131400,No,5658.0
26163565900,Wayne County,Michigan,2500,2053,272,0,10,0,67,98,1115,1030,767,263,74.47,25.53,711,42,3,0,8,1,130700,No,5659.0
26163566400,Wayne County,Michigan,1265,863,285,0,64,0,46,7,620,492,242,250,49.19,50.81,145,11,1,0,1,0,122400,No,5664.0
26163566500,Wayne County,Michigan,2583,1977,351,0,100,0,64,91,1331,1205,436,769,36.18,63.82,377,11,3,1,8,3,124700,No,5665.0
26163566600,Wayne County,Michigan,2283,1742,320,26,17,0,0,178,840,772,645,127,83.55,16.45,511,95,2,0,9,2,162300,No,5666.0
26163566700,Wayne County,Michigan,3731,3242,278,31,16,0,47,117,1631,1405,1209,196,86.05,13.95,1043,39,7,0,15,7,116500,No,5667.0
26163566800,Wayne County,Michigan,3125,2658,290,0,100,0,34,43,1273,1046,725,321,69.31,30.69,722,54,4,0,11,6,114200,No,5668.0
26163566900,Wayne County,Michigan,4937,3607,968,0,113,0,14,235,2087,1870,1085,785,58.02,41.98,1067,141,4,0,21,7,102800,No,5669.0
26163567000,Wayne County,Michigan,3912,1890,1903,11,0,0,0,108,1639,1462,1219,243,83.38,16.62,538,559,4,1,22,14,75100,No,5670.0
26163567100,Wayne County,Michigan,3781,3627,80,0,39,0,35,0,1843,1687,1350,337,80.02,19.98,1098,18,2,0,15,11,97900,No,5671.0
26163567201,Wayne County,Michigan,3452,3171,77,128,0,0,0,76,1383,1324,1219,105,92.07,7.93,1179,11,4,0,11,3,131900,No,5672.0
26163567202,Wayne County,Michigan,3008,2003,827,0,0,0,106,72,1386,1249,636,613,50.92,49.08,642,13,1,0,2,2,142900,No,5672.0
26163567300,Wayne County,Michigan,4453,3895,393,8,107,0,13,37,1953,1815,1391,424,76.64,23.36,1385,21,5,0,10,4,141800,No,5673.0
26163567400,Wayne County,Michigan,2870,2709,0,5,59,0,17,80,1408,1349,1046,303,77.54,22.46,983,11,5,0,6,1,149400,No,5674.0
26163567800,Wayne County,Michigan,4356,3526,685,0,110,0,35,0,2418,2026,1336,690,65.94,34.06,1127,43,4,0,8,7,142000,No,5678.0
26163567900,Wayne County,Michigan,2418,2161,66,0,40,0,65,86,1302,1071,920,151,85.9,14.1,975,21,11,1,12,5,117500,No,5679.0
26163568000,Wayne County,Michigan,2179,1911,52,0,95,0,14,107,1121,1069,601,468,56.22,43.78,530,29,5,0,3,0,168600,No,5680.0
26163568200,Wayne County,Michigan,4084,3508,293,0,81,0,7,195,1532,1478,1308,170,88.5,11.5,1223,49,3,0,15,2,134700,No,5682.0
26163568300,Wayne County,Michigan,4006,3582,263,15,32,0,0,114,1942,1613,884,729,54.8,45.2,920,37,12,0,10,9,128700,No,5683.0
26163568400,Wayne County,Michigan,4122,3239,437,0,356,0,35,55,1496,1464,1386,78,94.67,5.33,1201,50,9,0,10,4,125700,No,5684.0
26163568500,Wayne County,Michigan,4534,3780,406,56,0,0,40,252,2064,1682,517,1165,30.74,69.26,454,8,5,0,8,5,80200,No,5685.0
26163568700,Wayne County,Michigan,5530,3320,1647,83,157,0,142,181,1417,1251,950,301,75.94,24.06,813,174,1,0,16,9,114600,No,5687.0
26163568800,Wayne County,Michigan,3614,1984,1463,23,40,0,90,14,2218,1984,138,1846,6.96,93.04,105,21,0,1,4,0,155600,No,5688.0
26163568900,Wayne County,Michigan,2493,2152,183,8,150,0,0,0,1313,1178,1142,36,96.94,3.06,977,60,4,0,12,4,122800,No,5689.0
26163569100,Wayne County,Michigan,2591,2579,0,0,0,0,0,12,915,915,785,130,85.79,14.21,836,5,4,0,6,5,126500,No,5691.0
26163569200,Wayne County,Michigan,2668,2489,111,11,0,0,7,50,1196,1137,813,324,71.5,28.5,784,11,6,0,7,4,112600,No,5692.0
26163569300,Wayne County,Michigan,3754,3568,29,18,42,0,40,57,1597,1475,1220,255,82.71,17.29,1186,24,6,0,15,5,135100,No,5693.0
26163569400,Wayne County,Michigan,3173,2723,225,0,0,0,150,75,1180,1162,910,252,78.31,21.69,814,15,2,0,8,3,123600,No,5694.0
26163569500,Wayne County,Michigan,2769,2591,45,133,0,0,0,0,1052,1052,1027,25,97.62,2.38,887,6,4,0,10,2,131800,No,5695.0
26163569600,Wayne County,Michigan,3633,3201,323,0,33,0,7,69,1349,1280,1151,129,89.92,10.08,1210,19,5,0,11,4,120800,No,5696.0
26163569700,Wayne County,Michigan,4440,4157,234,18,20,0,0,11,1656,1616,1418,198,87.75,12.25,1429,26,4,0,14,3,130500,No,5697.0
26163569800,Wayne County,Michigan,2573,2457,62,0,0,0,0,54,999,922,803,119,87.09,12.91,735,7,2,1,7,4,116800,No,5698.0
26163569900,Wayne County,Michigan,2598,2438,114,0,0,0,0,46,916,870,743,127,85.4,14.6,776,14,0,0,9,1,124000,No,5699.0
26163570100,Wayne County,Michigan,4111,1401,1919,13,687,0,0,91,2127,1849,572,1277,30.94,69.06,318,248,2,0,15,6,104900,No,5701.0
26163570200,Wayne County,Michigan,2460,1146,1314,0,0,0,0,0,1182,982,773,209,78.72,21.28,405,301,2,0,12,8,104000,No,5702.0
26163570400,Wayne County,Michigan,5521,1311,3773,17,0,0,86,334,2524,2028,1022,1006,50.39,49.61,371,640,2,0,20,5,86100,No,5704.0
26163570500,Wayne County,Michigan,3894,820,2862,0,83,0,79,50,1647,1532,849,683,55.42,44.58,163,532,2,1,8,5,90100,No,5705.0
26163570600,Wayne County,Michigan,1748,41,1668,0,0,0,23,16,924,625,310,315,49.6,50.4,5,295,0,0,2,1,90900,No,5706.0
26163570800,Wayne County,Michigan,3051,58,2804,40,10,0,0,139,1505,1165,660,505,56.65,43.35,14,569,0,1,21,3,73200,No,5708.0
26163570900,Wayne County,Michigan,2795,11,2612,0,0,0,103,69,1250,1050,578,472,55.05,44.95,15,632,1,0,7,1,82500,No,5709.0
26163571000,Wayne County,Michigan,2731,359,2126,0,0,0,0,246,1118,891,583,308,65.43,34.57,73,402,2,0,12,0,74300,No,5710.0
26163571500,Wayne County,Michigan,3975,3210,383,0,200,0,74,108,1741,1621,1234,387,76.13,23.87,1053,30,5,0,32,6,130600,No,5715.0
26163571600,Wayne County,Michigan,1381,1323,54,0,0,0,0,4,767,700,452,248,64.57,35.43,463,5,1,0,7,1,142200,No,5716.0
26163571700,Wayne County,Michigan,2349,1850,401,47,38,0,0,13,943,824,655,169,79.49,20.51,478,81,3,0,17,9,116500,No,5717.0
26163571800,Wayne County,Michigan,3452,2954,308,0,92,0,7,91,1328,1328,1015,313,76.43,23.57,999,42,2,0,14,10,140300,No,5718.0
26163571900,Wayne County,Michigan,2968,2366,430,0,0,0,67,105,1413,1348,950,398,70.47,29.53,827,22,2,0,16,4,142400,No,5719.0
26163572000,Wayne County,Michigan,2037,1924,31,31,37,0,0,14,763,725,665,60,91.72,8.28,600,10,1,0,10,1,137800,No,5720.0
26163572100,Wayne County,Michigan,6027,5895,38,80,0,0,14,0,2469,2235,1934,301,86.53,13.47,1822,20,9,1,32,11,130300,No,5721.0
26163572200,Wayne County,Michigan,6043,5555,282,0,146,0,26,34,2743,2566,2250,316,87.69,12.31,2020,11,3,0,25,6,154200,No,5722.0
26163572400,Wayne County,Michigan,1480,1094,151,11,42,0,35,147,570,510,436,74,85.49,14.51,370,22,1,0,2,5,105700,No,5724.0
26163572500,Wayne County,Michigan,1759,1555,176,16,0,0,12,0,697,653,541,112,82.85,17.15,397,29,3,0,2,5,90500,No,5725.0
26163572600,Wayne County,Michigan,5170,4519,208,0,328,0,61,54,2214,2141,1711,430,79.92,20.08,1525,52,9,0,18,28,102400,No,5726.0
26163572700,Wayne County,Michigan,4916,4534,200,10,0,0,33,139,2007,1916,1678,238,87.58,12.42,1512,18,11,0,20,15,111400,No,5727.0
26163572800,Wayne County,Michigan,5842,4989,597,57,0,0,95,104,2436,2095,1846,249,88.11,11.89,1725,22,10,0,18,12,106200,No,5728.0
26163572900,Wayne County,Michigan,2954,2602,200,18,9,0,107,18,1098,1098,828,270,75.41,24.59,765,11,3,0,10,7,103200,No,5729.0
26163573000,Wayne County,Michigan,3275,3208,18,12,8,0,0,29,923,923,862,61,93.39,6.61,805,4,1,0,12,1,248800,No,5730.0
26163573100,Wayne County,Michigan,4438,3557,548,0,196,0,36,101,1698,1577,933,644,59.16,40.84,935,11,0,0,24,1,229200,No,5731.0
26163573300,Wayne County,Michigan,4085,3619,295,0,82,0,56,33,1229,1103,675,428,61.2,38.8,636,4,2,0,38,4,129500,No,5733.0
26163573400,Wayne County,Michigan,4017,3783,135,0,62,0,0,37,1878,1582,924,658,58.41,41.59,632,5,0,0,31,4,144400,No,5734.0
26163573500,Wayne County,Michigan,5113,4830,63,0,121,0,0,99,1199,1028,347,681,33.75,66.25,381,1,0,0,24,2,110800,No,5735.0
26163573600,Wayne County,Michigan,6679,6190,328,0,50,16,50,45,2278,1832,1076,756,58.73,41.27,861,30,1,0,65,6,133200,No,5736.0
26163573701,Wayne County,Michigan,1274,1182,62,30,0,0,0,0,496,447,337,110,75.39,24.61,338,13,0,0,18,0,164700,No,5737.0
26163573702,Wayne County,Michigan,7037,6882,12,0,0,0,77,66,1949,1724,1148,576,66.59,33.41,951,5,0,0,63,4,146700,No,5737.0
26163573800,Wayne County,Michigan,5354,4710,22,0,28,0,0,594,1621,1360,1018,342,74.85,25.15,811,2,1,1,47,9,109800,No,5738.0
26163573900,Wayne County,Michigan,4663,4420,51,15,97,0,0,80,1554,1175,930,245,79.15,20.85,851,4,0,0,37,7,123100,No,5739.0
26163574000,Wayne County,Michigan,5814,5084,415,0,109,0,85,121,1902,1710,831,879,48.6,51.4,847,8,3,0,47,2,118600,No,5740.0
26163574100,Wayne County,Michigan,4172,3525,294,15,104,0,6,228,1484,1385,887,498,64.04,35.96,644,43,1,0,34,7,137600,No,5741.0
26163574202,Wayne County,Michigan,2831,1794,727,0,156,0,28,126,1684,1427,558,869,39.1,60.9,508,22,1,0,7,0,201100,No,5742.0
26163574300,Wayne County,Michigan,3253,2457,290,79,317,0,0,110,1415,1158,598,560,51.64,48.36,527,21,1,0,24,13,115900,No,5743.0
26163574600,Wayne County,Michigan,5260,4925,130,7,89,0,38,71,2020,1961,1803,158,91.94,8.06,1708,14,2,0,12,12,163100,No,5746.0
26163574700,Wayne County,Michigan,4410,4132,12,0,125,29,72,40,1799,1767,1656,111,93.72,6.28,1513,7,0,1,7,12,161800,No,5747.0
26163574800,Wayne County,Michigan,4380,4152,0,7,33,0,13,175,1607,1565,1557,8,99.49,0.51,1451,5,4,0,11,5,244600,No,5748.0
26163574900,Wayne County,Michigan,1645,1474,141,0,0,0,18,12,1131,948,666,282,70.25,29.75,630,10,4,0,1,5,155100,No,5749.0
26163575000,Wayne County,Michigan,4354,3996,96,0,56,0,0,206,2259,2132,1404,728,65.85,34.15,1357,4,3,1,14,5,152800,No,5750.0
26163575100,Wayne County,Michigan,2929,2624,0,10,83,0,161,51,1266,1111,729,382,65.62,34.38,867,3,1,0,12,4,121400,No,5751.0
26163575200,Wayne County,Michigan,4386,3913,400,36,8,0,29,0,1906,1838,1636,202,89.01,10.99,1312,33,4,0,12,8,114800,No,5752.0
26163575300,Wayne County,Michigan,3512,3375,0,0,61,0,57,19,1569,1547,1358,189,87.78,12.22,1262,9,4,1,13,5,135400,No,5753.0
26163575400,Wayne County,Michigan,3168,2904,0,12,121,0,54,77,1487,1376,1281,95,93.1,6.9,1146,8,5,1,9,6,131700,No,5754.0
26163575500,Wayne County,Michigan,3925,3631,233,0,14,0,0,47,1715,1626,1491,135,91.7,8.3,1364,16,1,1,18,10,142400,No,5755.0
26163575600,Wayne County,Michigan,1439,1418,0,0,14,0,0,7,728,673,578,95,85.88,14.12,566,9,0,0,8,11,150400,No,5756.0
26163576000,Wayne County,Michigan,1889,1563,198,0,56,0,72,0,825,787,643,144,81.7,18.3,498,25,1,0,11,9,144000,No,5760.0
26163576100,Wayne County,Michigan,5975,5675,59,13,70,0,38,120,2585,2403,2141,262,89.1,10.9,1996,26,8,0,26,39,118900,No,5761.0
26163576200,Wayne County,Michigan,2752,2617,0,0,0,0,126,9,1122,1098,984,114,89.62,10.38,905,2,1,0,6,7,154700,No,5762.0
26163576300,Wayne County,Michigan,2532,2483,0,5,21,0,0,23,949,913,833,80,91.24,8.76,817,1,4,0,3,9,138700,No,5763.0
26163576400,Wayne County,Michigan,3372,3303,25,0,0,0,8,36,1517,1366,1263,103,92.46,7.54,1223,8,5,0,4,7,146800,No,5764.0
26163576500,Wayne County,Michigan,3782,3549,35,0,0,0,127,71,1613,1529,1454,75,95.09,4.91,1375,5,4,0,6,18,141900,No,5765.0
26163576600,Wayne County,Michigan,4452,4176,27,29,0,0,162,58,1810,1739,1490,249,85.68,14.32,1452,6,6,0,8,16,142100,No,5766.0
26163576700,Wayne County,Michigan,3788,3542,158,0,78,0,0,10,1704,1588,1422,166,89.55,10.45,1266,12,4,1,8,11,160600,No,5767.0
26163577000,Wayne County,Michigan,4398,2776,835,79,52,0,535,121,1873,1731,857,874,49.51,50.49,712,43,7,0,24,69,90300,No,5770.0
26163577100,Wayne County,Michigan,3179,2374,200,104,0,0,244,257,1218,1010,647,363,64.06,35.94,560,26,6,1,18,43,97000,No,5771.0
26163577200,Wayne County,Michigan,3276,3008,70,20,0,0,118,60,1269,1203,980,223,81.46,18.54,792,28,5,0,16,47,87800,No,5772.0
26163577300,Wayne County,Michigan,2913,2719,141,53,0,0,0,0,1219,1161,945,216,81.4,18.6,902,8,9,0,8,22,93300,No,5773.0
26163577400,Wayne County,Michigan,3565,2915,29,56,0,0,353,212,1492,1408,1141,267,81.04,18.96,1051,16,5,0,8,34,102000,No,5774.0
26163577500,Wayne County,Michigan,3161,2614,375,12,0,0,56,104,1363,1256,1079,177,85.91,14.09,966,22,7,0,6,22,101900,No,5775.0
26163577600,Wayne County,Michigan,3890,3455,175,7,0,0,183,70,1466,1416,1198,218,84.6,15.4,1151,18,4,2,22,35,100700,No,5776.0
26163577700,Wayne County,Michigan,2588,2563,0,0,0,0,25,0,917,886,766,120,86.46,13.54,768,10,5,0,9,19,123000,No,5777.0
26163577800,Wayne County,Michigan,4796,4398,28,0,0,0,276,94,1978,1818,1627,191,89.49,10.51,1537,24,6,0,16,47,99000,No,5778.0
26163577900,Wayne County,Michigan,4106,3945,111,0,0,0,7,43,1705,1543,1193,350,77.32,22.68,1143,17,4,0,9,21,106700,No,5779.0
26163578000,Wayne County,Michigan,2723,2303,80,0,0,0,101,239,1115,1058,695,363,65.69,34.31,590,7,5,0,11,14,111500,No,5780.0
26163578500,Wayne County,Michigan,4782,3793,391,43,35,0,401,119,2281,1913,1460,453,76.32,23.68,1330,136,4,2,20,57,94500,No,5785.0
26163578600,Wayne County,Michigan,5977,4040,1246,45,247,0,242,157,2732,2395,1310,1085,54.7,45.3,1059,36,14,0,28,66,85200,No,5786.0
26163579100,Wayne County,Michigan,2216,1451,646,8,0,40,9,62,1067,780,375,405,48.08,51.92,295,57,3,2,7,19,55800,No,5791.0
26163579200,Wayne County,Michigan,3374,2292,719,31,134,0,27,171,1620,1250,739,511,59.12,40.88,547,81,3,0,10,34,61300,No,5792.0
26163579300,Wayne County,Michigan,2693,25,2630,25,0,0,0,13,1165,956,533,423,55.75,44.25,3,506,1,0,4,3,72100,No,5793.0
26163579500,Wayne County,Michigan,1796,1495,267,23,0,0,11,0,938,613,402,211,65.58,34.42,255,33,5,0,8,22,61600,No,5795.0
26163579600,Wayne County,Michigan,3563,0,3456,0,0,0,0,107,1694,1369,844,525,61.65,38.35,10,716,2,0,9,6,69500,No,5796.0
26163579700,Wayne County,Michigan,3337,1856,494,0,110,0,636,241,1530,1308,724,584,55.35,44.65,573,117,3,0,19,33,84500,No,5797.0
26163579800,Wayne County,Michigan,1149,805,76,10,0,6,175,77,839,449,272,177,60.58,39.42,238,24,2,0,11,17,58300,No,5798.0
26163579900,Wayne County,Michigan,4692,4204,125,34,214,0,41,74,2073,1835,1155,680,62.94,37.06,1175,20,3,0,22,9,254500,No,5799.0
26163580100,Wayne County,Michigan,2160,2072,56,0,0,0,9,23,1011,854,623,231,72.95,27.05,557,5,4,0,10,7,132800,No,5801.0
26163580200,Wayne County,Michigan,2768,2631,23,0,13,0,20,81,1204,1114,854,260,76.66,23.34,879,0,1,0,8,9,113400,No,5802.0
26163580300,Wayne County,Michigan,3004,2852,22,8,0,0,41,81,1243,1173,997,176,85,15,896,5,5,0,12,10,108800,No,5803.0
26163580400,Wayne County,Michigan,2764,2614,0,18,8,0,69,55,1154,1112,995,117,89.48,10.52,971,2,2,1,5,6,113500,No,5804.0
26163580500,Wayne County,Michigan,2890,2819,0,0,0,0,0,71,1335,1264,1107,157,87.58,12.42,1082,1,1,0,7,7,131500,No,5805.0
26163580600,Wayne County,Michigan,3178,2984,60,10,82,0,42,0,1398,1123,740,383,65.89,34.11,814,2,6,0,9,6,132300,No,5806.0
26163580700,Wayne County,Michigan,3668,3537,92,11,0,0,10,18,2006,1826,870,956,47.65,52.35,812,3,5,0,12,6,119300,No,5807.0
26163580800,Wayne County,Michigan,1946,1864,0,41,41,0,0,0,777,742,559,183,75.34,24.66,416,5,4,0,4,0,166500,No,5808.0
26163580900,Wayne County,Michigan,3990,3878,15,0,64,0,16,17,1784,1701,1473,228,86.6,13.4,1310,3,7,0,9,5,110200,No,5809.0
26163581100,Wayne County,Michigan,4441,3723,274,16,224,0,119,85,1851,1703,959,744,56.31,43.69,870,4,6,0,7,12,154800,No,5811.0
26163581200,Wayne County,Michigan,3752,3414,59,0,118,0,109,52,1855,1787,947,840,52.99,47.01,885,18,4,1,3,6,166500,No,5812.0
26163581500,Wayne County,Michigan,2285,2240,25,0,12,0,8,0,990,954,864,90,90.57,9.43,840,3,3,0,6,7,123200,No,5815.0
26163581600,Wayne County,Michigan,5844,5025,428,0,142,0,84,165,2727,2660,1577,1083,59.29,40.71,1280,68,8,0,15,14,141900,No,5816.0
26163581800,Wayne County,Michigan,2487,2367,0,12,21,0,73,14,1136,1036,954,82,92.08,7.92,858,5,5,0,8,12,119800,No,5818.0
26163581900,Wayne County,Michigan,4716,4496,82,36,0,0,94,8,1932,1800,1692,108,94,6,1647,9,6,1,14,11,121900,No,5819.0
26163582000,Wayne County,Michigan,2701,2163,420,0,118,0,0,0,1618,1429,494,935,34.57,65.43,527,2,0,0,2,7,110900,No,5820.0
26163582100,Wayne County,Michigan,3934,3783,16,6,0,0,99,30,1635,1559,1416,143,90.83,9.17,1339,6,6,0,6,11,131700,No,5821.0
26163583000,Wayne County,Michigan,2683,2480,0,0,10,0,14,179,1075,924,656,268,71,29,702,9,2,0,12,5,101600,No,5830.0
26163583100,Wayne County,Michigan,4027,3431,369,0,10,0,12,205,1602,1452,1041,411,71.69,28.31,1101,23,5,0,14,5,85200,No,5831.0
26163583200,Wayne County,Michigan,2751,2538,77,27,0,14,73,22,1186,1030,823,207,79.9,20.1,821,11,6,0,5,4,82700,No,5832.0
26163583300,Wayne County,Michigan,2758,2542,59,19,0,0,0,138,1031,1000,862,138,86.2,13.8,828,17,6,0,8,1,100500,No,5833.0
26163583400,Wayne County,Michigan,4982,4448,83,8,114,0,199,130,2057,1837,1468,369,79.91,20.09,1624,18,11,0,17,20,108400,No,5834.0
26163583500,Wayne County,Michigan,3062,2712,64,0,38,0,198,50,1110,1050,922,128,87.81,12.19,936,19,7,0,5,5,117700,No,5835.0
26163583600,Wayne County,Michigan,2394,2240,82,0,0,0,27,45,1044,928,868,60,93.53,6.47,875,11,3,0,11,8,108300,No,5836.0
26163583700,Wayne County,Michigan,4003,3574,241,28,0,0,29,131,1500,1422,1216,206,85.51,14.49,1094,51,10,0,8,10,130100,No,5837.0
26163583800,Wayne County,Michigan,4637,4037,469,7,87,0,9,28,1864,1802,1264,538,70.14,29.86,1194,24,8,1,7,8,155300,No,5838.0
26163583900,Wayne County,Michigan,4508,3129,904,0,43,0,305,127,1733,1672,891,781,53.29,46.71,694,45,3,0,11,3,125700,No,5839.0
26163584000,Wayne County,Michigan,4375,2676,1517,45,0,0,10,127,1678,1559,1006,553,64.53,35.47,1029,21,3,0,15,6,129800,No,5840.0
26163584100,Wayne County,Michigan,1943,1855,63,0,16,0,0,9,749,734,681,53,92.78,7.22,588,6,3,0,4,6,121200,No,5841.0
26163584200,Wayne County,Michigan,3571,2235,1237,0,0,0,31,68,1317,1121,554,567,49.42,50.58,605,40,4,0,3,6,125700,No,5842.0
26163584300,Wayne County,Michigan,2134,1606,277,12,130,0,84,25,715,715,192,523,26.85,73.15,244,41,1,0,3,3,177600,No,5843.0
26163584400,Wayne County,Michigan,3010,2214,677,0,52,0,32,35,1334,1193,665,528,55.74,44.26,661,65,2,0,9,17,116900,No,5844.0
26163584500,Wayne County,Michigan,2571,2225,316,0,21,0,9,0,1177,1083,824,259,76.08,23.92,740,80,5,0,5,9,143900,No,5845.0
26163584600,Wayne County,Michigan,1966,1356,378,5,51,0,0,176,921,864,376,488,43.52,56.48,264,20,0,0,3,5,83300,No,5846.0
26163584700,Wayne County,Michigan,2795,2380,185,13,28,0,127,62,1096,1062,862,200,81.17,18.83,742,28,5,0,13,14,108600,No,5847.0
26163584800,Wayne County,Michigan,5663,1778,3580,21,0,0,237,47,2249,2132,590,1542,27.67,72.33,501,49,2,1,14,8,93800,No,5848.0
26163585500,Wayne County,Michigan,1902,1649,186,26,4,0,34,3,855,724,622,102,85.91,14.09,485,30,3,0,13,6,76500,No,5855.0
26163585600,Wayne County,Michigan,3348,466,2610,35,56,0,60,121,1460,1281,673,608,52.54,47.46,131,534,3,0,14,1,140900,No,5856.0
26163585700,Wayne County,Michigan,1995,1405,582,0,0,0,0,8,778,727,570,157,78.4,21.6,318,197,2,0,9,3,100900,No,5857.0
26163585800,Wayne County,Michigan,4480,1697,2597,13,8,0,41,124,1806,1670,1132,538,67.78,32.22,628,451,5,2,26,9,66400,No,5858.0
26163585900,Wayne County,Michigan,3326,1899,1168,94,0,0,41,124,1566,1513,769,744,50.83,49.17,533,157,5,1,5,3,152500,No,5859.0
26163586200,Wayne County,Michigan,6633,3113,2851,61,218,0,0,390,2623,2359,1798,561,76.22,23.78,1110,545,11,0,31,17,119500,No,5862.0
26163586300,Wayne County,Michigan,2190,1943,217,0,0,0,0,30,779,753,704,49,93.49,6.51,635,18,3,0,11,5,143800,No,5863.0
26163587000,Wayne County,Michigan,4000,3420,432,0,10,0,0,138,2019,1812,1316,496,72.63,27.37,1002,108,2,0,19,8,141100,No,5870.0
26163587900,Wayne County,Michigan,6823,3989,2165,0,420,0,9,240,2601,2486,2012,474,80.93,19.07,1141,535,9,2,20,5,170300,No,5879.0
26163588000,Wayne County,Michigan,5306,3653,1291,39,97,0,37,189,2690,2338,826,1512,35.33,64.67,772,176,12,0,14,3,142600,No,5880.0
26163588100,Wayne County,Michigan,2570,2169,167,0,26,0,21,187,1166,973,893,80,91.78,8.22,837,65,2,2,14,8,112600,No,5881.0
26163588200,Wayne County,Michigan,3347,2034,1140,0,43,0,76,54,1800,1596,280,1316,17.54,82.46,247,15,0,0,2,1,185300,No,5882.0
26163588300,Wayne County,Michigan,4993,4122,690,0,42,0,7,132,2079,1901,1795,106,94.42,5.58,1643,246,12,1,27,6,159400,No,5883.0
26163588400,Wayne County,Michigan,4931,3238,1479,11,32,0,94,77,1962,1747,1643,104,94.05,5.95,1294,449,2,0,26,9,192200,No,5884.0
26163589300,Wayne County,Michigan,3289,2858,287,30,5,0,50,59,1499,1313,1205,108,91.77,8.23,1075,142,12,0,21,1,164300,No,5893.0
26163589400,Wayne County,Michigan,6716,5609,851,2,12,0,0,242,2467,2256,2110,146,93.53,6.47,1623,233,6,0,24,7,163800,No,5894.0
26163590400,Wayne County,Michigan,6776,6550,65,70,0,0,15,76,2452,2297,2074,223,90.29,9.71,2048,54,8,1,26,5,198600,No,5904.0
26163590500,Wayne County,Michigan,6144,5855,0,0,160,0,13,116,2476,2377,2252,125,94.74,5.26,2121,29,13,0,29,15,145600,No,5905.0
26163590600,Wayne County,Michigan,2612,2456,123,0,0,0,0,33,1012,929,919,10,98.92,1.08,811,27,6,0,11,4,188700,No,5906.0
