FIPS,COUNTY,STATE,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Housing Units,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,% Occupied Housing Units: Owner Occupied,% Occupied Housing Units: Renter Occupied,Owner occupied >> White,Owner occupied >> Black,Owner occupied >> American Indian,Owner occupied >> Native Hawaiian and Other Pacific Islander,Owner occupied >> Two or more races,Owner occupied >> Other race,Median Value,In city of Detroit?,Tract_numeric
26099230500,Macomb County,Michigan,4158,3670,126,118,200,0,44,0,1856,1677,1117,560,66.61,33.39,782,19,11,0,15,19,23100,No,2305.0
26099230601,Macomb County,Michigan,6977,5671,384,0,855,0,7,60,3043,2825,2277,548,80.6,19.4,1967,57,1,0,31,0,248000,No,2306.0
26099230602,Macomb County,Michigan,5185,4534,0,0,516,0,14,121,1857,1729,1501,228,86.81,13.19,1450,18,3,0,42,2,235500,No,2306.0
26099230700,Macomb County,Michigan,5504,4628,0,0,739,0,20,117,1703,1676,1604,72,95.7,4.3,1390,15,0,0,46,3,201500,No,2307.0
26099230800,Macomb County,Michigan,5088,4506,22,0,496,0,12,52,1846,1814,1725,89,95.09,4.91,1426,22,7,1,26,10,145300,No,2308.0
26099230900,Macomb County,Michigan,7888,6774,634,44,121,0,54,261,3163,3079,2237,842,72.65,27.35,2012,27,2,1,19,7,155600,No,2309.0
26099231000,Macomb County,Michigan,4093,3822,146,0,55,0,10,60,1586,1535,1410,125,91.86,8.14,1323,34,6,0,14,4,159300,No,2310.0
26099231100,Macomb County,Michigan,3256,2692,98,0,451,0,0,15,1665,1598,1080,518,67.58,32.42,902,37,3,0,10,2,136900,No,2311.0
26099231200,Macomb County,Michigan,3750,3261,328,27,134,0,0,0,1655,1568,1100,468,70.15,29.85,947,27,2,1,6,2,180300,No,2312.0
26099231400,Macomb County,Michigan,5696,5182,86,0,323,0,0,105,1919,1845,1731,114,93.82,6.18,1500,48,2,0,39,2,185100,No,2314.0
26099231500,Macomb County,Michigan,5296,4533,315,0,334,0,0,114,1805,1787,1662,125,93.01,6.99,1381,37,2,0,40,1,181900,No,2315.0
26099231600,Macomb County,Michigan,4062,3322,375,0,302,0,24,39,2016,1736,1165,571,67.11,32.89,944,32,1,0,20,2,160300,No,2316.0
26099231700,Macomb County,Michigan,6445,5082,513,7,604,0,0,239,2077,1982,1655,327,83.5,16.5,1409,58,3,0,32,2,181800,No,2317.0
26099231800,Macomb County,Michigan,3832,3473,76,8,275,0,0,0,1594,1552,1443,109,92.98,7.02,1189,34,1,0,16,4,173900,No,2318.0
26099231900,Macomb County,Michigan,5638,5051,194,0,275,0,49,69,2254,2209,1895,314,85.79,14.21,1701,48,1,0,21,4,178900,No,2319.0
26099232000,Macomb County,Michigan,2308,1978,203,36,57,0,8,26,797,757,739,18,97.62,2.38,666,34,1,0,8,2,182800,No,2320.0
26099232100,Macomb County,Michigan,6444,5291,598,6,501,0,0,48,2850,2729,1943,786,71.2,28.8,1637,114,8,0,10,3,169700,No,2321.0
26099232200,Macomb County,Michigan,4994,4012,399,0,583,0,0,0,2262,2158,1478,680,68.49,31.51,1291,41,2,0,18,3,163100,No,2322.0
26099232300,Macomb County,Michigan,4819,3708,428,28,292,0,180,183,2076,1889,1104,785,58.44,41.56,928,23,1,0,13,2,170000,No,2323.0
26099232400,Macomb County,Michigan,6094,5243,166,0,541,0,61,83,2131,2010,1374,636,68.36,31.64,1194,25,1,0,21,1,159500,No,2324.0
26099232500,Macomb County,Michigan,4315,3813,152,17,266,0,34,33,1527,1435,1425,10,99.3,0.7,1339,39,5,0,13,2,198900,No,2325.0
26099233000,Macomb County,Michigan,6100,5710,184,0,105,0,0,101,2280,2193,1945,248,88.69,11.31,1873,17,4,0,8,2,194900,No,2330.0
26099240000,Macomb County,Michigan,3822,2699,1018,0,48,0,0,57,2098,1867,1241,626,66.47,33.53,811,133,4,1,15,12,57900,No,2400.0
26099240300,Macomb County,Michigan,4086,3971,45,0,37,0,33,0,1942,1809,1307,502,72.25,27.75,1167,13,0,0,9,0,166300,No,2403.0
26099240400,Macomb County,Michigan,5502,5260,0,0,92,0,47,103,2438,2390,1939,451,81.13,18.87,1812,54,3,0,12,1,193200,No,2404.0
26099240500,Macomb County,Michigan,2405,2227,54,63,0,0,32,29,1241,1137,1059,78,93.14,6.86,816,39,3,0,8,10,77900,No,2405.0
26099240600,Macomb County,Michigan,7574,6703,544,0,64,0,41,222,3092,2926,2159,767,73.79,26.21,2045,49,4,0,10,3,163700,No,2406.0
26099240700,Macomb County,Michigan,4351,4096,198,0,16,0,0,41,1675,1602,1522,80,95.01,4.99,1455,27,3,0,11,2,224200,No,2407.0
26099240800,Macomb County,Michigan,5650,5074,400,0,0,0,32,144,2999,2520,2339,181,92.82,7.18,2152,79,6,0,13,5,103600,No,2408.0
26099240900,Macomb County,Michigan,1980,1929,10,0,0,0,0,41,798,798,746,52,93.48,6.52,692,5,2,0,8,2,119900,No,2409.0
26099241000,Macomb County,Michigan,4454,3209,1091,23,0,0,18,113,2265,2033,1093,940,53.76,46.24,906,62,2,1,6,0,141600,No,2410.0
26099241200,Macomb County,Michigan,4796,4122,497,25,67,0,17,68,2109,2020,1699,321,84.11,15.89,1472,60,6,0,12,5,136200,No,2412.0
26099241300,Macomb County,Michigan,2652,1722,508,0,317,0,50,55,1115,1042,408,634,39.16,60.84,412,7,0,0,5,0,130000,No,2413.0
26099241400,Macomb County,Michigan,3380,3312,68,0,0,0,0,0,1493,1366,1187,179,86.9,13.1,1136,6,4,0,3,2,165100,No,2414.0
26099241500,Macomb County,Michigan,3347,2962,184,0,79,0,0,122,1668,1601,1036,565,64.71,35.29,889,29,1,0,7,1,182900,No,2415.0
26099241600,Macomb County,Michigan,2457,1731,579,0,0,0,0,147,1053,941,623,318,66.21,33.79,527,21,2,0,4,4,112300,No,2416.0
26099241700,Macomb County,Michigan,4816,3763,575,123,113,0,99,143,2006,1912,1451,461,75.89,24.11,1235,50,6,0,15,10,100400,No,2417.0
26099241800,Macomb County,Michigan,5790,3225,2180,45,210,0,82,48,2162,2148,1397,751,65.04,34.96,920,307,4,0,14,4,160800,No,2418.0
26099241900,Macomb County,Michigan,5380,4152,1001,47,39,0,33,108,2171,1994,1268,726,63.59,36.41,1143,78,3,0,12,3,146700,No,2419.0
26099242000,Macomb County,Michigan,4995,4118,562,47,249,0,0,19,3083,2868,1442,1426,50.28,49.72,1517,41,1,0,14,1,129200,No,2420.0
26099242100,Macomb County,Michigan,2357,1524,702,0,40,0,8,83,1593,1450,365,1085,25.17,74.83,345,9,1,0,0,1,94100,No,2421.0
26099242500,Macomb County,Michigan,5591,5383,112,8,30,0,0,58,2782,2728,2105,623,77.16,22.84,1828,39,2,0,12,0,160500,No,2425.0
26099243000,Macomb County,Michigan,5174,4691,308,23,126,0,7,19,1819,1756,1549,207,88.21,11.79,1367,41,6,0,6,0,239200,No,2430.0
26099243500,Macomb County,Michigan,4768,4078,474,18,160,0,10,28,2530,2259,814,1445,36.03,63.97,951,28,2,1,4,4,217700,No,2435.0
26099244000,Macomb County,Michigan,1953,1842,18,0,0,0,53,40,824,748,690,58,92.25,7.75,735,20,3,0,7,0,177300,No,2440.0
26099245000,Macomb County,Michigan,3583,1705,1649,5,0,0,0,224,2150,1883,777,1106,41.26,58.74,346,207,1,0,9,1,95100,No,2450.0
26099245100,Macomb County,Michigan,3937,3434,247,43,40,0,9,164,1994,1705,1096,609,64.28,35.72,886,57,2,2,8,6,119200,No,2451.0
26099245200,Macomb County,Michigan,3308,2493,702,16,20,0,0,77,871,778,460,318,59.13,40.87,388,15,3,0,4,2,86900,No,2452.0
26099245300,Macomb County,Michigan,4292,3743,442,0,0,14,0,93,2303,2008,1431,577,71.26,28.74,1426,55,3,0,11,4,145400,No,2453.0
26099245400,Macomb County,Michigan,1496,546,941,0,9,0,0,0,773,599,316,283,52.75,47.25,172,259,1,0,7,1,120900,No,2454.0
26099247100,Macomb County,Michigan,1315,1282,0,6,0,0,0,27,659,581,452,129,77.8,22.2,300,21,1,0,5,10,16000,No,2471.0
26099247200,Macomb County,Michigan,6849,6252,528,8,44,0,0,17,3138,2845,2165,680,76.1,23.9,2089,23,3,1,14,3,197000,No,2472.0
26099247300,Macomb County,Michigan,6349,6195,142,0,12,0,0,0,2941,2663,2254,409,84.64,15.36,2146,11,5,0,17,1,264000,No,2473.0
26099247400,Macomb County,Michigan,2450,2442,0,8,0,0,0,0,1138,1032,909,123,88.08,11.92,942,4,3,0,2,3,224900,No,2474.0
26099247500,Macomb County,Michigan,1644,1557,38,28,0,0,0,21,1005,907,481,426,53.03,46.97,420,5,2,0,4,1,124300,No,2475.0
26099247601,Macomb County,Michigan,1423,1112,283,0,12,16,0,0,1121,826,359,467,43.46,56.54,300,5,1,0,3,0,109600,No,2476.0
26099247602,Macomb County,Michigan,4620,3904,585,0,70,0,40,21,2560,2268,1537,731,67.77,32.23,1300,27,1,0,7,1,142800,No,2476.0
26099250000,Macomb County,Michigan,2406,2389,9,0,0,0,0,8,963,963,901,62,93.56,6.44,828,3,3,1,4,0,129900,No,2500.0
26099250100,Macomb County,Michigan,2178,2144,0,0,34,0,0,0,1011,940,879,61,93.51,6.49,821,3,2,0,4,1,127700,No,2501.0
26099250200,Macomb County,Michigan,2733,2675,0,0,41,0,0,17,1238,1190,1138,52,95.63,4.37,953,4,3,0,9,1,140000,No,2502.0
26099250300,Macomb County,Michigan,3030,2873,111,0,24,0,0,22,1570,1510,1320,190,87.42,12.58,1219,47,0,0,10,1,127400,No,2503.0
26099250400,Macomb County,Michigan,1372,1298,74,0,0,0,0,0,665,606,554,52,91.42,8.58,554,1,0,0,5,0,142700,No,2504.0
26099250500,Macomb County,Michigan,2168,2057,0,8,7,14,0,82,981,916,822,94,89.74,10.26,784,5,0,0,3,0,145500,No,2505.0
26099250600,Macomb County,Michigan,2841,2635,39,0,0,0,8,159,1388,1271,1043,228,82.06,17.94,950,1,3,0,8,2,128900,No,2506.0
26099250700,Macomb County,Michigan,2980,2827,33,0,24,0,13,83,1328,1262,1039,223,82.33,17.67,1005,7,0,0,7,0,145300,No,2507.0
26099250800,Macomb County,Michigan,2866,2696,63,35,0,0,0,72,1358,1327,1095,232,82.52,17.48,1037,12,6,0,11,1,139000,No,2508.0
26099250900,Macomb County,Michigan,2746,2621,0,0,125,0,0,0,1092,1057,916,141,86.66,13.34,909,3,3,0,3,1,144200,No,2509.0
26099251000,Macomb County,Michigan,1884,1678,144,12,0,0,50,0,800,703,617,86,87.77,12.23,643,3,3,0,6,3,153500,No,2510.0
26099251100,Macomb County,Michigan,1878,1794,0,9,17,0,58,0,922,867,827,40,95.39,4.61,772,3,2,0,6,2,198400,No,2511.0
26099251200,Macomb County,Michigan,3406,3272,62,11,9,0,52,0,1650,1523,1239,284,81.35,18.65,1181,6,2,0,7,2,155100,No,2512.0
26099251300,Macomb County,Michigan,2308,2249,0,0,0,0,0,59,1038,990,955,35,96.46,3.54,893,1,0,0,4,2,138500,No,2513.0
26099251400,Macomb County,Michigan,2938,2680,131,20,5,0,0,102,1345,1285,1175,110,91.44,8.56,1095,4,2,0,11,1,136200,No,2514.0
26099251500,Macomb County,Michigan,1935,1832,36,44,0,0,0,23,839,803,682,121,84.93,15.07,597,8,1,0,5,0,138600,No,2515.0
26099251600,Macomb County,Michigan,3141,2834,126,0,45,0,11,125,1624,1588,1036,552,65.24,34.76,974,3,5,0,8,1,136500,No,2516.0
26099251700,Macomb County,Michigan,2975,2764,164,0,0,27,0,20,1554,1383,982,401,71.01,28.99,917,7,1,0,7,2,131600,No,2517.0
26099251800,Macomb County,Michigan,4177,3407,468,8,155,0,0,139,2071,1925,1564,361,81.25,18.75,1339,107,3,0,13,0,130800,No,2518.0
26099251900,Macomb County,Michigan,2902,2589,41,21,50,0,53,148,1366,1180,1036,144,87.8,12.2,1009,6,2,0,6,3,126100,No,2519.0
26099252000,Macomb County,Michigan,2769,2500,181,0,15,0,0,73,1380,1290,890,400,68.99,31.01,860,9,5,0,6,2,140500,No,2520.0
26099252100,Macomb County,Michigan,2448,2285,78,53,20,0,0,12,1040,1008,843,165,83.63,16.37,804,12,3,0,7,2,122700,No,2521.0
26099252200,Macomb County,Michigan,2766,2660,44,0,43,0,13,6,1651,1474,1073,401,72.8,27.2,1022,10,1,0,2,1,160400,No,2522.0
26099254000,Macomb County,Michigan,1655,1650,0,0,0,0,0,5,680,666,529,137,79.43,20.57,491,1,1,0,6,0,144000,No,2540.0
26099254100,Macomb County,Michigan,4103,3856,183,0,9,0,15,40,1890,1719,1283,436,74.64,25.36,1250,17,2,0,6,1,167300,No,2541.0
26099254200,Macomb County,Michigan,4656,4167,190,0,183,0,0,116,1859,1834,1374,460,74.92,25.08,1173,11,1,0,6,2,165200,No,2542.0
26099254500,Macomb County,Michigan,4325,4085,102,42,10,0,0,86,1832,1792,1316,476,73.44,26.56,1278,6,6,0,11,1,134500,No,2545.0
26099255000,Macomb County,Michigan,4422,3523,628,0,222,0,33,16,2257,1986,1362,624,68.58,31.42,1156,50,5,0,11,2,119000,No,2550.0
26099255100,Macomb County,Michigan,3240,2983,112,35,88,0,0,22,1489,1388,997,391,71.83,28.17,898,5,6,0,14,2,105700,No,2551.0
26099255200,Macomb County,Michigan,3271,2216,677,0,161,0,12,205,2222,1820,716,1104,39.34,60.66,665,30,2,0,1,0,76600,No,2552.0
26099255300,Macomb County,Michigan,4116,3504,373,0,125,0,16,98,1910,1910,1104,806,57.8,42.2,997,21,8,0,17,1,106400,No,2553.0
26099255400,Macomb County,Michigan,2690,2532,0,22,121,0,0,15,1087,1061,1045,16,98.49,1.51,892,14,2,0,8,3,133200,No,2554.0
26099255500,Macomb County,Michigan,1696,1497,36,0,32,0,52,79,751,653,635,18,97.24,2.76,566,6,0,1,10,3,120700,No,2555.0
26099255600,Macomb County,Michigan,3375,3148,132,13,67,0,5,10,1496,1352,1131,221,83.65,16.35,981,28,3,0,10,2,103400,No,2556.0
26099255700,Macomb County,Michigan,2210,1676,500,0,7,0,0,27,753,753,580,173,77.03,22.97,532,9,2,0,8,0,113500,No,2557.0
26099255800,Macomb County,Michigan,2510,2367,52,0,20,0,0,71,1089,998,933,65,93.49,6.51,739,17,3,0,3,1,105200,No,2558.0
26099255900,Macomb County,Michigan,2043,1846,59,0,47,0,73,18,829,762,553,209,72.57,27.43,512,13,1,0,6,1,94000,No,2559.0
26099256000,Macomb County,Michigan,2105,1869,175,3,58,0,0,0,900,881,702,179,79.68,20.32,633,10,2,1,1,1,120700,No,2560.0
26099256100,Macomb County,Michigan,3009,2782,143,0,0,0,0,84,1259,1145,808,337,70.57,29.43,753,18,2,1,4,4,103800,No,2561.0
26099256200,Macomb County,Michigan,1937,1908,23,6,0,0,0,0,788,745,573,172,76.91,23.09,482,5,2,0,5,1,106100,No,2562.0
26099256300,Macomb County,Michigan,1695,1335,273,0,0,0,0,87,826,728,478,250,65.66,34.34,434,19,2,0,4,2,125100,No,2563.0
26099256400,Macomb County,Michigan,1463,1284,179,0,0,0,0,0,636,603,511,92,84.74,15.26,439,6,0,0,5,0,103500,No,2564.0
26099256500,Macomb County,Michigan,1514,1430,46,0,0,0,0,38,685,604,530,74,87.75,12.25,513,8,2,0,4,1,131500,No,2565.0
26099256600,Macomb County,Michigan,3043,2240,423,0,292,0,20,68,1476,1273,974,299,76.51,23.49,745,141,2,0,10,0,83100,No,2566.0
26099256700,Macomb County,Michigan,1845,1658,149,0,38,0,0,0,750,694,613,81,88.33,11.67,499,21,1,0,7,2,108000,No,2567.0
26099256800,Macomb County,Michigan,1646,1594,0,6,46,0,0,0,734,650,590,60,90.77,9.23,520,16,3,0,4,2,107900,No,2568.0
26099258000,Macomb County,Michigan,2454,1761,553,0,21,0,0,119,1166,1101,958,143,87.01,12.99,770,176,1,0,8,0,130800,No,2580.0
26099258100,Macomb County,Michigan,3995,3180,706,0,55,0,0,54,1623,1562,1220,342,78.1,21.9,1046,107,3,0,13,2,109400,No,2581.0
26099258200,Macomb County,Michigan,2677,2038,454,0,97,0,0,88,1198,1103,934,169,84.68,15.32,791,62,3,0,8,2,105100,No,2582.0
26099258300,Macomb County,Michigan,2719,2046,628,8,0,0,0,37,1203,1175,799,376,68,32,664,78,3,0,9,1,99000,No,2583.0
26099258400,Macomb County,Michigan,5230,4130,993,0,0,0,0,107,2172,2067,1589,478,76.87,23.13,1343,122,8,0,17,3,101600,No,2584.0
26099258500,Macomb County,Michigan,2022,999,890,0,133,0,0,0,819,774,656,118,84.75,15.25,431,225,1,0,5,2,135000,No,2585.0
26099258600,Macomb County,Michigan,4962,3015,1728,0,124,0,45,50,1942,1757,1363,394,77.58,22.42,1005,265,1,0,14,6,101500,No,2586.0
26099258700,Macomb County,Michigan,2670,1587,801,62,6,0,0,214,1026,961,852,109,88.66,11.34,595,86,4,0,6,2,107200,No,2587.0
26099258800,Macomb County,Michigan,3438,1302,1888,26,113,0,0,109,1550,1434,1322,112,92.19,7.81,568,579,4,0,11,7,117300,No,2588.0
26099258900,Macomb County,Michigan,2777,1653,844,47,102,0,0,131,1154,1029,673,356,65.4,34.6,543,111,6,0,12,3,96600,No,2589.0
26099260000,Macomb County,Michigan,3191,2850,243,37,0,0,31,30,1276,1248,1223,25,98,2,1132,20,4,0,5,3,152700,No,2600.0
26099260100,Macomb County,Michigan,3130,2588,442,0,20,0,46,34,1443,1380,880,500,63.77,36.23,769,11,3,0,10,3,146700,No,2601.0
26099260200,Macomb County,Michigan,2336,2211,104,0,0,0,0,21,971,940,910,30,96.81,3.19,828,16,1,0,3,1,151700,No,2602.0
26099260300,Macomb County,Michigan,2869,2624,162,0,29,0,0,54,1317,1224,1170,54,95.59,4.41,1086,24,3,0,12,3,157900,No,2603.0
26099260400,Macomb County,Michigan,4334,3708,189,16,302,0,40,79,1949,1831,1503,328,82.09,17.91,1398,45,4,0,10,1,153300,No,2604.0
26099260600,Macomb County,Michigan,2763,2426,79,20,180,0,0,58,1198,1076,911,165,84.67,15.33,802,10,4,1,12,2,137700,No,2606.0
26099260700,Macomb County,Michigan,2822,2661,0,16,39,0,101,5,1218,1149,939,210,81.72,18.28,779,9,2,0,10,1,139700,No,2607.0
26099260800,Macomb County,Michigan,2783,2404,101,0,250,0,28,0,1035,977,954,23,97.65,2.35,817,13,0,0,9,0,161200,No,2608.0
26099260900,Macomb County,Michigan,4794,3877,414,0,485,0,0,18,1845,1753,1452,301,82.83,17.17,1228,32,7,1,18,2,162600,No,2609.0
26099261000,Macomb County,Michigan,2856,2272,104,0,314,0,14,152,1216,1138,995,143,87.43,12.57,906,132,0,0,11,1,156900,No,2610.0
26099261100,Macomb County,Michigan,4424,3480,752,22,170,0,0,0,2305,1994,1549,445,77.68,22.32,1395,87,1,0,14,5,152400,No,2611.0
26099261200,Macomb County,Michigan,2795,2349,144,27,63,0,48,164,1172,1172,1091,81,93.09,6.91,833,19,0,0,10,2,143700,No,2612.0
26099261300,Macomb County,Michigan,3166,2843,80,12,228,0,0,3,1249,1218,1088,130,89.33,10.67,1011,22,1,0,8,2,148100,No,2613.0
26099261400,Macomb County,Michigan,2782,2516,0,35,10,0,132,89,1107,1067,1067,0,100,0,967,16,2,0,4,2,153600,No,2614.0
26099261500,Macomb County,Michigan,3130,2650,301,43,121,0,0,15,1721,1616,1173,443,72.59,27.41,1017,29,4,1,7,2,128700,No,2615.0
26099261600,Macomb County,Michigan,1444,1339,29,0,76,0,0,0,555,551,551,0,100,0,475,13,1,0,7,0,158000,No,2616.0
26099261700,Macomb County,Michigan,2162,1467,482,36,169,0,0,8,1184,1085,485,600,44.7,55.3,466,7,2,0,4,0,149400,No,2617.0
26099261800,Macomb County,Michigan,2780,2458,130,0,166,0,0,26,1189,1179,1104,75,93.64,6.36,979,33,0,1,4,2,142300,No,2618.0
26099261900,Macomb County,Michigan,3009,2796,98,26,22,0,0,67,1271,1232,883,349,71.67,28.33,810,30,3,0,9,3,138300,No,2619.0
26099262000,Macomb County,Michigan,3017,2463,196,0,252,0,9,97,1430,1350,1236,114,91.56,8.44,1053,37,2,0,4,1,140300,No,2620.0
26099262100,Macomb County,Michigan,1453,983,430,0,22,0,11,7,616,606,284,322,46.86,53.14,257,2,3,1,6,1,85200,No,2621.0
26099262200,Macomb County,Michigan,4559,4105,69,0,326,0,0,59,1843,1800,1701,99,94.5,5.5,1457,56,3,2,24,5,145800,No,2622.0
26099262300,Macomb County,Michigan,3965,2931,700,0,282,0,31,21,1991,1854,1106,748,59.65,40.35,820,36,3,0,13,0,143500,No,2623.0
26099262400,Macomb County,Michigan,3426,2390,505,7,469,0,0,55,1374,1273,1047,226,82.25,17.75,905,78,2,0,24,3,138000,No,2624.0
26099262500,Macomb County,Michigan,5254,4498,406,22,277,0,51,0,2515,2378,1926,452,80.99,19.01,1567,73,4,0,19,1,127300,No,2625.0
26099262600,Macomb County,Michigan,2656,2470,112,39,35,0,0,0,1178,1157,657,500,56.78,43.22,582,27,3,0,7,2,136000,No,2626.0
26099262700,Macomb County,Michigan,4745,3718,832,0,168,0,18,9,2190,1914,1591,323,83.12,16.88,1310,147,2,0,18,2,135100,No,2627.0
26099262800,Macomb County,Michigan,2418,2017,207,21,167,0,0,6,1103,1083,540,543,49.86,50.14,469,21,0,0,7,2,103500,No,2628.0
26099262900,Macomb County,Michigan,3717,3497,20,19,40,0,60,81,1762,1494,1158,336,77.51,22.49,1115,29,8,0,16,0,95600,No,2629.0
26099263200,Macomb County,Michigan,3380,2507,695,0,140,0,0,38,1330,1237,686,551,55.46,44.54,549,28,5,0,4,2,81900,No,2632.0
26099263400,Macomb County,Michigan,3520,2837,293,11,259,0,13,107,1492,1383,1278,105,92.41,7.59,1086,64,5,1,14,5,112400,No,2634.0
26099263500,Macomb County,Michigan,4181,3842,162,60,46,0,21,50,2002,1856,1593,263,85.83,14.17,1129,104,4,0,24,4,87600,No,2635.0
26099263600,Macomb County,Michigan,5605,3619,1270,0,356,0,0,360,2397,2143,1107,1036,51.66,48.34,910,68,5,0,17,10,80100,No,2636.0
26099263700,Macomb County,Michigan,5319,3372,1171,8,622,0,24,122,1940,1761,1416,345,80.41,19.59,1142,118,12,0,21,4,97200,No,2637.0
26099263800,Macomb County,Michigan,2737,1978,486,41,58,0,111,63,1331,1110,605,505,54.5,45.5,456,38,3,0,15,4,77600,No,2638.0
26099263900,Macomb County,Michigan,3495,2609,817,0,0,0,9,60,1460,1120,771,349,68.84,31.16,584,42,3,0,15,4,80200,No,2639.0
26099264000,Macomb County,Michigan,1998,1108,445,0,445,0,0,0,886,703,493,210,70.13,29.87,264,32,2,0,12,0,83300,No,2640.0
26099264200,Macomb County,Michigan,3946,2999,795,0,48,0,25,79,1831,1508,1077,431,71.42,28.58,903,75,6,0,14,3,76800,No,2642.0
26099267600,Macomb County,Michigan,1595,1393,96,0,84,0,0,22,602,602,558,44,92.69,7.31,478,17,1,0,4,0,150300,No,2676.0
26099268000,Macomb County,Michigan,5675,4915,418,0,86,0,85,171,2942,2684,1459,1225,54.36,45.64,1300,44,2,1,9,1,114500,No,2680.0
26099268100,Macomb County,Michigan,2699,1957,617,18,0,0,31,76,1315,1224,679,545,55.47,44.53,550,29,0,0,10,0,107200,No,2681.0
26099268200,Macomb County,Michigan,3810,3749,0,0,0,0,20,41,1537,1352,1266,86,93.64,6.36,1221,11,4,1,5,3,197500,No,2682.0
26099268300,Macomb County,Michigan,3482,2466,822,65,43,0,0,86,1287,1179,831,348,70.48,29.52,518,54,5,0,11,2,77000,No,2683.0
26099268400,Macomb County,Michigan,3753,3284,349,0,0,0,0,120,1519,1356,939,417,69.25,30.75,789,17,4,0,17,1,93300,No,2684.0
26163500100,Wayne County,Michigan,3557,208,3327,0,0,0,0,22,1658,1293,1017,276,78.65,21.35,171,656,1,0,18,1,89600,Yes,5001.0
26163500200,Wayne County,Michigan,3045,268,2552,0,121,0,0,104,1213,1072,848,224,79.1,20.9,96,646,1,1,3,2,89800,Yes,5002.0
26163500300,Wayne County,Michigan,3225,234,2933,6,0,0,0,52,1353,919,519,400,56.47,43.53,78,410,1,0,4,1,76600,Yes,5003.0
26163500400,Wayne County,Michigan,1628,71,1557,0,0,0,0,0,1012,562,268,294,47.69,52.31,18,170,1,0,4,1,55300,Yes,5004.0
26163500500,Wayne County,Michigan,2579,69,2355,0,0,0,122,33,1051,762,486,276,63.78,36.22,19,336,2,0,6,0,63600,Yes,5005.0
26163500600,Wayne County,Michigan,3879,147,3445,0,0,0,0,287,1797,1268,681,587,53.71,46.29,51,579,1,0,12,0,77900,Yes,5006.0
26163500700,Wayne County,Michigan,4080,404,3668,8,0,0,0,0,1802,1403,759,644,54.1,45.9,155,654,1,1,14,5,94900,Yes,5007.0
26163500800,Wayne County,Michigan,2593,392,2105,9,26,0,21,40,1037,944,676,268,71.61,28.39,127,424,3,0,7,0,85500,Yes,5008.0
26163500900,Wayne County,Michigan,3877,140,3659,0,0,0,0,78,1734,1321,787,534,59.58,40.42,60,618,1,0,7,2,85900,Yes,5009.0
26163501000,Wayne County,Michigan,3797,103,3672,22,0,0,0,0,1422,1236,810,426,65.53,34.47,37,601,3,0,8,1,91000,Yes,5010.0
26163501100,Wayne County,Michigan,3749,106,3550,0,0,0,74,19,1672,1308,755,553,57.72,42.28,43,703,1,0,6,0,90800,Yes,5011.0
26163501200,Wayne County,Michigan,2391,85,2300,0,0,0,0,6,1016,737,384,353,52.1,47.9,23,308,0,0,4,0,87700,Yes,5012.0
26163501300,Wayne County,Michigan,4415,142,4228,0,0,0,0,45,1911,1301,749,552,57.57,42.43,41,634,2,1,7,1,79300,Yes,5013.0
26163501400,Wayne County,Michigan,3739,338,3332,0,0,0,0,69,1640,1317,998,319,75.78,24.22,129,773,3,0,13,3,102300,Yes,5014.0
26163501500,Wayne County,Michigan,4490,644,3657,0,12,0,12,165,1715,1371,1134,237,82.71,17.29,237,673,2,0,11,2,96000,Yes,5015.0
26163501600,Wayne County,Michigan,2296,532,1699,0,0,0,18,47,989,865,629,236,72.72,27.28,194,287,1,0,8,2,82800,Yes,5016.0
26163501700,Wayne County,Michigan,2681,533,2024,83,29,0,0,12,1192,810,435,375,53.7,46.3,223,218,2,0,9,4,73200,Yes,5017.0
26163501800,Wayne County,Michigan,4691,930,3548,0,0,0,0,213,2006,1595,1200,395,75.24,24.76,354,808,3,0,23,5,109100,Yes,5018.0
26163501900,Wayne County,Michigan,2940,225,2604,0,0,0,66,45,1366,1032,510,522,49.42,50.58,52,464,2,0,12,1,101300,Yes,5019.0
26163502000,Wayne County,Michigan,2339,137,2195,7,0,0,0,0,1187,680,338,342,49.71,50.29,28,393,3,0,2,2,81100,Yes,5020.0
26163503100,Wayne County,Michigan,2709,176,2425,0,15,0,64,29,1120,911,809,102,88.8,11.2,72,653,0,0,7,2,84600,Yes,5031.0
26163503200,Wayne County,Michigan,3925,127,3671,0,0,0,0,127,1562,1189,708,481,59.55,40.45,98,527,3,0,12,3,73100,Yes,5032.0
26163503300,Wayne County,Michigan,4778,118,4627,0,11,0,15,7,1789,1398,1003,395,71.75,28.25,72,693,1,0,12,1,74900,Yes,5033.0
26163503400,Wayne County,Michigan,1432,98,1175,0,159,0,0,0,722,461,327,134,70.93,29.07,33,203,0,0,1,1,63900,Yes,5034.0
26163503500,Wayne County,Michigan,4752,315,3973,0,396,0,43,25,1923,1299,736,563,56.66,43.34,39,541,2,0,8,0,74400,Yes,5035.0
26163503600,Wayne County,Michigan,1947,20,1606,0,321,0,0,0,882,624,343,281,54.97,45.03,47,298,0,0,4,1,71600,Yes,5036.0
