DLBA Sale ID,Address,Sale Closed Date,Final Sale Price,Program,Block Range,Council District,Neighborhood,Zip Code,Street Number,Street Prefix,Street Name,Street Type,Parcel ID,Address ID,Longitude,Latitude,ObjectId,x,y
A-264099,17186 Maine,2020-08-11,1100,Own It Now,17100-17399 Maine St,3,Cadillac Heights,48212,17186,,MAINE,St,09012440-1,279908,-83.075012218998,42.4199024722895,4711,-9247868.05786384,5224087.8125181
A-304751,3483 Algonquin,2021-06-10,1000,Own It Now,3400-3831 Algonquin St,4,Riverbend,48215,3483,,ALGONQUIN,St,21047078.,326169,-82.9645606276968,42.3820321668185,4712,-9235572.64296288,5218378.9116736
A-264145,9698 Ohio,2020-09-10,1000,Own It Now,9500-10108 Ohio St,7,Barton-McFarland,48204,9698,,OHIO,St,18015062.,208597,-83.1537029000145,42.3690635501858,4713,-9256627.86440477,5216424.70064372
A-376888,7458 Quinn,2023-08-16,11000,Demo Pull Sale,7400-7499 Quinn St,3,Grant,48234,7458,,QUINN,St,15004694.,267811,-83.0282962099749,42.4307940669064,4714,-9242667.6555275,5225730.34500662
A-153158,11384 Evergreen,2018-06-27,1000,Own It Now,11300-11599 Evergreen Rd,7,Franklin Park,48228,11384,,EVERGREEN,Rd,22095407.,170650,-83.2357711699965,42.3707586623626,4715,-9265763.66242945,5216680.11027636
A-335248,20101 Fairport,2022-04-27,1000,Own It Now,20000-20199 Fairport St,3,Conner Creek,48205,20101,,FAIRPORT,St,21031313.,222644,-82.9919749288887,42.4452898188572,4716,-9238624.38901202,5227916.85368429
A-277561,9033 Burnette,2021-01-28,3500,Own It Now,9000-9199 Burnette St,6,Midwest,48204,9033,,BURNETTE,St,16022403.,208260,-83.1421112689647,42.3613198013565,4717,-9255337.48993884,5215258.00531268
A-273557,2453 Fullerton,2020-10-09,1000,Own It Now,2400-2599 Fullerton St,5,Dexter-Linwood,48238,2453,,FULLERTON,St,10003771.,37982,-83.1165399054349,42.3893444834807,4718,-9252490.89877181,5219480.96582523
A-299492,13888 Tacoma,2021-08-25,1600,Own It Now,13800-13999 Tacoma St,3,Franklin,48205,13888,,TACOMA,St,21023655.,216918,-82.9811535476064,42.4412733243453,4719,-9237419.75835799,5227310.96345555
A-266491,18600 Riverview,2020-08-11,1500,Own It Now,18500-18899 Riverview St,1,Seven Mile-Rouge,48219,18600,,RIVERVIEW,St,22121898.,110059,-83.2748749907545,42.4259226155319,4720,-9270116.6798443,5224995.65907484
A-331290,12897 Gable,2022-03-10,24880,Own It Now,12800-13199 Gable St,3,Buffalo Charles,48212,12897,,GABLE,St,13012752.,270304,-83.0420144428612,42.4133653650954,4721,-9244194.76222698,5223102.10573404
A-335219,14469 Glenfield,2022-05-12,2300,Demo Pull Sale,14450-14699 Glenfield Ave,4,Outer Drive-Hayes,48213,14469,,GLENFIELD,Ave,21010745.,237949,-82.9716439635357,42.4183801842921,4722,-9236361.15630158,5223858.26303073
A-187985,14089 Cloverlawn,2018-11-20,1000,Own It Now,13900-14199 Cloverlawn St,7,Davison-Schoolcraft,48238,14089,,CLOVERLAWN,St,16031402.,184725,-83.1522884377721,42.3913320241785,4723,-9256470.4071882,5219780.53432496
A-166331,20409 Meyers,2018-10-05,1000,Demo Pull Sale,20400-20598 Meyers Rd,2,Blackstone Park,48235,20409,,MEYERS,Rd,22019849.,16409,-83.17151004336,42.443303837439,4724,-9258610.14653447,5227617.26252809
A-326718,12329 Flanders,2021-12-08,1000,Demo Pull Sale,12200-12499 Flanders St,4,Eden Gardens,48205,12329,,FLANDERS,St,21011519.,235725,-82.9881839009635,42.4144141366816,4725,-9238202.3737138,5223260.23929385
A-233384,13096 Camden,2019-06-20,1000,Own It Now,13000-13299 Camden Ave,4,Outer Drive-Hayes,48213,13096,,CAMDEN,Ave,21005719.,231496,-82.9725523970127,42.4047071440018,4726,-9236462.28265366,5221796.72198657
A-374368,5360 Cooper,2023-07-07,1100,Demo Pull Sale,5300-5499 Cooper St,4,West End,48213,5360,,COOPER,St,19006400.,302116,-83.000900312888,42.3847754560563,4727,-9239617.95821396,5218792.34334216
A-257588,17351 Waltham,2020-02-05,1000,Own It Now,17300-17999 Waltham St,3,Von Steuben,48205,17351,,WALTHAM,St,21032943.,227720,-82.9948060702037,42.426044106519,4728,-9238939.55022157,5225013.98099382
A-132842,19699 Fenelon,2017-04-12,3100,Own It Now,19600-19899 Fenelon St,3,Farwell,48234,19699,,FENELON,St,13017180-1,286161,-83.054447863677,42.4396272234747,4729,-9245578.84430101,5227062.65952752
A-262836,19409 Rowe,2020-04-21,1000,Own It Now,19300-19499 Rowe St,3,Pulaski,48205,19409,,ROWE,St,21035976.,213988,-83.0039322749583,42.437838548754,4730,-9239955.47468773,5226792.85662884
A-408839,14193 Montrose,2024-06-25,6300,Own It Now,14100-14299 Montrose St,1,Greenfield-Grand River,48227,14193,,MONTROSE,St,22053206.,152372,-83.2006538201073,42.390665605753,4731,-9261854.41692177,5219680.08854836
A-228331,9228 Manistique,2019-08-09,3200,Demo Pull Sale,9100-9399 Manistique St,4,Outer Drive-Hayes,48224,9228,,MANISTIQUE,St,21061321.,297748,-82.9620061387531,42.4081251426713,4732,-9235288.27855443,5222312.02570739
A-237386,18928 Tireman,2019-06-21,2500,Own It Now,18900-18999 Tireman St,7,Warrendale,48228,18928,,TIREMAN,St,22001743-4,170197,-83.2252970248785,42.3507276431975,4733,-9264597.68592842,5213662.39331849
A-301827,7761 Artesian,2021-05-28,12000,Own It Now,7600-7999 Artesian St,7,Warrendale,48228,7761,,ARTESIAN,St,22085474.,168856,-83.2262102572114,42.3491731232106,4734,-9264699.3464867,5213428.24169282
A-248405,13836 Liberal,2019-12-03,1000,Own It Now,13800-13999 Liberal St,3,Franklin,48205,13836,,LIBERAL,St,21022802.,221102,-82.9820911053426,42.4393207416491,4735,-9237524.12680778,5227016.42939861
A-273281,2509 Richton,2020-10-26,1100,Own It Now,2400-2599 Richton St,5,Dexter-Linwood,48206,2509,,RICHTON,St,10003476-7,31538,-83.1156019498253,42.386185749996,4736,-9252386.48603097,5219004.8909133
A-336891,2680 Algonquin,2022-08-16,1000,Demo Pull Sale,2500-2899 Algonquin St,4,Riverbend,48215,2680,,ALGONQUIN,St,21046891.002L,325594,-82.9616639949309,42.3787411710317,4737,-9235250.19127836,5217882.9608711
A-275199,5036 Hillsboro,2020-12-22,1000,Own It Now,5000-5143 Hillsboro St,6,Midwest,48204,5036,,HILLSBORO,St,16003901.,197659,-83.1303395659858,42.3625917022892,4738,-9254027.06995746,5215449.62367244
A-153159,9561 Auburn,2018-02-07,1100,Own It Now,9500-9899 Auburn St,7,Franklin Park,48228,9561,,AUBURN,St,22092794.,176563,-83.2339803723208,42.3657072482688,4739,-9265564.31174408,5215919.01294669
A-383847,15100 Washburn,2023-11-28,2000,Own It Now,15000-15299 Washburn St,2,Bethune Community,48238,15100,,WASHBURN,St,16039187.,89833,-83.160385050014,42.4017160501386,4740,-9257371.71794012,5221345.80224732
A-270245,12151 Christy,2020-10-14,1200,Own It Now,12100-12201 Christy St,4,Gratiot-Findlay,48205,12151,,CHRISTY,St,21013297.,234661,-82.9935354488225,42.4169695136458,4741,-9238798.10529642,5223645.54956825
A-345585,5342 Cooper,2022-09-13,1000,Own It Now,5300-5499 Cooper St,4,West End,48213,5342,,COOPER,St,19006397.,254608,-83.0007510281885,42.3845548566658,4742,-9239601.33991722,5218759.0969002
A-374363,5751 28th St,2023-07-19,21600,Demo Pull Sale,5600-5999 28th St,6,Midwest,48210,5751,,28TH ST,St,14011141.,202849,-83.1155582255595,42.3477433559021,4743,-9252381.61866796,5213212.88621623
A-131804,19500 Mansfield,2017-02-15,1000,Own It Now,19400-19699 Mansfield St,2,Greenfield,48235,19500,,MANSFIELD,St,22057484.,60015,-83.2061621754527,42.435444752161,4744,-9262467.60423394,5226431.78946605
A-298821,4362 Allendale,2021-03-25,3000,Own It Now,4101-4399 Allendale St,6,Midwest,48204,4362,,ALLENDALE,St,14002006.,195921,-83.1172013673196,42.3572948697177,4745,-9252564.532372,5214651.65439967
A-153278,3720 Baldwin,2018-08-17,1000,Own It Now,3600-3870 Baldwin St,5,Gratiot-Grand,48214,3720,,BALDWIN,St,17011229.,254508,-83.0093605743293,42.3676549669536,4746,-9240559.75020958,5216212.46876738
A-228933,19264 Omira,2019-03-15,1000,Own It Now,19100-19299 Omira St,3,Nolan,48203,19264,,OMIRA,St,09022740.,284839,-83.0957229302104,42.4348513200643,4747,-9250173.56368997,5226342.28155327
A-014330,806 Gladstone,2015-03-27,1100,Own It Now,800-957 Gladstone St,5,Piety Hill,48202,806,,GLADSTONE,St,04002277.005,342920,-83.0864716857538,42.3782256230369,4748,-9249143.71986785,5217805.27049765
A-335972,2645 Monterey,2022-05-12,5000,Own It Now,2600-2899 Monterey St,5,Dexter-Linwood,48206,2645,,MONTEREY,St,10003404.,52586,-83.1175237436602,42.3847510355899,4749,-9252600.41914207,5218788.66293812
A-295951,2729 Sturtevant,2021-04-07,4000,Own It Now,2600-2899 Sturtevant St,5,Dexter-Linwood,48206,2729,,STURTEVANT,St,10003719.,369678,-83.1206245100018,42.3866660669545,4750,-9252945.59487229,5219077.28131172
A-298806,1055 Annin,2021-05-10,1000,Own It Now,900-1143 Annin St,2,Penrose,48203,1055,,ANNIN,St,01007338.,536780,-83.1152153852509,42.4358933232763,4751,-9252343.45385939,5226499.44842531
A-267308,5115 Seyburn,2020-04-16,2100,Demo Pull Sale,5000-5158 Seyburn St,5,Gratiot-Grand,48213,5115,,SEYBURN,St,17010790.,16416,-83.0150031870987,42.3769810136767,4752,-9241187.88298981,5217617.71703643
A-144347,20211 Dresden,2017-08-11,2200,Own It Now,20200-20499 Dresden St,3,Conner Creek,48205,20211,,DRESDEN,St,21034816.,173639,-83.0005539298306,42.445643984391,4753,-9239579.39902838,5227970.28159782
A-262862,18567 Hull,2020-07-21,1500,Own It Now,18500-18799 Hull St,3,Hawthorne Park,48203,18567,,HULL,St,09020113.,284999,-83.0891811350211,42.4290638857915,4754,-9249445.33438062,5225469.40191653
A-299099,8199 Ellsworth,2021-05-03,1000,Demo Pull Sale,8100-8499 Ellsworth St,2,Chalfonte,48238,8199,,ELLSWORTH,St,16006653.,91769,-83.1517529532959,42.4016145739162,4755,-9256410.79732898,5221330.50466519
A-270019,5524 Helen,2020-09-22,1700,Own It Now,5500-5699 Helen St,5,Gratiot Town/Kettering,48211,5524,,HELEN,St,15008935.,17993,-83.0233072298089,42.3777298630905,4756,-9242112.28479584,5217730.56268067
A-352330,14147 Cedargrove,2022-11-15,1500,Own It Now,14100-14199 Cedargrove St,4,Mapleridge,48205,14147,,CEDARGROVE,St,21016444.,94729,-82.9783916290111,42.4256648613607,4757,-9237112.30298635,5224956.78757604
A-427900,16234 Rossini Drive,2025-03-20,6000,Demo Pull Sale,16200-16399 Rossini Dr,3,Regent Park,48205,16234,,ROSSINI DRIVE,Dr,21024709.,125911,-82.9527806074624,42.4435632935496,4758,-9234261.29710885,5227656.40170853
A-358025,16234 Rossini Drive,2023-02-23,8000,Own It Now,16200-16399 Rossini Dr,3,Regent Park,48205,16234,,ROSSINI DRIVE,Dr,21024709.,125911,-82.9527806074624,42.4435632935496,4759,-9234261.29710885,5227656.40170853
A-254804,18922 GREELEY,2019-11-19,1000,Own It Now,18800-19099 Greeley St,3,Hawthorne Park,48203,18922,,GREELEY,St,09019262.,286444,-83.0873607013569,42.4320881282316,4760,-9249242.6846321,5225925.51793069
A-330788,14203 Hubbell,2022-02-18,1000,Demo Pull Sale,14200-14499 Hubbell St,1,Hubbell-Lyndon,48227,14203,,HUBBELL,St,22040085.,128602,-83.1887777546078,42.3910945178709,4761,-9260532.37935774,5219744.73611454
A-271051,20109 Hickory,2020-09-21,1000,Own It Now,20000-20199 Hickory St,3,Conner Creek,48205,20109,,HICKORY,St,21030402.,179500,-82.9882992090986,42.44549286685,4762,-9238215.20975669,5227947.4846082
A-257645,8400 Maxwell,2020-02-19,2200,Own It Now,8400-8499 Maxwell St,3,Airport Sub,48213,8400,,MAXWELL,St,17008454.,225107,-83.0196201436967,42.3901687569778,4763,-9241701.84024731,5219605.20181549
A-254384,12121 Montrose,2020-08-26,6200,Own It Now,12000-12199 Montrose St,7,Plymouth-I96,48227,12121,,MONTROSE,St,22053288.,207519,-83.2004514338186,42.3764416473443,4764,-9261831.88738317,5217536.43965828
A-274444,13342 Wilfred,2021-03-09,2500,Own It Now,13300-14199 Wilfred St,4,Eden Gardens,48213,13342,,WILFRED,St,21010872.,440004,-82.9777538997954,42.4166266999762,4765,-9237041.3112948,5223593.85779786
A-275659,17130 Syracuse,2021-02-01,5100,Own It Now,17100-17247 Syracuse St,3,Davison,48212,17130,,SYRACUSE,St,13013597.,455759,-83.0450929362669,42.4195653209,4766,-9244537.45854531,5224036.97216454
A-283381,19170 Hull,2021-04-14,1200,Own It Now,19100-19299 Hull St,3,Nolan,48203,19170,,HULL,St,09019816.,281782,-83.0884973628493,42.433779125547,4767,-9249369.21721064,5226180.56361022
A-419440,19170 Hull,2025-01-15,2800,Demo Pull Sale,19100-19299 Hull St,3,Nolan,48203,19170,,HULL,St,09019816.,281782,-83.0884973628493,42.433779125547,4768,-9249369.21721064,5226180.56361022
A-056684,8409 Brace,2016-05-20,1000,Own It Now,8400-8599 Brace St,7,Warrendale,48228,8409,,BRACE,St,22081181.,159356,-83.2239150423836,42.3543427557349,4769,-9264443.8443408,5214206.94681192
A-264146,8409 Brace,2020-07-07,1000,Own It Now,8400-8599 Brace St,7,Warrendale,48228,8409,,BRACE,St,22081181.,159356,-83.2239150423836,42.3543427557349,4770,-9264443.8443408,5214206.94681192
A-274705,3781 Calvert,2020-11-30,5000,Own It Now,3700-3950 Calvert St,5,Nardin Park,48206,3781,,CALVERT,St,14003603.,74702,-83.1231098398363,42.3755162740367,4771,-9253222.26052393,5217396.99632525
A-264155,13624 Saratoga,2020-07-16,1500,Own It Now,13600-13799 Saratoga St,3,Franklin,48205,13624,,SARATOGA,St,21019120.,223145,-82.9843899512318,42.4319663372177,4772,-9237780.03316157,5225907.14899396
A-265423,3351 Taylor,2020-02-26,1100,Own It Now,3200-3699 Taylor St,5,Jamison,48206,3351,,TAYLOR,St,12002534.,56436,-83.1159487353108,42.3689446632649,4773,-9252425.09001463,5216406.78771338
A-104399,13224 Strathmoor,2016-07-19,1700,Own It Now,13200-13899 Strathmoor St,1,Schoolcraft Southfield,48227,13224,,STRATHMOOR,St,22037736.,135400,-83.1869640760095,42.3845081244049,4774,-9260330.48157972,5218752.05391567
A-274694,8975 N Martindale,2021-01-28,4000,Own It Now,8900-9199 N Martindale St,5,Petoskey-Otsego,48204,8975,N,MARTINDALE,St,14007558.,53971,-83.1266465497531,42.3651960001623,4775,-9253615.96527095,5215841.98652722
A-308388,12921 Braile,2021-08-25,1000,Own It Now,12800-13241 Braile St,1,Brightmoor,48223,12921,,BRAILE,St,22105843-4,114328,-83.2444744244589,42.3831754757697,4776,-9266732.50428445,5218551.21363067
A-398991,3765 W Euclid,2024-04-11,8800,Own It Now,3700-3999 W Euclid St,5,Petoskey-Otsego,48206,3765,W,EUCLID,St,14002809.,81866,-83.1145440528747,42.3632839998117,4777,-9252268.72148112,5215553.9234539
A-409648,3822 Monterey,2024-07-25,10000,Own It Now,2900-3199 Monterey St,7,Nardin Park,48206,3822,,MONTEREY,St,14004404.,77063,-83.1281394896762,42.3816807149299,4778,-9253782.15858297,5218325.94687584
A-341209,13155 Moran,2022-06-23,31100,Demo Pull Sale,13100-13399 Moran St,3,Campau/Banglatown,48212,13155,,MORAN,St,09009136.,271994,-83.0616861152121,42.4136132761125,4779,-9246384.60277614,5223139.48546653
A-233943,6326 Woodrow,2019-05-14,2500,Own It Now,6300-6499 Woodrow St,6,Midwest,48210,6326,,WOODROW,St,16011321.,185445,-83.1175267770702,42.3502947814252,4780,-9252600.75681973,5213597.19236074
A-373891,19420 Fleming,2023-07-19,7500,Own It Now,19300-19599 Fleming St,3,Nolan,48234,19420,,FLEMING,St,09014685.,232572,-83.0789805118045,42.4371806726734,4781,-9248309.80619837,5226693.62483084
A-270980,13417 E State Fair,2020-08-31,1100,Own It Now,13400-13499 E State Fair St,3,Conner Creek,48205,13417,E,STATE FAIR,St,21024349.,208683,-82.987438499991,42.4423819999392,4782,-9238119.3960571,5227478.20384863
A-235694,2735 Taylor,2019-07-30,1500,Own It Now,2600-2899 Taylor St,5,Jamison,48206,2735,,TAYLOR,St,10002306.,58369,-83.1101590289223,42.371103143171,4783,-9251780.58284762,5216732.01548146
A-302173,17231 St Aubin,2021-08-24,8500,Own It Now,17100-17399 Saint Aubin St,3,Cadillac Heights,48212,17231,,ST AUBIN,St,09016114.,544520,-83.081574960551,42.4203490746375,4784,-9248598.61891172,5224155.15782316
A-326704,19393 Syracuse,2022-02-04,1000,Demo Pull Sale,19300-19599 Syracuse St,3,Farwell,48234,19393,,SYRACUSE,St,13013819.,298330,-83.0463910992171,42.4374107712344,4785,-9244681.96938389,5226728.33199935
A-367653,4504 Oregon,2023-05-25,7000,Own It Now,4500-4999 Oregon St,6,Midwest,48204,4504,,OREGON,St,14002209.,198858,-83.1191237376949,42.3586130486987,4786,-9252778.5296633,5214850.23213604
A-273908,1000 E Hollywood,2021-01-29,1000,Demo Pull Sale,900-1004 E Hollywood Ave,3,Hawthorne Park,48203,1000,E,HOLLYWOOD,Ave,09007271.,277290,-83.0927212813759,42.4307497605499,4787,-9249839.42167017,5225723.66270443
A-120973,20175 Roselawn,2017-06-13,2700,Own It Now,20100-20399 Roselawn St,2,Garden Homes,48221,20175,,ROSELAWN,St,16030593.,15282,-83.1537819645579,42.4421936546586,4788,-9256636.66582948,5227449.79231844
A-299365,7525 Longacre,2021-04-22,4500,Demo Pull Sale,7400-7699 Longacre St,7,Warren Ave Community,48228,7525,,LONGACRE,St,22070817.,167267,-83.2141711835438,42.3475999084467,4789,-9263359.1629364,5213191.28003712
A-342033,20524 Barlow,2022-08-19,4000,Own It Now,20500-20615 Barlow St,3,Conner Creek,48205,20524,,BARLOW,St,21033249.,225911,-82.996227963575,42.4478215376566,4790,-9239097.83466762,5228298.78470553
A-275494,4678 Bewick,2021-01-21,1000,Demo Pull Sale,4400-4999 Bewick St,4,West End,48214,4678,,BEWICK,St,21037208.,301318,-82.9938128377052,42.38262400434,4791,-9238828.9840856,5218468.10393897
A-322636,13851 Arlington,2021-09-28,12500,Own It Now,13800-14199 Arlington St,3,North Campau,48212,13851,,ARLINGTON,St,09013839.,271245,-83.0744698013305,42.4144451318269,4792,-9247807.67620529,5223264.91277559
A-153025,13834 Moran,2018-01-09,6100,Demo Pull Sale,13800-17099 Moran St,3,North Campau,48212,13834,,MORAN,St,09008988.,270451,-83.0640373853058,42.4181062486535,4793,-9246646.34496568,5223816.95620516
A-175930,9130 Sussex,2019-01-15,2000,Own It Now,9100-9299 Sussex,7,We Care Community,48228,9130,,SUSSEX,,22045934.,205029,-83.1936053258636,42.3611347021921,4794,-9261069.78213171,5215230.11950324
A-334858,3299 Monterey,2022-05-25,0,Own It Now - Bundled Property,3200-3699 Monterey St,5,Dexter-Linwood,48206,3299,,MONTEREY,St,12003686.002L,51379,-83.123835449713,42.3824138499618,4795,-9253303.03504591,5218436.43274313
A-248837,11325 Wyoming,2020-02-06,1000,Own It Now,11298-11349 Wyoming St,7,Barton-McFarland,48204,11325,,WYOMING,St,18016078.,212244,-83.1587817787177,42.3717036242921,4796,-9257193.24259582,5216822.49462993
A-357077,3742 Field,2023-02-17,3000,Own It Now,3600-3749 Field St,5,Gratiot-Grand,48214,3742,,FIELD,St,17013653.,335410,-83.0127141183777,42.3668347400538,4797,-9240933.06502539,5216088.88699968
A-263788,3775 Virginia Park,2020-05-01,1500,Own It Now,3700-3999 Virginia Pk St,5,Petoskey-Otsego,48206,3775,,VIRGINIA PARK,St,14002735.,81609,-83.1141451563633,42.3625064003059,4798,-9252224.31652458,5215436.77237243
A-304749,12774 Downing,2021-07-07,1500,Own It Now,12724-12899 Downing St,6,Boynton,48217,12774,,DOWNING,St,20018341.,370484,-83.1596486243145,42.2728913473273,4799,-9257289.73940625,5201945.30326833
A-111855,1497 Campbell,2016-11-30,8240,Own It Now,1456-1499 Campbell St,6,Central Southwest,48209,1497,,CAMPBELL,St,16014363.,153738,-83.1023194792562,42.314426410262,4800,-9250907.88817074,5208195.98256651
A-414353,15717 Bentler,2024-10-10,1000,Own It Now,15700-15799 Bentler St,1,Brightmoor,48223,15717,,BENTLER,St,22110915.,110440,-83.2524746769089,42.4044601017719,4801,-9267623.0883134,5221759.47853681
A-281113,12316 Roselawn,2021-03-16,2200,Own It Now,12300-12599 Roselawn St,7,Littlefield Community,48204,12316,,ROSELAWN,St,16030139.,210812,-83.1502393000096,42.3794116501599,4802,-9256242.29821591,5217983.99950635
A-296254,20230 Irvington,2021-04-07,1000,Own It Now,20100-20399 Irvington St,3,Nolan,48203,20230,,IRVINGTON,St,09023361.,282131,-83.0981017641889,42.4440780095115,4803,-9250438.37427713,5227734.04753981
A-273799,4374 Pacific,2020-10-29,5000,Own It Now,4301-4399 Pacific St,6,Midwest,48204,4374,,PACIFIC,St,14002119.,197991,-83.1179317818635,42.3580454791808,4804,-9252645.84174709,5214764.72982956
A-329462,4540 Oregon,2022-05-27,1300,Demo Pull Sale,4500-4999 Oregon St,6,Midwest,48204,4540,,OREGON,St,14002203.,198229,-83.1197543594541,42.358370916514,4805,-9252848.73015641,5214813.75569885
A-395836,5883 Seneca,2024-02-06,5000,Demo Pull Sale,5717-5899 Seneca St,5,Gratiot Town/Kettering,48213,5883,,SENECA,St,17006905.,38362,-83.0131213595233,42.3849271861355,4806,-9240978.39890235,5218815.2105868
A-376655,3297 Taylor,2023-08-01,4500,Own It Now,3200-3699 Taylor St,5,Jamison,48206,3297,,TAYLOR,St,12002526.,57445,-83.1150467998143,42.3692820999829,4807,-9252324.68701442,5216457.63006757
A-333197,9252 Broadstreet,2022-06-24,1500,Demo Pull Sale,9200-9599 Broadstreet Ave,7,Nardin Park,48204,9252,,BROADSTREET,Ave,14011993.,71853,-83.1259181503656,42.3679726002501,4808,-9253534.88022204,5216260.32630507
A-307595,9059 N Clarendon,2021-09-01,1000,Own It Now,8800-9099 N Clarendon St,5,Petoskey-Otsego,48204,9059,N,CLARENDON,St,14007461.,55901,-83.1239978137742,42.3669111548577,4809,-9253321.10933053,5216100.40018052
A-301746,12413 Barlow,2021-06-08,1100,Own It Now,12400-12599 Barlow St,4,Gratiot-Findlay,48205,12413,,BARLOW,St,21033495.,230592,-82.9912048675476,42.4198365432554,4810,-9238538.66617564,5224077.87080422
A-273030,18919 Fleming,2020-09-15,7500,Own It Now,18800-19099 Fleming St,3,Northeast Central District,48234,18919,,FLEMING,St,09014779.,290906,-83.0796023551151,42.4321879143134,4811,-9248379.02947906,5225940.56803499
A-304319,20029 Andover,2021-07-20,2500,Own It Now,19900-20099 Andover St,3,Nolan,48203,20029,,ANDOVER,St,09023717.,392945,-83.0997301207132,42.4415058428719,4812,-9250619.64209625,5227346.0379337
A-363334,6131 Seneca,2023-05-16,4000,Own It Now,6100-6399 Seneca St,5,Gratiot Town/Kettering,48213,6131,,SENECA,St,17006877.,43010,-83.0148292006633,42.3872587692626,4813,-9241168.51490842,5219166.6104977
A-245622,14855 Dexter,2019-10-15,1000,Own It Now,14800-14999 Dexter Ave,2,Dexter-Fenkell,48238,14855,,DEXTER,Ave,12010803.,11247,-83.1358039857859,42.3996656397819,4814,-9254635.36638709,5221036.7068459
A-268231,14041 Mark Twain,2020-10-21,1300,Own It Now,13900-14199 Mark Twain St,1,Hubbell-Lyndon,48227,14041,,MARK TWAIN,St,22037363.,128839,-83.186463611966,42.3897718887112,4815,-9260274.77017724,5219545.38490987
A-272542,18859 Marx,2020-09-16,5500,Own It Now,18800-19099 Marx St,3,Northeast Central District,48203,18859,,MARX,St,09017484.,278286,-83.0843738263858,42.4313099507235,4816,-9248910.18723126,5225808.15115542
A-298841,6554 Canton,2021-04-16,6000,Own It Now,6500-6699 Canton St,3,Airport Sub,48211,6554,,CANTON,St,15010240.,161449,-83.0296623845596,42.3846739142421,4817,-9242819.73738659,5218777.04000326
A-345860,10018 Bordeau,2022-12-13,1000,Own It Now,10000-10101 Bordeau St,7,Nardin Park,48204,10018,,BORDEAU,St,16005332.,72826,-83.1346501900477,42.3709020944951,4818,-9254506.92643303,5216701.72211121
A-411502,14834 Hazelridge,2024-08-20,3500,Own It Now,14800-14999 Hazelridge St,4,Mapleridge,48205,14834,,HAZELRIDGE,St,21016032.,142734,-82.9692783667604,42.4245046550218,4819,-9236097.81927314,5224781.82067227
A-264163,15435 Patton,2020-07-22,1000,Own It Now,15400-15699 Patton St,1,Brightmoor,48223,15435,,PATTON,St,22104514.,110900,-83.2441608905227,42.4029342270715,4820,-9266697.60184633,5221529.44485066
A-245192,9271 Broadstreet,2019-10-03,1000,Own It Now,9200-9599 Broadstreet Ave,7,Nardin Park,48204,9271,,BROADSTREET,Ave,14012318.,71978,-83.1268291681373,42.3678684835489,4821,-9253636.29425649,5216244.6391039
A-376896,14503 Hazelridge,2023-08-29,1100,Own It Now,14400-14599 Hazelridge St,4,Mapleridge,48205,14503,,HAZELRIDGE,St,21016193.,142501,-82.9729831898113,42.4249213255525,4822,-9236510.23828864,5224844.65701256
A-302096,13469 Hasse,2021-12-02,6480,Demo Pull Sale,13400-13599 Hasse St,3,Davison,48212,13469,,HASSE,St,13018255.,272214,-83.0544688157244,42.4160996154905,4823,-9245581.17667226,5223514.38097518
A-144885,2976 Montclair,2017-09-22,1000,Own It Now,2900-3399 Montclair St,4,East Village,48214,2976,,MONTCLAIR,St,21040637.,343667,-82.9810493616329,42.3731290944503,4824,-9237408.16042847,5217037.28474019
A-425901,13803 Pfent,2025-02-11,6000,Own It Now,13800-13899 Pfent St,3,Franklin,48205,13803,,PFENT,St,21021953.,224865,-82.9827165140994,42.4380499223796,4825,-9237593.74699211,5226824.73973115
A-352305,4633 Junction,2022-10-26,6000,Demo Pull Sale,4600-4899 Junction St,6,Chadsey Condon,48210,4633,,JUNCTION,St,16013171.,150589,-83.1162735119886,42.3370012901485,4826,-9252461.24398902,5211595.04340496
A-219868,2271 W Philadelphia,2019-03-29,1100,Demo Pull Sale,2200-2399 W Philadelphia St,5,Virginia Park Community,48206,2271,W,PHILADELPHIA,St,10001754.,57610,-83.1008325598213,42.3694727194923,4827,-9250742.3650564,5216486.35126128
A-408823,11200 Northlawn,2024-07-02,2000,Own It Now,11000-11999 Northlawn St,7,Littlefield Community,48204,11200,,NORTHLAWN,St,16031569.,206548,-83.1523185080992,42.3757018225012,4828,-9256473.75460171,5217424.95622393
A-297591,3225 Virginia Park,2021-04-23,1000,Own It Now,3200-3699 Virginia Pk St,5,Wildemere Park,48206,3225,,VIRGINIA PARK,St,12001802.,85658,-83.1100377997311,42.3640191999669,4829,-9251767.08767579,5215664.68809506
A-329460,10378 Violetlawn,2022-02-03,2000,Demo Pull Sale,10300-10437 Violetlawn St,7,Barton-McFarland,48204,10378,,VIOLETLAWN,St,18005904.,206116,-83.1632274713551,42.3677408210796,4830,-9257688.13483643,5216225.40431141
A-410152,18046 Concord,2024-08-21,1900,Own It Now,18000-18398 Concord St,3,Grant,48234,18046,,CONCORD,St,15011102.,267685,-83.0322060000146,42.4273058001877,4831,-9243102.89136382,5225204.25769466
A-143393,7718 Wheeler,2018-01-19,1100,Own It Now,7700-7999 Wheeler St,6,Claytown,48210,7718,,WHEELER,St,18004027.,174686,-83.1460480588941,42.343365588803,4832,-9255775.73138915,5212553.52537646
