DLBA Sale ID,Address,Sale Closed Date,Final Sale Price,Program,Block Range,Council District,Neighborhood,Zip Code,Street Number,Street Prefix,Street Name,Street Type,Parcel ID,Address ID,Longitude,Latitude,ObjectId,x,y
A-386302,3657 Frederick,2024-01-09,1500,Demo Pull Sale,3500-6299 Frederick St,5,Poletown East,48211,3657,,FREDERICK,St,13003127.,258395,-83.030825947338,42.37238591047,1,-9242949.26460259,5216925.30103068
A-270995,2336 Glendale,2020-09-18,1100,Own It Now,2330-2398 Glendale St,5,Dexter-Linwood,48238,2336,,GLENDALE,St,08004264.,40239,-83.1166117278464,42.3917021492504,2,-9252498.89400609,5219836.32180897
A-271730,3345 Vicksburg,2020-10-14,1000,Own It Now,3200-3699 Vicksburg St,5,Wildemere Park,48206,3345,,VICKSBURG,St,12001729.,81797,-83.111532087587,42.3625326171975,3,-9251933.431039,5215440.72211624
A-363328,11738 Stahelin,2023-07-06,11000,Own It Now,11634-11999 Stahelin Ave,7,Southfield Plymouth,48228,11738,,STAHELIN,Ave,22082986.,172888,-83.2250109556942,42.3741549032452,4,-9264565.84085249,5217191.85681779
A-153847,2640 Carter,2018-02-08,1000,Own It Now,2600-2899 Carter St,5,Jamison,48206,2640,,CARTER,St,10002154.,57763,-83.1074213178697,42.3699951808262,5,-9251475.82224731,5216565.07247088
A-344754,15760 Rockdale,2022-09-14,1800,Own It Now,15700-15799 Rockdale St,1,Brightmoor,48223,15760,,ROCKDALE,St,22114247.,130739,-83.2579130946653,42.4052209250156,6,-9268228.49020876,5221874.17875746
A-297199,9382 Ward,2021-03-17,3000,Demo Pull Sale,9300-9499 Ward St,7,Barton-McFarland,48228,9382,,WARD,St,22024584.,201406,-83.1724438289677,42.3649321816534,7,-9258714.09507284,5215802.23895744
A-273265,3757 Whitney,2020-12-18,2100,Own It Now,3700-3999 Whitney St,5,Petoskey-Otsego,48206,3757,,WHITNEY,St,14002501.,71269,-83.1119832280739,42.35971923322,8,-9251983.65176828,5215016.87707494
A-396150,3757 Whitney,2024-03-01,3000,Demo Pull Sale,3700-3999 Whitney St,5,Petoskey-Otsego,48206,3757,,WHITNEY,St,14002501.,71269,-83.1119832280739,42.35971923322,9,-9251983.65176828,5215016.87707494
A-299158,14845 Ilene,2021-05-18,4600,Own It Now,14800-14999 Ilene St,2,Bethune Community,48238,14845,,ILENE,St,16040795.,84371,-83.1619489930684,42.3986207234963,10,-9257545.81528457,5220879.19161902
A-343675,4303 Mcclellan,2022-08-12,7200,Own It Now,4300-4399 McClellan St,5,Gratiot Woods,48214,4303,,MCCLELLAN,St,19007201.,16106,-82.9974841370179,42.3762805607832,11,-9239237.67125564,5217512.16558047
A-270005,14760 Wilfred,2020-08-06,2700,Own It Now,14700-14899 Wilfred St,4,Outer Drive-Hayes,48213,14760,,WILFRED,St,21010820.,238560,-82.9697426017035,42.4189166113977,12,-9236149.49767061,5223939.15153497
A-149806,14564 Cloverlawn,2017-10-24,1000,Own It Now,14500-14799 Cloverlawn St,7,Chalfonte,48238,14564,,CLOVERLAWN,St,16031213.,85802,-83.1519069670836,42.3962833520092,13,-9256427.94206541,5220526.85556778
A-145788,5246 Elmer,2018-04-04,1800,Own It Now,5186-5599 Elmer St,6,Claytown,48210,5246,,ELMER,St,20008774.,163348,-83.1431171976935,42.3328312887945,14,-9255449.4694127,5210967.08161815
A-233935,3753 Fischer,2019-06-11,3700,Own It Now,3700-4099 Fischer Ave,5,Gratiot Woods,48214,3753,,FISCHER,Ave,17005985.,346134,-83.0000549331612,42.3703260913163,15,-9239523.85097324,5216614.93233482
A-271978,20541 Barlow,2020-08-28,1700,Own It Now,20500-20615 Barlow St,3,Conner Creek,48205,20541,,BARLOW,St,21033265.,225899,-82.9969408998205,42.4480277687539,16,-9239177.19836744,5228329.89707667
A-233912,12186 Cloverlawn,2019-08-02,1500,Own It Now,12000-12299 Cloverlawn St,7,Littlefield Community,48204,12186,,CLOVERLAWN,St,16031075.,210551,-83.1512575653581,42.3785927757885,17,-9256355.65099599,5217860.59842244
A-302120,11012 Chelsea,2021-08-04,1300,Own It Now,10900-11699 Chelsea Ave,4,Wade,48213,11012,,CHELSEA,Ave,21008036.,230928,-82.9930261995902,42.4036343999285,18,-9238741.4159312,5221634.99891963
A-174932,5972 Pennsylvania,2018-12-12,1100,Own It Now,5900-6099 Pennsylvania St,4,West End,48213,5972,,PENNSYLVANIA,St,19005789.,293539,-83.0033948191063,42.3905448948855,19,-9239895.64537595,5219661.89454241
A-275200,5230 S Clarendon,2021-04-27,1000,Own It Now,5000-5499 S Clarendon St,6,Midwest,48204,5230,S,CLARENDON,St,16003654.,204219,-83.1306057462133,42.3601007880302,20,-9254056.70100485,5215074.35838075
A-281103,5970 Crane,2021-02-23,9000,Own It Now,5900-6099 Crane St,5,Gratiot Town/Kettering,48213,5970,,CRANE,St,19009877.,43137,-83.0104229194648,42.3873446519478,21,-9240678.0099291,5219179.55438492
A-286515,15363 Roselawn,2021-03-18,1800,Own It Now,15300-15399 Roselawn St,2,Fitzgerald/Marygrove,48238,15363,,ROSELAWN,St,16030817.,91455,-83.1517462710837,42.4037655417051,22,-9256410.05346852,5221654.76923735
A-141513,7614 Nuernberg,2017-07-05,1000,Own It Now,7500-7999 Nuernberg St,3,Airport Sub,48234,7614,,NUERNBERG,St,15003208.,300191,-83.0244595552981,42.4177050612168,23,-9242240.56108253,5223756.4613738
A-254931,14231 Freeland,2020-02-20,1000,Own It Now,14201-14499 Freeland St,1,Hubbell-Lyndon,48227,14231,,FREELAND,St,22036310.,128900,-83.1853916406347,42.3915839927399,24,-9260155.4388745,5219818.51251105
A-160886,3865 Lakewood,2018-05-15,1100,Demo Pull Sale,3800-4099 Lakewood St,4,Fox Creek,48215,3865,,LAKEWOOD,St,21054839.,304617,-82.9553093078811,42.3870005977017,25,-9234542.79075183,5219127.70004212
A-041350,21422 Pembroke,2016-01-14,2400,Own It Now,21400-21499 Pembroke Ave,1,Evergreen Lahser 7/8,48219,21422,,PEMBROKE,Ave,22018025.,255008,-83.2542542750642,42.4367191415755,26,-9267821.19227387,5226624.00966629
A-384641,6032 Rohns,2024-02-14,1000,Demo Pull Sale,6000-6099 Rohns St,5,Gratiot Town/Kettering,48213,6032,,ROHNS,St,19009189.,43696,-83.0095286639091,42.3877322942514,27,-9240578.461856,5219237.97846852
A-273784,2454 Waverly,2021-02-09,1000,Own It Now,2400-2599 Waverly St,5,Dexter-Linwood,48238,2454,,WAVERLY,St,10004177.,41206,-83.1198870606366,42.3932389957105,28,-9252863.50238447,5220067.96809919
A-263772,9145 Appoline,2020-03-20,1000,Own It Now,9100-9299 Appoline,7,Barton-McFarland,48228,9145,,APPOLINE,,22021935.,210945,-83.169370750013,42.3616794502306,29,-9258372.00148842,5215312.18785574
A-295931,11734 Flanders,2021-05-20,1300,Own It Now,11700-11999 Flanders St,4,Gratiot-Findlay,48205,11734,,FLANDERS,St,21011413.,234780,-82.9964012065534,42.4109619689894,30,-9239117.11998776,5222739.73214628
A-275193,5119 Underwood,2021-02-19,5500,Own It Now,5000-5499 Underwood St,6,Midwest,48204,5119,,UNDERWOOD,St,16004094.,199282,-83.1345883239406,42.3630042381294,31,-9254500.03952949,5215511.77513303
A-333208,8715 Beaubien,2022-04-01,1200,Demo Pull Sale,8700-8799 Beaubien St,5,North End,48202,8715,,BEAUBIEN,St,01002751.,549675,-83.0740809241926,42.3819063471047,32,-9247764.38660032,5218359.95025132
A-272511,4755 Crane,2020-09-25,1000,Demo Pull Sale,4700-4999 Crane St,5,Gratiot Woods,48214,4755,,CRANE,St,19010156.,18393,-83.0041092367023,42.3775941516944,33,-9239975.17397896,5217710.11195399
A-271971,15361 Stansbury,2020-09-11,2500,Own It Now,15300-15399 Stansbury St,2,Bethune Community,48227,15361,,STANSBURY,St,22033963.,87729,-83.1826408083917,42.4029411223716,34,-9259849.21762994,5221530.48434105
A-371986,12216 St Marys,2023-06-07,3700,Demo Pull Sale,12200-12259 Saint Marys St,7,Plymouth-I96,48227,12216,,ST MARYS,St,22058464.,208821,-83.2046121947833,42.3772568457131,35,-9262295.06117508,5217659.28257157
A-270979,13039 E State Fair,2020-08-20,3000,Own It Now,13000-13199 E State Fair St,3,Conner Creek,48205,13039,E,STATE FAIR,St,21024316-8,170369,-82.9906456450293,42.4422994255259,36,-9238476.41380966,5227465.74764369
A-414311,14818 Indiana,2024-10-04,2700,Demo Pull Sale,14800-14950 Indiana St,2,Chalfonte,48238,14818,,INDIANA,St,16035545.,84924,-83.1571485050464,42.3983046761385,37,-9257011.42740239,5220831.54978198
A-273793,6376 Majestic,2020-12-01,7700,Own It Now,6300-6599 Majestic St,6,Midwest,48210,6376,,MAJESTIC,St,18004560.,184597,-83.1356180557678,42.3495917580311,38,-9254614.66875215,5213491.29854568
A-272819,3036 Sturtevant,2020-09-22,1100,Own It Now,2900-3199 Sturtevant St,5,Dexter-Linwood,48206,3036,,STURTEVANT,St,12003955.,31397,-83.1237371348331,42.3861002057563,39,-9253292.09068355,5218991.99827319
A-413911,3036 Sturtevant,2024-08-29,18100,Own It Now,2900-3199 Sturtevant St,5,Dexter-Linwood,48206,3036,,STURTEVANT,St,12003955.,31397,-83.1237371348331,42.3861002057563,40,-9253292.09068355,5218991.99827319
A-131820,9331 Bedford,2017-04-11,2000,Own It Now,9200-9351 Bedford St,4,Outer Drive-Hayes,48224,9331,,BEDFORD,St,21070882.,296743,-82.9491720954391,42.41204429584,41,-9233859.5993879,5222902.91895203
A-273120,4993 33rd St,2020-09-03,1500,Own It Now,4900-5099 33rd St,6,Chadsey Condon,48210,4993,,33RD ST,St,16012482.,151997,-83.1170857219372,42.3397083877554,42,-9252551.65878692,5212002.72835738
A-295909,17211 Fleming,2021-05-24,4000,Own It Now,17100-17399 Fleming St,3,Cadillac Heights,48212,17211,,FLEMING,St,09014911-2,279880,-83.0795702030423,42.4201513492419,43,-9248375.45032669,5224125.34180547
A-136833,2278 Blaine,2017-06-20,1000,Own It Now,2200-2399 Blaine St,5,Virginia Park Community,48206,2278,,BLAINE,St,10002025.,58643,-83.1023268968516,42.3715304737683,44,-9250908.71389368,5216796.40460862
A-359448,8275 E Hollywood,2023-03-14,1000,Demo Pull Sale,8200-8351 E Hollywood St,3,Mount Olivet,48234,8275,E,HOLLYWOOD,St,17004809.,264502,-83.019481189701,42.4327773543833,45,-9241686.37195927,5226029.47004567
A-385213,20501 Yacama,2024-01-11,1600,Demo Pull Sale,19600-19899 Yacama Rd,3,Nolan,48203,20501,,YACAMA,Rd,09023121.,281390,-83.0977265515698,42.4461357044146,46,-9250396.60579944,5228044.46090031
A-132076,1175 Glynn Ct,2018-04-09,2000,Own It Now,1-599 Glynn Ct,5,Gateway Community,48202,1175,,GLYNN CT,Ct,06002642.,345418,-83.0958747562209,42.3845212388383,47,-9250190.46488415,5218754.03038172
A-336433,18481 Helen,2022-05-17,1500,Own It Now,18300-18599 Helen St,3,Grant,48234,18481,,HELEN,St,15009422.,267712,-83.031818165314,42.4296846370373,48,-9243059.71780244,5225563.02177712
A-396148,2932 Mcdougall,2024-02-08,1100,Demo Pull Sale,2900-2999 McDougall St,5,McDougall-Hunt,48207,2932,,MCDOUGALL,St,13010785.,316416,-83.0269019502457,42.3546482001672,49,-9242512.44724441,5214252.95811001
A-175211,6534 Willette,2018-10-18,1000,Demo Pull Sale,6500-6801 Willette St,6,Claytown,48210,6534,,WILLETTE,St,18003345.,173356,-83.1323404799391,42.3420871276866,50,-9254249.81067986,5212360.97761024
A-308363,4399 PACIFIC,2021-10-20,10300,Own It Now,4301-4399 Pacific St,6,Midwest,48204,4399,,PACIFIC,St,14002056.,196601,-83.1179372380691,42.3574521172933,51,-9252646.44912912,5214675.34282106
A-272145,3752 Carter,2020-09-18,5000,Own It Now,3700-3999 Carter St,5,Petoskey-Otsego,48206,3752,,CARTER,St,14003155-6,55812,-83.1164498508033,42.3665955009926,52,-9252480.87393609,5216052.84168491
A-238883,15353 Monte Vista,2019-06-20,1100,Own It Now,15300-15399 Monte Vista St,2,Bethune Community,48238,15353,,MONTE VISTA,St,16045062.,93766,-83.1676230925083,42.4031618990588,53,-9258177.45314492,5221563.76725249
A-236695,8361 Colfax,2019-05-31,1000,Own It Now,8300-8399 Colfax St,6,Midwest,48204,8361,,COLFAX,St,16014011.,193415,-83.1318057185277,42.3564884411068,54,-9254190.28131185,5214530.17160914
A-270176,11730 Pierson,2020-08-13,2200,Own It Now,11700-11847 Pierson St,7,Weatherby,48228,11730,,PIERSON,St,22106319.008,172948,-83.2446188398682,42.3733806006461,55,-9266748.58053427,5217075.18224679
A-376909,12022 Hartwell,2023-09-01,3700,Own It Now,12000-12199 Hartwell St,7,Pride Area Community,48227,12022,,HARTWELL,St,22028530.,206457,-83.1765056430718,42.3758540707752,56,-9259166.2541506,5217447.8982503
A-256525,12022 Hartwell,2020-05-28,1000,Own It Now,12000-12199 Hartwell St,7,Pride Area Community,48227,12022,,HARTWELL,St,22028530.,206457,-83.1765056430718,42.3758540707752,57,-9259166.2541506,5217447.8982503
A-335246,14586 Greenlawn,2022-05-12,7800,Own It Now,14500-14799 Greenlawn St,7,Chalfonte,48238,14586,,GREENLAWN,St,16029283.,87028,-83.1498264782393,42.3965867483325,58,-9256196.34310666,5220572.58887577
A-301782,15342 Ardmore,2021-07-06,1300,Own It Now,15300-15399 Ardmore St,2,Bethune Community,48227,15342,,ARDMORE,St,22034635.,87834,-83.1842527211256,42.402623180536,59,-9260028.65493469,5221482.55362581
A-153888,18673 Helen,2018-05-14,1000,Own It Now,18600-18799 Helen St,3,Grant,48234,18673,,HELEN,St,15009407.,267932,-83.031881610123,42.4312983604319,60,-9243066.78044626,5225806.40308821
A-275175,18031 Buffalo,2021-01-22,1500,Own It Now,18000-18399 Buffalo St,3,Krainz Woods,48234,18031,,BUFFALO,St,13014983-4,289390,-83.0481475296855,42.4267546175294,61,-9244877.49432925,5225121.13307042
A-271059,17223 MACKAY,2020-08-17,3000,Own It Now,17100-17399 Mackay St,3,Cadillac Heights,48212,17223,,MACKAY,St,09013360-1,281199,-83.076513703758,42.4203905222453,62,-9248035.20238275,5224161.40793059
A-304724,17125 Pelkey,2021-08-17,1000,Own It Now,17100-17999 Pelkey St,3,Franklin,48205,17125,,PELKEY,St,21030193.,200654,-82.9863320619911,42.4269193290636,63,-9237996.22794236,5225145.97336968
A-055667,12845 Corbin,2016-03-25,1000,Own It Now,12700-12899 Corbin St,6,Boynton,48217,12845,,CORBIN,St,20018426.,1982,-83.161761300315,42.2722105999998,64,-9257524.92142284,5201842.89081593
A-332805,2723 Tuxedo,2022-03-07,8000,Own It Now,2600-2899 Tuxedo St,5,Dexter-Linwood,48206,2723,,TUXEDO,St,10003246.,51111,-83.1176652508585,42.3826223542476,65,-9252616.17165133,5218467.85526232
A-268682,2701 Wreford,2020-08-12,1500,Own It Now,2600-2899 Wreford St,5,NW Goldberg,48208,2701,,WREFORD,St,10000871.,545911,-83.0994643105785,42.3569839405518,66,-9250590.0522474,5214604.81492605
A-122900,14802 Ohio,2017-07-26,1000,Own It Now,14800-14999 Ohio St,2,Chalfonte,48238,14802,,OHIO,St,16033736.,84902,-83.1550715013953,42.3981265040243,67,-9256780.21641357,5220804.69173936
A-247515,12895 Conway,2019-11-07,1000,Own It Now,12700-12899 Conway St,6,Boynton,48217,12895,,CONWAY,St,20018527.,1797,-83.1637925799955,42.2710623064083,68,-9257751.04244252,5201670.14264383
A-301019,19708 Yacama,2021-04-22,1300,Own It Now,19600-19899 Yacama Rd,3,Nolan,48203,19708,,YACAMA,Rd,09023046.,406906,-83.0968773418482,42.4389132238795,69,-9250302.07220566,5226954.95922284
A-235684,20131 Concord,2019-06-25,2100,Own It Now,20100-20399 Concord St,3,Sherwood,48234,20131,,CONCORD,St,15011309.,262722,-83.033510005762,42.4439554012919,70,-9243248.05261961,5227715.55181085
A-293879,20031 Hawthorne,2021-03-04,1000,Own It Now,19900-20099 Hawthorne St,3,Nolan,48203,20031,,HAWTHORNE,St,09021739.,282752,-83.0931972615755,42.4417171844434,71,-9249892.40754362,5227377.91806687
A-132262,3751 Wesson,2017-02-24,1600,Own It Now,3700-3799 Wesson St,6,Central Southwest,48210,3751,,WESSON,St,16015514.,151467,-83.1150062121334,42.3298663640625,72,-9252320.16881446,5210520.61801561
A-232904,18938 St Aubin,2019-08-16,1100,Own It Now,18800-19099 Saint Aubin St,3,Northeast Central District,48234,18938,,ST AUBIN,St,09015781.,289838,-83.0812180190563,42.4324438359213,73,-9248558.88436629,5225979.16718382
A-426694,5267 Lemay,2025-03-03,0,Own It Now,5000-5499 Lemay St,4,West End,48213,5267,,LEMAY,St,21041652.,366984,-82.9910113203888,42.3887766242145,74,-9238517.12060449,5219395.37800006
A-228936,9955 Prest,2019-02-13,3000,Own It Now,9900-11199 Prest St,7,Plymouth-Hubbell,48227,9955,,PREST,St,22049317.,207198,-83.1965999727488,42.3687356322301,75,-9261403.14469808,5216375.29267117
A-329734,15060 Muirland,2022-02-01,1100,Own It Now,15000-15299 Muirland St,2,Dexter-Fenkell,48238,15060,,MUIRLAND,St,12011660.,11936,-83.1328871261196,42.4016490517995,76,-9254310.66305432,5221335.70221745
A-332376,4546 Garland,2022-03-23,1100,Own It Now,4400-4699 Garland St,4,West End,48214,4546,,GARLAND,St,21037878.,300993,-82.9916560533122,42.3814376992543,77,-9238588.89194521,5218289.3238967
A-307502,12034 Wisconsin,2021-08-11,12000,Own It Now,11800-12299 Wisconsin St,7,Littlefield Community,48204,12034,,WISCONSIN,St,16034536.,210630,-83.1554981783994,42.378901823682,78,-9256827.71388041,5217907.17051158
A-239625,5299 Drexel,2019-08-21,1100,Own It Now,5200-5499 Drexel St,4,Chandler Park,48213,5299,,DREXEL,St,21050785.,309745,-82.967380745616,42.3960365807602,79,-9235886.57705363,5220489.65796452
A-404392,5760 Parker,2024-06-28,10080,Own It Now,5700-5819 Parker St,5,Gratiot Town/Kettering,48213,5760,,PARKER,St,17008920.,29147,-83.0155312638258,42.382212080712,80,-9241246.66822217,5218406.02532306
A-257609,2412 Sturtevant,2020-08-04,1100,Own It Now,2400-2599 Sturtevant St,5,Dexter-Linwood,48206,2412,,STURTEVANT,St,10003762.,37948,-83.1156194622292,42.3892607045791,81,-9252388.43550285,5219468.33860918
A-271557,9655 Cheyenne,2020-08-06,2500,Own It Now,9500-9899 Cheyenne St,7,Barton-McFarland,48227,9655,,CHEYENNE,St,22026347.,206765,-83.174480185633,42.3681028758094,82,-9258940.78125989,5216279.95488239
A-273500,12740 Grandmont,2020-12-11,5000,Own It Now,12600-12799 Grandmont Ave,1,Schoolcraft Southfield,48227,12740,,GRANDMONT,Ave,22064816.,135137,-83.2096068513225,42.3818650436358,83,-9262851.06379771,5218353.72569835
A-418493,12740 Grandmont,2024-11-19,10100,Own It Now,12600-12799 Grandmont Ave,1,Schoolcraft Southfield,48227,12740,,GRANDMONT,Ave,22064816.,135137,-83.2096068513225,42.3818650436358,84,-9262851.06379771,5218353.72569835
A-142521,14579 Lauder,2017-12-12,1000,Own It Now,14500-14799 Lauder St,1,Hubbell-Lyndon,48227,14579,,LAUDER,St,22042444.,133239,-83.1909319331496,42.3956669424011,85,-9260772.18141609,5220433.93999266
A-273801,9345 Stoepel,2021-01-22,10100,Own It Now,9300-9499 Stoepel St,6,Midwest,48204,9345,,STOEPEL,St,16019829.,201451,-83.1400611130232,42.3646645759832,86,-9255109.26762339,5215761.92097481
A-143379,11401 Sussex,2017-10-05,3000,Own It Now,11300-11599 Sussex,7,Plymouth-Hubbell,48227,11401,,SUSSEX,,22046942.,211999,-83.1945486401077,42.3717446156288,87,-9261174.79139302,5216828.67114413
A-265489,17904 Norwood,2020-06-19,1000,Own It Now,17900-17999 Norwood St,3,Davison,48212,17904,,NORWOOD,St,13022076.,269829,-83.066393335406,42.4252322641482,88,-9246908.60813117,5224891.54863402
A-265453,17934 Gallagher,2020-06-03,1000,Own It Now,17800-17964 Gallagher St,3,Cadillac Heights,48212,17934,,GALLAGHER,St,09009735.,278915,-83.0687909545065,42.4253898383707,89,-9247175.50986855,5224915.31197026
A-274670,12711 Wade,2021-02-02,1000,Own It Now,12700-12999 Wade St,4,Wade,48213,12711,,WADE,St,21006287.,231265,-82.9773960018291,42.4044042704324,90,-9237001.47027543,5221751.06156831
A-229342,15837 Evanston,2019-02-14,2200,Own It Now,15800-15999 Evanston St,4,Outer Drive-Hayes,48224,15837,,EVANSTON,St,21005340.,298699,-82.9506257322823,42.4095118048454,91,-9234021.41750108,5222521.089435
A-277788,4672 Lenox,2021-04-16,1000,Own It Now,4600-4799 Lenox St,4,Fox Creek,48215,4672,,LENOX,St,21049796.,306149,-82.9641898602039,42.3906176154953,92,-9235531.36931437,5219672.85526806
A-267329,12900 Hickory,2020-07-14,1000,Own It Now,12800-17099 Hickory St,4,Gratiot-Findlay,48205,12900,,HICKORY,St,21030212.,226969,-82.9860744611793,42.4257256095384,93,-9237967.55195116,5224965.94889823
A-270814,6507 Mcdonald,2020-08-14,3000,Demo Pull Sale,6500-6899 McDonald St,6,Claytown,48210,6507,,MCDONALD,St,18013811.,200632,-83.1479942857547,42.3404554246627,94,-9255992.38437223,5212115.23411636
A-237425,7761 WETHERBY,2019-07-24,1000,Own It Now,7761-7898 Wetherby St,6,Midwest,48210,7761,,WETHERBY,St,18013127.,185397,-83.1401736133863,42.35040914256,95,-9255121.79110652,5213614.41826771
A-331229,13111 Kentucky,2022-05-18,1800,Demo Pull Sale,13100-13399 Kentucky St,7,Littlefield Community,48238,13111,,KENTUCKY,St,16037174.,214602,-83.1581913789275,42.3838733345685,96,-9257127.5195918,5218656.38572764
A-268386,14018 Heyden,2020-08-18,1000,Own It Now,13900-14099 Heyden St,1,Brightmoor,48223,14018,,HEYDEN,St,22099081-2,143898,-83.238698602679,42.3879403323465,97,-9266089.542745,5219269.33338673
A-356409,5351 Maplewood,2023-01-13,4000,Own It Now,5200-5499 Maplewood St,6,Midwest,48204,5351,,MAPLEWOOD,St,16003191.,198215,-83.1288570661826,42.3583494138211,98,-9253862.03883427,5214810.51639391
A-357488,12016 Racine,2023-02-03,2500,Own It Now,11950-12399 Racine St,4,Gratiot-Findlay,48205,12016,,RACINE,St,21033515.,226311,-82.990076350207,42.4185992500556,99,-9238413.04019994,5223891.29614354
A-142349,15776 Tracey,2018-01-31,1500,Own It Now,15700-15799 Tracey St,2,Bethune Community,48227,15776,,TRACEY,St,22031349.,87536,-83.1801058500153,42.4071766001472,100,-9259567.0273543,5222169.01888969
A-344417,14052 Strathmoor,2022-11-18,3700,Own It Now,14000-14199 Strathmoor St,1,Hubbell-Lyndon,48227,14052,,STRATHMOOR,St,22037764.,128821,-83.1868742734224,42.388991137109,101,-9260320.48480145,5219427.70932144
A-393368,19139 Lamont,2024-01-31,3100,Own It Now,19100-19299 Lamont St,3,Farwell,48234,19139,,LAMONT,St,13017532.,293012,-83.055094287492,42.43393861844,102,-9245650.80387093,5226204.61957614
A-379820,12843 Gable,2024-02-23,33360,Own It Now,12800-13199 Gable St,3,Buffalo Charles,48212,12843,,GABLE,St,13012760.,537204,-83.0419924715067,42.4125970538685,103,-9244192.31638699,5222986.26160654
A-298413,17179 Lamont,2021-08-25,2300,Own It Now,17100-17299 Lamont St,3,Davison,48212,17179,,LAMONT,St,13017579.,272444,-83.0541441146393,42.4200244726509,104,-9245545.03111281,5224106.20948876
A-425914,10045 Balfour,2025-04-11,12100,Own It Now,10000-10199 Balfour Rd,4,Outer Drive-Hayes,48224,10045,,BALFOUR,Rd,21068039.,292757,-82.94941604978,42.4142192001443,105,-9233886.75626091,5223230.84660357
A-354888,17179 Alcoy,2023-02-28,1000,Own It Now,17100-17999 Alcoy St,3,Franklin,48205,17179,,ALCOY,St,21015838.,224491,-82.9883973086018,42.426876007189,106,-9238226.13014343,5225139.43995126
A-137022,4993 Campbell,2017-04-19,1500,Own It Now,4900-5099 N Campbell St,6,Chadsey Condon,48210,4993,,CAMPBELL,St,16014626.,151848,-83.119827118007,42.3386353498727,107,-9252856.82960147,5211841.12831719
A-270212,4393 Larchmont,2020-09-02,1000,Own It Now,4200-4499 Larchmont St,6,Midwest,48204,4393,,LARCHMONT,St,14001693.,189965,-83.1161370425647,42.3550550079419,108,-9252446.05228224,5214314.23884676
A-299375,2516 Dickerson,2021-04-19,3100,Demo Pull Sale,2500-2899 Dickerson St,4,Riverbend,48215,2516,,DICKERSON,St,21048985.,325405,-82.9571704354136,42.3779022284816,109,-9234749.97052105,5217756.53696324
A-308029,7135 Linsdale,2021-09-07,3600,Demo Pull Sale,7100-7401 Linsdale St,6,Midwest,48204,7135,,LINSDALE,St,16003382.,191097,-83.1417314835738,42.3560536179566,110,-9255295.21242252,5214464.66921094
A-106237,5499 Casper,2016-08-08,715,Demo Pull for Demo Sale,5400-5599 Casper St,6,Claytown,48210,5499,,CASPER,St,20006923.,186423,-83.1416641854294,42.3347977964765,111,-9255287.72082735,5211263.21342709
A-398245,17170 Westphalia,2024-03-13,1000,Demo Pull Sale,17100-17999 Westphalia St,3,Von Steuben,48205,17170,,WESTPHALIA,St,21031567.,227981,-82.9918779070861,42.4253149110152,112,-9238613.58859435,5224904.01237387
A-184014,20543 Lindsay,2018-10-18,1600,Own It Now,20500-20621 Lindsay St,2,Greenfield,48235,20543,,LINDSAY,St,22067034.,70380,-83.2152847739188,42.443391498378,113,-9263483.12724989,5227630.48623902
A-302239,6362 Tuxedo,2021-05-12,3200,Own It Now,2600-2899 Tuxedo St,7,Oakman Blvd Community,48204,6362,,TUXEDO,St,16005681.,74615,-83.1403540499823,42.3754754998806,114,-9255141.87721651,5217390.85216651
A-354055,17160 Barlow,2022-12-08,1000,Own It Now,17100-17299 Barlow St,3,Von Steuben,48205,17160,,BARLOW,St,21033069.,203898,-82.9952525440891,42.4239697812542,115,-9238989.25146715,5224701.15920824
A-274899,12403 E State Fair,2021-05-11,1000,Own It Now,12400-12499 E State Fair St,3,Conner Creek,48205,12403,E,STATE FAIR,St,21024237-8,164982,-82.9985382220925,42.4421239382855,116,-9239355.01146939,5227439.27575678
A-224688,12344 Cloverlawn,2019-05-14,1200,Own It Now,12300-12599 Cloverlawn St,7,Littlefield Community,48204,12344,,CLOVERLAWN,St,16031086.,212303,-83.15128935001,42.3797801001664,117,-9256359.18924727,5218039.52396972
A-184019,9238 Littlefield,2019-01-23,1400,Own It Now,9100-9299 Littlefield St,7,Barton-McFarland,48228,9238,,LITTLEFIELD,St,22026538.,197484,-83.1747835094331,42.3628436731006,118,-9258974.54711086,5215487.5848201
A-408840,12310 Ilene,2024-07-18,10000,Own It Now,12100-12599 Ilene St,7,Grand River-I96,48204,12310,,ILENE,St,16040008.,210908,-83.1606749116117,42.3798930870117,119,-9257403.98518558,5218056.55086046
A-332390,12923 Westbrook,2022-04-27,1000,Own It Now,12800-13499 Westbrook St,1,Brightmoor,48223,12923,,WESTBROOK,St,22110336.,364384,-83.2503694615806,42.3830897683488,120,-9267388.73681504,5218538.29701638
A-267446,15761 Cheyenne,2020-06-11,4100,Own It Now,15700-15799 Cheyenne St,2,Bethune Community,48227,15761,,CHEYENNE,St,22026092.,92536,-83.1753145596722,42.4067797822526,121,-9259033.66335307,5222109.19336332
A-333204,14236 Kentucky,2022-04-25,1300,Demo Pull Sale,14200-14329 Kentucky St,7,Davison-Schoolcraft,48238,14236,,KENTUCKY,St,16036432.,180221,-83.1579009744604,42.3922905480492,122,-9257095.1919144,5219925.00950329
A-275676,19444 Teppert,2021-02-01,3000,Own It Now,19300-19599 Teppert St,3,Pulaski,48234,19444,,TEPPERT,St,17015014.,160787,-83.007672433854,42.4384714909133,123,-9240371.82727148,5226888.32846196
