...1,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,City of Detroit?,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,Total Pop,Nonwite Pop,% Nonwhite Pop,White Pop,Racial Type,Total Housing Units,# HU reporting value,Total Occupied,# Owner Occupied,# Tenant Occupied,% Owner Occupied,% Owner Type,White OO,White TO,Total White Occupied,% White Ownership (White Pop),Nonwhite OO,Nonwhite TO,Total Nonwhite Occupied,% Nonwhite Ownership (Nonwhite Pop),Housing Quality Nonwhite HHS,Sound w all fac,Sound but lacking some fac,Deteriorating w all fac,Deteriorating but lacking some fac,Dilapodated,OO Units by Reported Value,...36,...37,...38,...39,...40,...41,Occupied by Tenure,OO,TO,Nonwhite Occupied by Tenure,med.val,,Nonwhite Pop Type,Zero,Min,Avg,Above Avg,Majority,Nonwhite Owner Type,Zero,Min,Avg,Above Avg,Majority,Race and Tenure Type,Zero-Owner,Zero-Mixed,Zero-Renter,Min-Owner,Min-Mixed,Min-Renter,Avg-Owner,Avg-Mixed,Avg-Renter,Above Avg-Owner,Above Avg-Mixed,Above Avg-Renter,Majority-Owner,Majority-Mixed,Majority-Renter,,% Nonwhite Lower,% Nonwhite Upper,Type,#,%,# Nonwhite Owner Types,% Nonwhite Owner Types,,% Owner Lower,% Owner Higher,Type,#,%
GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,MSA,PLACE,PRETRACTA,TRACTA,POSTTRCTA,URBAN,AREANAME,,60MCD,PLACEDC,60PLACESC,SF1,SF2,SF3,SF4,SF5,SF6,GC23,CA4001,B9T001,,,,CA5001,CA6001,,B8F001,B8F002,,,,,,,B9P001,B9P002,,,,B9Q001,B9Q002,B9Q003,B9Q004,B9Q005,,B78001,B78002,B78003,B78004,B78005,B78006,,B9O001,B9O002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,5.00%,Zero,514,65.98%,,,,0.00%,40.00%,1,101,12.97%
G2601250OA0089,1960,Michigan,26,Oakland,125,2160,,OA,89,,550,TRACT OA-89 PONTIAC CITY,No,31,4,11,0,0,0,0,1,1,0,6143,84,1.37%,6059,Zero,2163,86,1852,1338,514,72.25%,3,1326,510,1836,72.22%,12,4,16,75.00%,,20,0,0,0,0,,34,581,558,55,4,1,,1338,514,,10417.62264,,,10417.62264,,,,,,,,,,,,10417.62264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0090,1960,Michigan,26,Oakland,125,2160,,OA,90,,550,TRACT OA-90 PONTIAC CITY,No,31,4,11,0,0,0,0,1,1,0,4902,36,0.73%,4866,Zero,2025,31,1598,943,655,59.01%,2,939,655,1594,58.91%,4,0,4,100.00%,,9,0,1,0,0,,42,544,212,12,3,1,,943,655,,8622.16242,,,8622.16242,,,,,,,,,,,,,8622.16242,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0091,1960,Michigan,26,Oakland,125,2160,,OA,91,,550,TRACT OA-91 PONTIAC CITY,No,31,4,11,0,0,0,0,1,1,0,2842,0,0.00%,2842,Zero,1048,3,808,592,216,73.27%,3,592,216,808,73.27%,0,0,0,#DIV/0!,,0,0,0,0,0,,81,357,122,10,1,0,,592,216,,7724.629213,,,7724.629213,,,,,,,,,,,,7724.629213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0092,1960,Michigan,26,Oakland,125,2160,,OA,92,,550,TRACT OA-92 PONTIAC CITY,No,31,4,11,0,0,1,0,1,1,0,3895,293,7.52%,3602,Avg,14,294,14,0,14,0.00%,1,0,14,14,0.00%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,0,14,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
G2601250OA0093,1960,Michigan,26,Oakland,125,2160,,OA,93,,550,TRACT OA-93 PONTIAC CITY,No,31,4,11,0,0,0,0,1,1,0,3434,4,0.12%,3430,Zero,1410,10,1286,744,542,57.85%,2,744,542,1286,57.85%,0,0,0,#DIV/0!,,3,0,0,0,0,,2,106,376,181,23,3,,744,542,,13339.50781,,,13339.50781,,,,,,,,,,,,,13339.50781,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0094,1960,Michigan,26,Oakland,125,2160,,OA,94,,550,TRACT OA-94 PONTIAC CITY,No,31,4,11,0,0,0,0,1,1,0,3906,92,2.36%,3814,Zero,2013,93,1386,600,786,43.29%,2,588,778,1366,43.05%,12,8,20,60.00%,,16,0,6,0,2,,7,157,234,54,15,13,,600,786,,10617.95924,,,10617.95924,,,,,,,,,,,,,10617.95924,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0095,1960,Michigan,26,Oakland,125,2160,,OA,95,,550,TRACT OA-95 PONTIAC CITY,No,31,4,11,0,0,0,0,1,1,0,2287,308,13.47%,1979,Avg,1058,305,791,193,598,24.40%,1,160,558,718,22.28%,33,40,73,45.21%,,32,7,26,6,5,,2,82,56,14,1,4,,193,598,,10565.81132,,,,,10565.81132,,,,,,,,,,,,,,,,,,10565.81132,,,,,,,,,,,,,,,,,,,,
G2601250OA0096,1960,Michigan,26,Oakland,125,2160,,OA,96,,550,TRACT OA-96 PONTIAC CITY,No,31,4,11,0,0,0,0,1,1,0,5445,5,0.09%,5440,Zero,2286,10,1896,997,899,52.58%,2,997,895,1892,52.70%,0,4,4,0.00%,,4,0,0,1,0,,46,434,350,26,0,2,,997,899,,9642,,,9642,,,,,,,,,,,,,9642,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0097,1960,Michigan,26,Oakland,125,2160,,OA,97,,550,TRACT OA-97 PONTIAC CITY,No,31,4,11,0,0,0,0,1,1,0,2401,50,2.08%,2351,Zero,716,50,620,511,109,82.42%,3,502,109,611,82.16%,9,0,9,100.00%,,9,0,0,0,0,,53,227,202,20,3,1,,511,109,,9110.683594,,,9110.683594,,,,,,,,,,,,9110.683594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0098,1960,Michigan,26,Oakland,125,2160,,OA,98,,550,TRACT OA-98 PONTIAC CITY,No,31,4,11,0,0,0,0,0,1,0,9186,2643,28.77%,6543,Above Avg,3544,2648,2707,1650,1057,60.95%,2,1277,796,2073,61.60%,373,261,634,58.83%,,418,37,136,16,27,,94,1034,302,23,3,3,,1650,1057,,8243.271704,,,,,,8243.271704,,,,,,,,,,,,,,,,,,,8243.271704,,,,,,,,,,,,,,,,,,
G2601250OA0099,1960,Michigan,26,Oakland,125,2160,,OA,99,,550,TRACT OA-99 PONTIAC CITY,No,31,4,11,0,0,0,0,0,1,0,6677,5826,87.25%,851,Above Avg,1946,5847,1677,1206,471,71.91%,3,115,120,235,48.94%,1091,351,1442,75.66%,,1035,87,146,53,121,,109,538,471,46,5,3,,1206,471,,9520.796296,,,,,,9520.796296,,,,,,,,,,,,,,,,,,9520.796296,,,,,,,,,,,,,,,,,,,
G2601250OA0100,1960,Michigan,26,Oakland,125,2160,,OA,100,,550,TRACT OA-100 PONTIAC CITY,No,31,4,11,0,0,0,0,0,1,0,4801,4541,94.58%,260,Above Avg,1563,4533,1203,385,818,32.00%,1,25,75,100,25.00%,360,743,1103,32.64%,,679,30,255,44,94,,51,177,82,15,2,0,,385,818,,9153.184615,,,,,,9153.184615,,,,,,,,,,,,,,,,,,,,9153.184615,,,,,,,,,,,,,,,,,
G2601250OA0101,1960,Michigan,26,Oakland,125,2160,,OA,101,,550,TRACT OA-101 PONTIAC CITY,No,31,4,11,0,0,0,0,1,1,0,6082,4,0.07%,6078,Zero,2066,15,1936,1611,325,83.21%,3,1611,325,1936,83.21%,0,0,0,#DIV/0!,,2,0,0,0,0,,5,151,595,475,157,138,,1611,325,,14626.68849,,,14626.68849,,,,,,,,,,,,14626.68849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0102,1960,Michigan,26,Oakland,125,2160,,OA,102,,550,TRACT OA-102 WATERFORD TWP,No,43,7,0,0,0,1,1,1,1,0,4427,24,0.54%,4403,Zero,1599,18,1404,1153,251,82.12%,3,1153,246,1399,82.42%,0,5,5,0.00%,,1,0,2,0,1,,0,0,0,0,0,0,,1153,251,,11438.31333,,,11438.31333,,,,,,,,,,,,11438.31333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0103,1960,Michigan,26,Oakland,125,2160,,OA,103,,,TRACT OA-103 WATERFORD TWP,No,43,7,0,0,0,1,1,1,1,0,5138,0,0.00%,5138,Zero,1760,1,1399,1248,151,89.21%,3,1248,151,1399,89.21%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,1247,152,,12475.24525,,,12475.24525,,,,,,,,,,,,12475.24525,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0104,1960,Michigan,26,Oakland,125,2160,,OA,104,,550,TRACT OA-104 WATERFORD TWP,No,43,7,0,0,0,1,1,1,1,0,4551,12,0.26%,4539,Zero,1439,13,1252,1149,103,91.77%,3,1145,103,1248,91.75%,4,0,4,100.00%,,2,0,0,0,1,,0,0,0,0,0,0,,1149,103,,14138.95455,,,14138.95455,,,,,,,,,,,,14138.95455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0105,1960,Michigan,26,Oakland,125,2160,,OA,105,,550,TRACT OA-105 WATERFORD TWP,No,43,7,0,0,0,1,1,1,1,0,6479,0,0.00%,6479,Zero,1966,1,1721,1603,118,93.14%,3,1603,118,1721,93.14%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,1603,118,,14156.53409,,,14156.53409,,,,,,,,,,,,14156.53409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0106,1960,Michigan,26,Oakland,125,2160,,OA,106,,550,TRACT OA-106 WATERFORD TWP,No,43,7,0,0,0,1,1,1,1,0,6181,0,0.00%,6181,Zero,1897,6,1647,1481,166,89.92%,3,1481,166,1647,89.92%,0,0,0,#DIV/0!,,1,0,0,0,0,,0,0,0,0,0,0,,1477,170,,14327.17979,,,14327.17979,,,,,,,,,,,,14327.17979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0107,1960,Michigan,26,Oakland,125,2160,,OA,107,,550,TRACT OA-107 WATERFORD TWP,No,43,7,0,0,0,1,1,1,1,0,3524,3,0.09%,3521,Zero,1133,5,1012,869,143,85.87%,3,869,140,1009,86.12%,0,3,3,0.00%,,1,2,0,0,0,,0,0,0,0,0,0,,865,147,,12040.85,,,12040.85,,,,,,,,,,,,12040.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0108,1960,Michigan,26,Oakland,125,2160,,OA,108,,550,TRACT OA-108 WATERFORD TWP,No,43,7,0,0,0,1,1,1,1,0,2561,0,0.00%,2561,Zero,738,2,658,604,54,91.79%,3,604,54,658,91.79%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,604,54,,11680,,,11680,,,,,,,,,,,,11680,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0109,1960,Michigan,26,Oakland,125,2160,,OA,109,,,TRACT OA-109 WATERFORD TWP,No,43,7,0,0,0,1,1,1,1,0,4327,14,0.32%,4313,Zero,1257,1,1145,1056,89,92.23%,3,1056,89,1145,92.23%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,1056,89,,12301.9834,,,12301.9834,,,,,,,,,,,,12301.9834,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0110,1960,Michigan,26,Oakland,125,2160,,OA,110,,,TRACT OA-110 WATERFORD TWP,No,43,7,0,0,0,1,1,1,1,0,2646,22,0.83%,2624,Zero,780,23,634,555,79,87.54%,3,555,79,634,87.54%,0,0,0,#DIV/0!,,2,0,0,0,0,,0,0,0,0,0,0,,555,79,,11503.02174,,,11503.02174,,,,,,,,,,,,11503.02174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0111,1960,Michigan,26,Oakland,125,2160,,OA,111,,550,TRACT OA-111 WATERFORD TWP,No,43,7,0,0,0,1,1,1,1,0,7174,11,0.15%,7163,Zero,2434,14,1862,1671,191,89.74%,3,1671,191,1862,89.74%,0,0,0,#DIV/0!,,1,0,1,0,0,,0,0,0,0,0,0,,1654,208,,11629.62958,,,11629.62958,,,,,,,,,,,,11629.62958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0112,1960,Michigan,26,Oakland,125,2160,,OA,112,,,TRACT OA-112 WHITE LAKE TWP,No,45,5,0,0,0,1,1,1,1,0,8381,71,0.85%,8310,Zero,3664,65,2226,1902,324,85.44%,3,1902,324,2226,85.44%,0,0,0,#DIV/0!,,1,0,0,0,0,,0,0,0,0,0,0,,1906,320,,11291.73662,,,11291.73662,,,,,,,,,,,,11291.73662,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0113,1960,Michigan,26,Oakland,125,2160,,OA,113,,,TRACT OA-113 HIGHLAND TWP,No,15,7,0,0,0,1,1,1,1,0,4855,0,0.00%,4855,Zero,2224,10,1323,1104,219,83.45%,3,1104,219,1323,83.45%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,1104,219,,10737.31757,,,10737.31757,,,,,,,,,,,,10737.31757,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0114,1960,Michigan,26,Oakland,125,2160,,OA,114,,,TRACT OA-114 ROSE TWP,No,33,7,0,0,0,1,1,1,1,0,1482,57,3.85%,1425,Zero,669,49,395,310,85,78.48%,3,306,80,386,79.27%,4,5,9,44.44%,,3,1,2,1,1,,0,0,0,0,0,0,,310,85,,9820.5,,,9820.5,,,,,,,,,,,,9820.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0115,1960,Michigan,26,Oakland,125,2160,,OA,115,,,TRACT OA-115 SPRINGFIELD TWP,No,39,7,0,0,0,1,1,1,1,0,2664,84,3.15%,2580,Zero,1056,83,691,576,115,83.36%,3,559,111,670,83.43%,17,4,21,80.95%,,20,0,0,1,0,,0,0,0,0,0,0,,576,115,,9479.405941,,,9479.405941,,,,,,,,,,,,9479.405941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0116,1960,Michigan,26,Oakland,125,2160,,OA,116,,,TRACT OA-116 INDEPENDENCE TWP,No,18,7,0,0,0,1,1,1,1,0,10890,8,0.07%,10882,Zero,3531,16,2711,2404,307,88.68%,3,2400,307,2707,88.66%,4,0,4,100.00%,,3,0,0,1,0,,0,0,0,0,0,0,,2404,307,,12359.62329,,,12359.62329,,,,,,,,,,,,12359.62329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0117,1960,Michigan,26,Oakland,125,2160,,OA,117,,,TRACT OA-117 ORION TWP,No,28,4,0,0,0,1,1,1,1,0,2698,0,0.00%,2698,Zero,1305,0,808,542,266,67.08%,3,542,266,808,67.08%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,542,266,,12544.625,,,12544.625,,,,,,,,,,,,12544.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0118,1960,Michigan,26,Oakland,125,2160,,OA,118,,,TRACT OA-118 ORION TWP,No,28,7,0,0,0,1,1,1,1,0,9146,38,0.42%,9108,Zero,3145,19,2362,2077,285,87.93%,3,2077,282,2359,88.05%,0,3,3,0.00%,,1,0,0,0,1,,0,0,0,0,0,0,,2077,285,,10739.7972,,,10739.7972,,,,,,,,,,,,10739.7972,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0119,1960,Michigan,26,Oakland,125,2160,,OA,119,,,TRACT OA-119 OAKLAND TWP,No,26,7,0,0,0,1,1,1,1,0,2469,3,0.12%,2466,Zero,953,5,648,540,108,83.33%,3,540,108,648,83.33%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,540,108,,19885.40909,,,19885.40909,,,,,,,,,,,,19885.40909,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0120,1960,Michigan,26,Oakland,125,2160,,OA,120,,,TRACT OA-120 ADDISON TWP,No,1,7,0,0,0,1,1,1,1,0,1691,0,0.00%,1691,Zero,793,7,482,380,102,78.84%,3,380,102,482,78.84%,0,0,0,#DIV/0!,,0,0,0,1,0,,0,0,0,0,0,0,,380,102,,9912.827586,,,9912.827586,,,,,,,,,,,,9912.827586,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0121,1960,Michigan,26,Oakland,125,2160,,OA,121,,,TRACT OA-121 OXFORD TWP,No,29,4,0,0,0,1,1,1,1,0,2357,3,0.13%,2354,Zero,866,2,740,523,217,70.68%,3,523,217,740,70.68%,0,0,0,#DIV/0!,,0,0,0,1,0,,0,0,0,0,0,0,,523,217,,9166,,,9166,,,,,,,,,,,,9166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0122,1960,Michigan,26,Oakland,125,2160,,OA,122,,,TRACT OA-122 OXFORD TWP,No,29,7,0,0,0,1,1,1,1,0,3204,7,0.22%,3197,Zero,1089,22,842,726,116,86.22%,3,726,116,842,86.22%,0,0,0,#DIV/0!,,4,0,0,0,0,,0,0,0,0,0,0,,726,116,,11815.31132,,,11815.31132,,,,,,,,,,,,11815.31132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0123,1960,Michigan,26,Oakland,125,2160,,OA,123,,,TRACT OA-123 BRANDON TWP,No,7,7,0,0,0,1,1,1,1,0,3187,5,0.16%,3182,Zero,1231,8,822,656,166,79.81%,3,656,166,822,79.81%,0,0,0,#DIV/0!,,1,0,0,0,1,,0,0,0,0,0,0,,656,166,,9270.944882,,,9270.944882,,,,,,,,,,,,9270.944882,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0124,1960,Michigan,26,Oakland,125,2160,,OA,124,,,TRACT OA-124 GROVELAND TWP,No,13,7,0,0,0,1,1,1,1,0,1306,15,1.15%,1291,Zero,450,15,338,271,67,80.18%,3,271,62,333,81.38%,0,5,5,0.00%,,1,0,3,0,0,,0,0,0,0,0,0,,271,67,,11041.25,,,11041.25,,,,,,,,,,,,11041.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0125,1960,Michigan,26,Oakland,125,2160,,OA,125,,,TRACT OA-125 HOLLY TWP,No,33,4,0,0,0,1,1,1,1,0,3269,0,0.00%,3269,Zero,1238,3,968,744,224,76.86%,3,744,224,968,76.86%,0,0,0,#DIV/0!,,1,0,0,0,0,,0,0,0,0,0,0,,744,224,,9963.901685,,,9963.901685,,,,,,,,,,,,9963.901685,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0126,1960,Michigan,26,Oakland,125,2160,,OA,126,,,TRACT OA-126 HOLLY TWP,No,16,7,0,0,0,1,1,1,1,0,2282,120,5.26%,2162,Avg,746,119,572,469,103,81.99%,3,442,99,541,81.70%,27,4,31,87.10%,,5,0,12,7,9,,0,0,0,0,0,0,,469,103,,12339.48936,,,,,12339.48936,,,,,,,,,,,,,,,,12339.48936,,,,,,,,,,,,,,,,,,,,,,
G26016300001,1960,Michigan,26,Wayne,163,2160,22000,,1,,550,TRACT 1    DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,1324,80,6.04%,1244,Avg,623,83,426,10,416,2.35%,1,10,407,417,2.40%,0,9,9,0.00%,,1,1,6,12,0,,0,0,3,0,5,0,,4,422,,13749.5,,,,,13749.5,,,,,,,,,,,,,,,,,,13749.5,,,,,,,,,,,,,,,,,,,,
G26016300002,1960,Michigan,26,Wayne,163,2160,22000,,2,,550,TRACT 2    DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,1209,90,7.44%,1119,Avg,471,93,250,41,209,16.40%,1,37,198,235,15.74%,4,11,15,26.67%,,0,0,13,1,1,,0,12,16,4,0,1,,28,222,,10624.75,,,,,10624.75,,,,,,,,,,,,,,,,,,10624.75,,,,,,,,,,,,,,,,,,,,
G26016300003,1960,Michigan,26,Wayne,163,2160,22000,,3,,550,TRACT 3    DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,2122,282,13.29%,1840,Avg,668,282,557,172,385,30.88%,1,144,355,499,28.86%,28,30,58,48.28%,,20,1,18,1,17,,15,61,49,15,2,5,,172,385,,9078.315789,,,,,9078.315789,,,,,,,,,,,,,,,,,,9078.315789,,,,,,,,,,,,,,,,,,,,
G26016300004,1960,Michigan,26,Wayne,163,2160,22000,,4,,550,TRACT 4    DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,1138,341,29.96%,797,Above Avg,552,334,413,74,339,17.92%,1,59,276,335,17.61%,15,63,78,19.23%,,18,1,35,8,17,,16,35,10,0,0,0,,74,339,,6049.58,,,,,,6049.58,,,,,,,,,,,,,,,,,,,,6049.58,,,,,,,,,,,,,,,,,
G26016300005,1960,Michigan,26,Wayne,163,2160,22000,,5,,550,TRACT 5    DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,2878,1086,37.73%,1792,Above Avg,1125,1084,680,282,398,41.47%,2,191,250,441,43.31%,91,148,239,38.08%,,38,0,80,11,110,,45,186,39,4,0,0,,282,398,,6696.47561,,,,,,6696.47561,,,,,,,,,,,,,,,,,,,6696.47561,,,,,,,,,,,,,,,,,,
G26016300006,1960,Michigan,26,Wayne,163,2160,22000,,6,,550,TRACT 6    DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,964,105,10.89%,859,Avg,372,107,288,59,229,20.49%,1,52,212,264,19.70%,7,17,24,29.17%,,6,0,13,0,5,,8,25,18,4,1,1,,59,229,,7847.083333,,,,,7847.083333,,,,,,,,,,,,,,,,,,7847.083333,,,,,,,,,,,,,,,,,,,,
G26016300007,1960,Michigan,26,Wayne,163,2160,22000,,7,,550,TRACT 7    DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,3610,461,12.77%,3149,Avg,1430,480,1017,358,659,35.20%,2,299,625,924,32.36%,59,34,93,63.44%,,40,0,39,4,15,,29,178,61,16,2,1,,358,659,,8112.255,,,,,8112.255,,,,,,,,,,,,,,,,,8112.255,,,,,,,,,,,,,,,,,,,,,
G26016300008,1960,Michigan,26,Wayne,163,2160,22000,,8,,550,TRACT 8    DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,2255,633,28.07%,1622,Above Avg,992,641,623,241,382,38.68%,2,188,282,470,40.00%,53,100,153,34.64%,,13,0,115,1,24,,26,142,38,4,0,0,,241,382,,7115.82,,,,,,7115.82,,,,,,,,,,,,,,,,,,,7115.82,,,,,,,,,,,,,,,,,,
G26016300009,1960,Michigan,26,Wayne,163,2160,22000,,9,,550,TRACT 9    DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,3468,1623,46.80%,1845,Above Avg,1191,1631,850,386,464,45.41%,2,249,253,502,49.60%,137,211,348,39.37%,,182,2,131,3,30,,90,188,32,1,0,0,,386,464,,7049.18,,,,,,7049.18,,,,,,,,,,,,,,,,,,,7049.18,,,,,,,,,,,,,,,,,,
G26016300010,1960,Michigan,26,Wayne,163,2160,22000,,10,,550,TRACT 10   DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,3424,2571,75.09%,853,Above Avg,1358,2553,827,422,405,51.03%,2,179,94,273,65.57%,243,311,554,43.86%,,170,2,255,1,126,,121,203,24,1,0,0,,422,405,,5624.75,,,,,,5624.75,,,,,,,,,,,,,,,,,,,5624.75,,,,,,,,,,,,,,,,,,
G26016300011,1960,Michigan,26,Wayne,163,2160,22000,,11,,550,TRACT 11   DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,3179,3079,96.85%,100,Above Avg,1012,3077,805,411,394,51.06%,2,24,16,40,60.00%,387,378,765,50.59%,,606,34,111,6,2,,48,227,49,11,3,3,,411,394,,7195.8125,,,,,,7195.8125,,,,,,,,,,,,,,,,,,,7195.8125,,,,,,,,,,,,,,,,,,
G26016300012,1960,Michigan,26,Wayne,163,2160,22000,,12,,550,TRACT 12   DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,3685,3467,94.08%,218,Above Avg,1118,3464,835,433,402,51.86%,2,39,27,66,59.09%,394,375,769,51.24%,,476,21,150,15,108,,67,248,40,6,3,0,,433,402,,7327.19375,,,,,,7327.19375,,,,,,,,,,,,,,,,,,,7327.19375,,,,,,,,,,,,,,,,,,
G26016300013,1960,Michigan,26,Wayne,163,2160,22000,,13,,550,TRACT 13   DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,2730,2669,97.77%,61,Above Avg,1037,2671,725,341,384,47.03%,2,12,12,24,50.00%,329,372,701,46.93%,,500,5,183,5,9,,35,203,61,8,2,3,,341,384,,7743.54661,,,,,,7743.54661,,,,,,,,,,,,,,,,,,,7743.54661,,,,,,,,,,,,,,,,,,
G26016300014,1960,Michigan,26,Wayne,163,2160,22000,,14,,550,TRACT 14   DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,2540,2525,99.41%,15,Above Avg,938,2506,664,225,439,33.89%,2,7,4,11,63.64%,218,435,653,33.38%,,493,19,119,7,8,,20,111,35,1,0,0,,225,439,,7666.6,,,,,,7666.6,,,,,,,,,,,,,,,,,,,7666.6,,,,,,,,,,,,,,,,,,
G26016300015,1960,Michigan,26,Wayne,163,2160,22000,,15,,550,TRACT 15   DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,1838,1830,99.56%,8,Above Avg,782,1829,590,166,424,28.14%,1,0,5,5,0.00%,166,419,585,28.38%,,451,7,101,15,11,,20,76,28,7,1,0,,166,424,,7499,,,,,,7499,,,,,,,,,,,,,,,,,,,,7499,,,,,,,,,,,,,,,,,
G26016300016,1960,Michigan,26,Wayne,163,2160,22000,,16,,550,TRACT 16   DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,3317,2902,87.49%,415,Above Avg,1164,2904,1018,323,695,31.73%,1,21,119,140,15.00%,302,576,878,34.40%,,784,37,42,10,2,,11,124,101,12,2,3,,323,695,,8820.494318,,,,,,8820.494318,,,,,,,,,,,,,,,,,,,,8820.494318,,,,,,,,,,,,,,,,,
G26016300017,1960,Michigan,26,Wayne,163,2160,22000,,17,,550,TRACT 17   DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,523,442,84.51%,81,Above Avg,210,441,163,56,107,34.36%,2,15,27,42,35.71%,41,80,121,33.88%,,100,0,32,0,0,,0,26,7,2,0,0,,56,107,,9631.5,,,,,,9631.5,,,,,,,,,,,,,,,,,,,9631.5,,,,,,,,,,,,,,,,,,
G26016300018,1960,Michigan,26,Wayne,163,2160,22000,,18,,550,TRACT 18   DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,2143,1400,65.33%,743,Above Avg,933,1413,747,157,590,21.02%,1,51,334,385,13.25%,106,256,362,29.28%,,272,8,66,19,1,,8,78,37,0,0,0,,157,590,,8644.120482,,,,,,8644.120482,,,,,,,,,,,,,,,,,,,,8644.120482,,,,,,,,,,,,,,,,,
G26016300019,1960,Michigan,26,Wayne,163,2160,22000,,19,,550,TRACT 19   DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,6666,5613,84.20%,1053,Above Avg,2371,5617,1706,589,1117,34.53%,2,134,227,361,37.12%,455,890,1345,33.83%,,869,18,405,21,32,,14,324,133,13,1,0,,589,1117,,8901.878049,,,,,,8901.878049,,,,,,,,,,,,,,,,,,,8901.878049,,,,,,,,,,,,,,,,,,
