...1,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,City of Detroit?,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,Total Pop,Nonwite Pop,% Nonwhite Pop,White Pop,Racial Type,Total Housing Units,# HU reporting value,Total Occupied,# Owner Occupied,# Tenant Occupied,% Owner Occupied,% Owner Type,White OO,White TO,Total White Occupied,% White Ownership (White Pop),Nonwhite OO,Nonwhite TO,Total Nonwhite Occupied,% Nonwhite Ownership (Nonwhite Pop),Housing Quality Nonwhite HHS,Sound w all fac,Sound but lacking some fac,Deteriorating w all fac,Deteriorating but lacking some fac,Dilapodated,OO Units by Reported Value,...36,...37,...38,...39,...40,...41,Occupied by Tenure,OO,TO,Nonwhite Occupied by Tenure,med.val,,Nonwhite Pop Type,Zero,Min,Avg,Above Avg,Majority,Nonwhite Owner Type,Zero,Min,Avg,Above Avg,Majority,Race and Tenure Type,Zero-Owner,Zero-Mixed,Zero-Renter,Min-Owner,Min-Mixed,Min-Renter,Avg-Owner,Avg-Mixed,Avg-Renter,Above Avg-Owner,Above Avg-Mixed,Above Avg-Renter,Majority-Owner,Majority-Mixed,Majority-Renter,,% Nonwhite Lower,% Nonwhite Upper,Type,#,%,# Nonwhite Owner Types,% Nonwhite Owner Types,,% Owner Lower,% Owner Higher,Type,#,%
GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,MSA,PLACE,PRETRACTA,TRACTA,POSTTRCTA,URBAN,AREANAME,,60MCD,PLACEDC,60PLACESC,SF1,SF2,SF3,SF4,SF5,SF6,GC23,CA4001,B9T001,,,,CA5001,CA6001,,B8F001,B8F002,,,,,,,B9P001,B9P002,,,,B9Q001,B9Q002,B9Q003,B9Q004,B9Q005,,B78001,B78002,B78003,B78004,B78005,B78006,,B9O001,B9O002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,5.00%,Zero,514,65.98%,,,,0.00%,40.00%,1,101,12.97%
G26016300769,1960,Michigan,26,Wayne,163,2160,22000,,769,,550,TRACT 769  DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,4027,2821,70.05%,1206,Above Avg,1291,2822,1102,621,481,56.35%,2,265,133,398,66.58%,356,348,704,50.57%,,623,2,68,0,11,,49,371,104,4,0,0,,621,481,,7749.9,,,,,,7749.9,,,,,,,,,,,,,,,,,,,7749.9,,,,,,,,,,,,,,,,,,
G26016300770,1960,Michigan,26,Wayne,163,2160,22000,,770,,550,TRACT 770  DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,4037,2665,66.01%,1372,Above Avg,1303,2672,1146,712,434,62.13%,2,292,184,476,61.34%,420,250,670,62.69%,,614,4,48,0,4,,34,396,159,8,0,0,,712,434,,9112.562264,,,,,,9112.562264,,,,,,,,,,,,,,,,,,,9112.562264,,,,,,,,,,,,,,,,,,
G26016300771,1960,Michigan,26,Wayne,163,2160,22000,,771,,550,TRACT 771  DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,5055,3917,77.49%,1138,Above Avg,1541,3923,1255,733,522,58.41%,2,240,112,352,68.18%,493,410,903,54.60%,,743,1,145,2,12,,40,425,138,15,1,0,,733,522,,8494.972222,,,,,,8494.972222,,,,,,,,,,,,,,,,,,,8494.972222,,,,,,,,,,,,,,,,,,
G26016300772,1960,Michigan,26,Wayne,163,2160,22000,,772,,550,TRACT 772  DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,4819,2821,58.54%,1998,Above Avg,1629,2818,1311,603,708,46.00%,2,339,320,659,51.44%,264,388,652,40.49%,,536,2,101,2,11,,12,258,169,14,0,0,,603,708,,9558.424855,,,,,,9558.424855,,,,,,,,,,,,,,,,,,,9558.424855,,,,,,,,,,,,,,,,,,
G26016300773,1960,Michigan,26,Wayne,163,2160,22000,,773,,550,TRACT 773  DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,3949,1779,45.05%,2170,Above Avg,1542,1791,1060,395,665,37.26%,2,267,411,678,39.38%,128,254,382,33.51%,,243,2,117,4,16,,4,104,127,10,2,1,,395,665,,9844.42268,,,,,,9844.42268,,,,,,,,,,,,,,,,,,,9844.42268,,,,,,,,,,,,,,,,,,
G26016300774,1960,Michigan,26,Wayne,163,2160,22000,,774,,550,TRACT 774  DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,4182,722,17.26%,3460,Avg,2124,730,1455,385,1070,26.46%,1,358,889,1247,28.71%,27,181,208,12.98%,,80,3,99,1,23,,18,175,61,2,0,0,,385,1070,,9031.995652,,,,,9031.995652,,,,,,,,,,,,,,,,,,9031.995652,,,,,,,,,,,,,,,,,,,,
G26016300775,1960,Michigan,26,Wayne,163,2160,22000,,775,,550,TRACT 775  DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,3328,845,25.39%,2483,Above Avg,1596,836,968,407,561,42.05%,2,316,478,794,39.80%,91,83,174,52.30%,,80,0,92,0,2,,33,216,41,4,0,0,,407,561,,8032.194444,,,,,,8032.194444,,,,,,,,,,,,,,,,,,,8032.194444,,,,,,,,,,,,,,,,,,
G26016300776,1960,Michigan,26,Wayne,163,2160,22000,,776,,550,TRACT 776  DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,2506,813,32.44%,1693,Above Avg,1314,829,843,271,572,32.15%,1,214,448,662,32.33%,57,124,181,31.49%,,85,0,62,2,32,,14,141,27,0,0,0,,271,572,,8105.427835,,,,,,8105.427835,,,,,,,,,,,,,,,,,,,,8105.427835,,,,,,,,,,,,,,,,,
G26016300777,1960,Michigan,26,Wayne,163,2160,22000,,777,,550,TRACT 777  DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,1702,553,32.49%,1149,Above Avg,711,554,540,236,304,43.70%,2,171,243,414,41.30%,65,61,126,51.59%,,108,1,14,3,0,,9,131,27,4,0,0,,236,304,,8366.130682,,,,,,8366.130682,,,,,,,,,,,,,,,,,,,8366.130682,,,,,,,,,,,,,,,,,,
G26016300778,1960,Michigan,26,Wayne,163,2160,22000,,778,,550,TRACT 778  DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,609,152,24.96%,457,Above Avg,368,150,184,69,115,37.50%,2,57,89,146,39.04%,12,26,38,31.58%,,1,0,32,1,0,,2,42,1,1,0,0,,69,115,,6789.824324,,,,,,6789.824324,,,,,,,,,,,,,,,,,,,6789.824324,,,,,,,,,,,,,,,,,,
G26016300779,1960,Michigan,26,Wayne,163,2160,22000,,779,,550,TRACT 779  DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,3698,73,1.97%,3625,Zero,2061,72,1332,379,953,28.45%,1,376,929,1305,28.81%,3,24,27,11.11%,,1,0,19,0,0,,5,107,90,2,0,0,,379,953,,9070.8,,,9070.8,,,,,,,,,,,,,,9070.8,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300780,1960,Michigan,26,Wayne,163,2160,22000,,780,,550,TRACT 780  DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,5273,90,1.71%,5183,Zero,1914,88,1597,730,867,45.71%,2,722,842,1564,46.16%,8,25,33,24.24%,,3,1,17,0,0,,3,226,247,12,0,1,,730,867,,10191.75495,,,10191.75495,,,,,,,,,,,,,10191.75495,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300781,1960,Michigan,26,Wayne,163,2160,22000,,781,,550,TRACT 781  DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,4557,12,0.26%,4545,Zero,1750,8,1598,816,782,51.06%,2,816,778,1594,51.19%,0,4,4,0.00%,,4,0,0,0,0,,22,268,311,33,1,2,,816,782,,10517.74862,,,10517.74862,,,,,,,,,,,,,10517.74862,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300782,1960,Michigan,26,Wayne,163,2160,22000,,782,,550,TRACT 782  DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,3148,0,0.00%,3148,Zero,1129,0,1017,696,321,68.44%,3,696,321,1017,68.44%,0,0,0,#DIV/0!,,0,0,0,0,0,,19,382,143,16,1,0,,696,321,,8977.903226,,,8977.903226,,,,,,,,,,,,8977.903226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300783,1960,Michigan,26,Wayne,163,2160,22000,,783,,550,TRACT 783  DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,5042,0,0.00%,5042,Zero,2217,18,1923,713,1210,37.08%,2,713,1210,1923,37.08%,0,0,0,#DIV/0!,,3,0,2,0,0,,9,310,190,8,1,1,,713,1210,,9408.810638,,,9408.810638,,,,,,,,,,,,,9408.810638,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300784,1960,Michigan,26,Wayne,163,2160,22000,,784,,550,TRACT 784  DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,2967,4,0.13%,2963,Zero,1109,26,1023,496,527,48.48%,2,496,527,1023,48.48%,0,0,0,#DIV/0!,,3,0,1,0,0,,1,186,150,3,1,0,,496,527,,9917.731707,,,9917.731707,,,,,,,,,,,,,9917.731707,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300785,1960,Michigan,26,Wayne,163,2160,22000,,785,,550,TRACT 785  DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,3397,27,0.79%,3370,Zero,1411,11,1232,687,545,55.76%,2,684,545,1229,55.66%,3,0,3,100.00%,,4,0,0,0,0,,16,354,173,2,0,0,,687,545,,9177.085551,,,9177.085551,,,,,,,,,,,,,9177.085551,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300786,1960,Michigan,26,Wayne,163,2160,22000,,786,,550,TRACT 786  DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,6620,18,0.27%,6602,Zero,2352,10,2205,1424,781,64.58%,2,1424,781,2205,64.58%,0,0,0,#DIV/0!,,3,0,0,0,0,,40,641,409,51,5,2,,1424,781,,9325.725728,,,9325.725728,,,,,,,,,,,,,9325.725728,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300787,1960,Michigan,26,Wayne,163,2160,22000,,787,,550,TRACT 787  DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,5397,25,0.46%,5372,Zero,2138,8,1970,1156,814,58.68%,2,1156,810,1966,58.80%,0,4,4,0.00%,,2,0,0,0,0,,2,57,432,289,57,9,,1156,814,,14045.43421,,,14045.43421,,,,,,,,,,,,,14045.43421,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300788,1960,Michigan,26,Wayne,163,2160,22000,,788,,550,TRACT 788  DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,4685,192,4.10%,4493,Zero,1470,196,1379,229,1150,16.61%,1,229,1100,1329,17.23%,0,50,50,0.00%,,50,0,0,0,0,,7,56,83,40,5,0,,229,1150,,11218.2625,,,11218.2625,,,,,,,,,,,,,,11218.2625,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300789,1960,Michigan,26,Wayne,163,2160,22000,,789,,550,TRACT 789  DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,1530,66,4.31%,1464,Zero,506,65,462,310,152,67.10%,3,302,143,445,67.87%,8,9,17,47.06%,,10,0,2,0,0,,6,248,52,1,0,1,,310,152,,8224.347826,,,8224.347826,,,,,,,,,,,,8224.347826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300790,1960,Michigan,26,Wayne,163,2160,22000,,790,,550,TRACT 790  DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,5725,1370,23.93%,4355,Above Avg,1860,1369,1648,1127,521,68.39%,3,901,409,1310,68.78%,226,112,338,66.86%,,307,4,22,2,3,,44,783,158,7,0,0,,1127,521,,8387.049618,,,,,,8387.049618,,,,,,,,,,,,,,,,,,8387.049618,,,,,,,,,,,,,,,,,,,
G26016300791,1960,Michigan,26,Wayne,163,2160,22000,,791,,550,TRACT 791  DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,4179,916,21.92%,3263,Above Avg,1541,913,1215,666,549,54.81%,2,556,445,1001,55.54%,110,104,214,51.40%,,146,0,66,2,0,,33,451,98,6,0,0,,666,549,,8063.221591,,,,,,8063.221591,,,,,,,,,,,,,,,,,,,8063.221591,,,,,,,,,,,,,,,,,,
G26016300792,1960,Michigan,26,Wayne,163,2160,22000,,792,,550,TRACT 792  DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,4408,2662,60.39%,1746,Above Avg,1383,2660,1178,718,460,60.95%,2,360,197,557,64.63%,358,263,621,57.65%,,507,5,95,2,12,,26,430,124,9,1,0,,718,460,,8347.198864,,,,,,8347.198864,,,,,,,,,,,,,,,,,,,8347.198864,,,,,,,,,,,,,,,,,,
G26016300793,1960,Michigan,26,Wayne,163,2160,22000,,793,,550,TRACT 793  DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,3400,2112,62.12%,1288,Above Avg,966,2107,893,586,307,65.62%,2,285,122,407,70.02%,301,185,486,61.93%,,471,1,14,0,0,,9,255,194,34,4,1,,586,307,,10151.21338,,,,,,10151.21338,,,,,,,,,,,,,,,,,,,10151.21338,,,,,,,,,,,,,,,,,,
G26016300794,1960,Michigan,26,Wayne,163,2160,22000,,794,,550,TRACT 794  DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,3088,986,31.93%,2102,Above Avg,1110,960,925,385,540,41.62%,2,278,446,724,38.40%,107,94,201,53.23%,,163,3,32,3,0,,18,197,111,17,3,0,,385,540,,9246.096154,,,,,,9246.096154,,,,,,,,,,,,,,,,,,,9246.096154,,,,,,,,,,,,,,,,,,
G26016300795,1960,Michigan,26,Wayne,163,2160,22000,,795,,550,TRACT 795  DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,2310,1095,47.40%,1215,Above Avg,845,1085,639,312,327,48.83%,2,215,179,394,54.57%,97,148,245,39.59%,,191,1,47,3,3,,21,194,43,2,0,0,,312,327,,7448.515152,,,,,,7448.515152,,,,,,,,,,,,,,,,,,,7448.515152,,,,,,,,,,,,,,,,,,
G26016300796,1960,Michigan,26,Wayne,163,2160,22000,,796,,550,TRACT 796  DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,4379,2253,51.45%,2126,Above Avg,1733,2250,1243,713,530,57.36%,2,403,332,735,54.83%,310,198,508,61.02%,,278,7,183,16,24,,36,451,159,8,0,1,,713,530,,8514.017308,,,,,,8514.017308,,,,,,,,,,,,,,,,,,,8514.017308,,,,,,,,,,,,,,,,,,
G26016300797,1960,Michigan,26,Wayne,163,2160,22000,,797,,550,TRACT 797  DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,1598,659,41.24%,939,Above Avg,525,664,440,275,165,62.50%,2,187,101,288,64.93%,88,64,152,57.89%,,129,0,23,0,0,,9,147,64,2,0,0,,275,165,,8888.333333,,,,,,8888.333333,,,,,,,,,,,,,,,,,,,8888.333333,,,,,,,,,,,,,,,,,,
G26016300801,1960,Michigan,26,Wayne,163,2160,,,801,,550,TRACT 801 RIVER ROUGE CITY,No,30,4,8,1,1,1,1,1,1,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,#DIV/0!,#DIV/0!,0,0,0,#DIV/0!,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300802,1960,Michigan,26,Wayne,163,2160,,,802,,550,TRACT 802 RIVER ROUGE CITY,No,30,4,8,0,1,1,1,1,1,2,334,0,0.00%,334,Zero,71,0,67,36,31,53.73%,2,36,31,67,53.73%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,34,33,,8289.157895,,,8289.157895,,,,,,,,,,,,,8289.157895,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300803,1960,Michigan,26,Wayne,163,2160,,,803,,550,TRACT 803 RIVER ROUGE CITY,No,30,4,8,0,0,1,1,1,1,0,11764,41,0.35%,11723,Zero,4636,26,3726,1880,1846,50.46%,2,1880,1834,3714,50.62%,0,12,12,0.00%,,4,0,0,1,1,,0,0,0,0,0,0,,1880,1846,,9502.122807,,,9502.122807,,,,,,,,,,,,,9502.122807,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300804,1960,Michigan,26,Wayne,163,2160,,,804,,550,TRACT 804 RIVER ROUGE CITY,No,30,4,8,0,0,1,1,0,1,0,6049,5857,96.83%,192,Above Avg,2010,5860,1490,742,748,49.80%,2,32,29,61,52.46%,710,719,1429,49.69%,,828,24,381,38,159,,0,0,0,0,0,0,,742,748,,10710.37563,,,,,,10710.37563,,,,,,,,,,,,,,,,,,,10710.37563,,,,,,,,,,,,,,,,,,
G26016300805,1960,Michigan,26,Wayne,163,2160,,,805,,550,TRACT 805 ECORSE CITY,No,8,4,8,0,1,1,1,1,1,2,3290,32,0.97%,3258,Zero,1288,10,1060,583,477,55.00%,2,583,477,1060,55.00%,0,0,0,#DIV/0!,,1,0,0,0,0,,0,0,0,0,0,0,,583,477,,9013.992701,,,9013.992701,,,,,,,,,,,,,9013.992701,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300806,1960,Michigan,26,Wayne,163,2160,,,806,,550,TRACT 806 ECORSE CITY,No,8,4,8,0,0,1,1,1,1,0,3179,4,0.13%,3175,Zero,1185,4,1032,516,516,50.00%,2,516,512,1028,50.19%,0,4,4,0.00%,,1,0,0,1,0,,0,0,0,0,0,0,,516,516,,9285,,,9285,,,,,,,,,,,,,9285,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300807,1960,Michigan,26,Wayne,163,2160,,,807,,550,TRACT 807 ECORSE CITY,No,8,4,8,0,0,1,1,0,1,0,10859,5755,53.00%,5104,Above Avg,3256,5755,2799,1981,818,70.78%,3,1071,347,1418,75.53%,910,471,1381,65.89%,,1095,35,196,9,46,,0,0,0,0,0,0,,1981,818,,11064.71479,,,,,,11064.71479,,,,,,,,,,,,,,,,,,11064.71479,,,,,,,,,,,,,,,,,,,
G26016300808,1960,Michigan,26,Wayne,163,2160,,,808,,550,TRACT 808 WYANDOTTE CITY,No,38,4,10,0,1,1,1,1,1,2,4388,0,0.00%,4388,Zero,1508,2,1285,780,505,60.70%,2,780,505,1285,60.70%,0,0,0,#DIV/0!,,0,0,1,0,0,,0,0,0,0,0,0,,780,505,,10676.8125,,,10676.8125,,,,,,,,,,,,,10676.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300809,1960,Michigan,26,Wayne,163,2160,,,809,,550,TRACT 809 WYANDOTTE CITY,No,38,4,10,0,0,1,1,1,1,0,12495,0,0.00%,12495,Zero,3775,1,3445,2963,482,86.01%,3,2963,482,3445,86.01%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,2963,482,,13052.5108,,,13052.5108,,,,,,,,,,,,13052.5108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300810A,1960,Michigan,26,Wayne,163,2160,,,810,A,550,TRACT 810-A WYANDOTTE CITY,No,38,4,10,0,0,1,1,1,1,0,9539,0,0.00%,9539,Zero,2974,9,2721,2186,535,80.34%,3,2186,535,2721,80.34%,0,0,0,#DIV/0!,,1,0,0,0,0,,0,0,0,0,0,0,,2186,535,,13546.87838,,,13546.87838,,,,,,,,,,,,13546.87838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300810B,1960,Michigan,26,Wayne,163,2160,,,810,B,550,TRACT 810-B WYANDOTTE CITY,No,38,4,10,0,0,1,1,1,1,0,6805,22,0.32%,6783,Zero,1776,9,1688,1492,196,88.39%,3,1492,196,1688,88.39%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,1492,196,,11604.08784,,,11604.08784,,,,,,,,,,,,11604.08784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300811,1960,Michigan,26,Wayne,163,2160,,,811,,550,TRACT 811 WYANDOTTE CITY,No,38,4,10,0,0,1,1,1,1,0,5560,8,0.14%,5552,Zero,2147,8,1805,912,893,50.53%,2,912,889,1801,50.64%,0,4,4,0.00%,,2,0,1,0,0,,0,0,0,0,0,0,,912,893,,10771.43043,,,10771.43043,,,,,,,,,,,,,10771.43043,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300812,1960,Michigan,26,Wayne,163,2160,,,812,,550,TRACT 812 WYANDOTTE CITY,No,38,4,10,0,0,1,1,1,1,0,4732,4,0.08%,4728,Zero,1713,19,1452,674,778,46.42%,2,674,778,1452,46.42%,0,0,0,#DIV/0!,,3,0,1,0,0,,0,0,0,0,0,0,,674,778,,8461.153846,,,8461.153846,,,,,,,,,,,,,8461.153846,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300813,1960,Michigan,26,Wayne,163,2160,,,813,,550,TRACT 813 RIVERVIEW CITY,No,31,4,7,0,1,1,1,1,1,2,6531,4,0.06%,6527,Zero,1654,3,1544,1370,174,88.73%,3,1370,174,1544,88.73%,0,0,0,#DIV/0!,,1,0,0,0,0,,0,0,0,0,0,0,,1370,174,,12826.25833,,,12826.25833,,,,,,,,,,,,12826.25833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300814,1960,Michigan,26,Wayne,163,2160,,,814,,550,TRACT 814 GROSSE ISLE TWP,No,11,7,0,0,0,1,1,1,1,0,6318,39,0.62%,6279,Zero,2004,34,1714,1432,282,83.55%,3,1428,278,1706,83.70%,4,4,8,50.00%,,3,0,2,0,0,,0,0,0,0,0,0,,1432,282,,24534.49115,,,24534.49115,,,,,,,,,,,,24534.49115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300815A,1960,Michigan,26,Wayne,163,2160,,,815,A,550,TRACT 815-A TRENTON CITY,No,36,4,8,0,0,1,1,1,1,0,3388,12,0.35%,3376,Zero,1173,8,1014,527,487,51.97%,2,527,487,1014,51.97%,0,0,0,#DIV/0!,,2,0,0,0,0,,0,0,0,0,0,0,,527,487,,12143.12975,,,12143.12975,,,,,,,,,,,,,12143.12975,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300815B,1960,Michigan,26,Wayne,163,2160,,,815,B,550,TRACT 815-B TRENTON CITY,No,36,4,8,0,0,1,1,1,1,0,6993,24,0.34%,6969,Zero,1749,8,1671,1595,76,95.45%,3,1591,72,1663,95.67%,4,4,8,50.00%,,2,0,0,0,0,,0,0,0,0,0,0,,1595,76,,19447.41892,,,19447.41892,,,,,,,,,,,,19447.41892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300815C,1960,Michigan,26,Wayne,163,2160,,,815,C,550,TRACT 815-C TRENTON CITY,No,36,4,8,0,0,1,1,1,1,0,5891,31,0.53%,5860,Zero,1587,13,1484,1394,90,93.94%,3,1390,90,1480,93.92%,4,0,4,100.00%,,3,0,0,0,0,,0,0,0,0,0,0,,1394,90,,17954.36364,,,17954.36364,,,,,,,,,,,,17954.36364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300815D,1960,Michigan,26,Wayne,163,2160,,,815,D,550,TRACT 815-D TRENTON CITY,No,36,4,8,0,0,1,1,1,1,0,2167,3,0.14%,2164,Zero,757,2,652,335,317,51.38%,2,331,317,648,51.08%,4,0,4,100.00%,,1,0,0,0,0,,0,0,0,0,0,0,,335,317,,11508.54268,,,11508.54268,,,,,,,,,,,,,11508.54268,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300816,1960,Michigan,26,Wayne,163,2160,,,816,,550,TRACT 816 RIVERVIEW CITY,No,31,4,7,0,0,1,1,1,1,0,706,0,0.00%,706,Zero,199,2,174,152,22,87.36%,3,152,22,174,87.36%,0,0,0,#DIV/0!,,0,0,1,0,0,,0,0,0,0,0,0,,145,29,,15049.98,,,15049.98,,,,,,,,,,,,15049.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300817A,1960,Michigan,26,Wayne,163,2160,,,817,A,550,TRACT 817-A SOUTHGATE CITY,No,33,4,10,0,0,1,1,1,1,0,13437,0,0.00%,13437,Zero,3535,1,3440,3302,138,95.99%,3,3302,138,3440,95.99%,0,0,0,#DIV/0!,,1,0,0,0,0,,0,0,0,0,0,0,,3302,138,,13853.39101,,,13853.39101,,,,,,,,,,,,13853.39101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300817B,1960,Michigan,26,Wayne,163,2160,,,817,B,550,TRACT 817-B SOUTHGATE CITY,No,33,4,10,0,0,1,1,1,1,0,11285,4,0.04%,11281,Zero,2756,17,2621,2473,148,94.35%,3,2473,148,2621,94.35%,0,0,0,#DIV/0!,,3,0,0,0,0,,0,0,0,0,0,0,,2473,148,,13532.19565,,,13532.19565,,,,,,,,,,,,13532.19565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300817C,1960,Michigan,26,Wayne,163,2160,,,817,C,550,TRACT 817-C SOUTHGATE CITY,No,33,4,10,0,0,1,1,1,1,0,4682,22,0.47%,4660,Zero,1256,9,1165,1049,116,90.04%,3,1045,116,1161,90.01%,4,0,4,100.00%,,1,0,0,0,0,,0,0,0,0,0,0,,1049,116,,11469.29157,,,11469.29157,,,,,,,,,,,,11469.29157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300818A,1960,Michigan,26,Wayne,163,2160,,,818,A,550,TRACT 818-A LINCOLN PARK CITY,No,21,4,11,0,0,1,1,1,1,0,10322,4,0.04%,10318,Zero,2726,12,2576,2431,145,94.37%,3,2431,145,2576,94.37%,0,0,0,#DIV/0!,,1,0,0,0,0,,0,0,0,0,0,0,,2431,145,,12690.26923,,,12690.26923,,,,,,,,,,,,12690.26923,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300818B,1960,Michigan,26,Wayne,163,2160,,,818,B,550,TRACT 818-B LINCOLN PARK CITY,No,21,4,11,0,0,1,1,1,1,0,5098,4,0.08%,5094,Zero,1479,7,1437,1361,76,94.71%,3,1361,76,1437,94.71%,0,0,0,#DIV/0!,,1,0,0,0,0,,0,0,0,0,0,0,,1361,76,,14419.37083,,,14419.37083,,,,,,,,,,,,14419.37083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300818C,1960,Michigan,26,Wayne,163,2160,,,818,C,550,TRACT 818-C LINCOLN PARK CITY,No,21,4,11,0,0,1,1,1,1,0,10601,34,0.32%,10567,Zero,3011,12,2831,2522,309,89.09%,3,2514,309,2823,89.05%,8,0,8,100.00%,,3,0,0,0,0,,0,0,0,0,0,0,,2522,309,,12366.28758,,,12366.28758,,,,,,,,,,,,12366.28758,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300818D,1960,Michigan,26,Wayne,163,2160,,,818,D,550,TRACT 818-D LINCOLN PARK CITY,No,21,4,11,0,0,1,1,1,1,0,8902,0,0.00%,8902,Zero,2527,14,2434,2174,260,89.32%,3,2174,260,2434,89.32%,0,0,0,#DIV/0!,,2,0,0,0,0,,0,0,0,0,0,0,,2174,260,,12203.32955,,,12203.32955,,,,,,,,,,,,12203.32955,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300819,1960,Michigan,26,Wayne,163,2160,,,819,,550,TRACT 819 LINCOLN PARK CITY,No,21,4,11,0,0,1,1,1,1,0,9703,0,0.00%,9703,Zero,2651,1,2516,2219,297,88.20%,3,2219,297,2516,88.20%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,2219,297,,11226.92547,,,11226.92547,,,,,,,,,,,,11226.92547,,,,,,,,,,,,,,,,,,,,,,,,,,,,
