Tract,State,County_name,GISJOIN,GISJOIN2,GeoRecType,Total_Population,White_Population,Black_Population,Occupied_Housing_Units,Occupied_Housing_Units_Owner,Occupied_Housing_Units_Renter,Count_Owner_Occupied_units,Avg_Value_OO_units,Count_Black_OO_units,Avg_Value_Black_OO_units,Count_Vacant_For_Sale_Only_Housing_Units,Avg_Vacant_For_Sale_Only,Total_Housing_Units,Count_Units_Value_Tabulated,less than 5k,5k_to_7499,7.5k_to_9999,10k_to_12499,12.5k_to_14999,15k_to_17499,17.5k_to_19999,20k_to_24999,25k_to_34999,35k_to_49999,50k_or_more,Tract_str,In city of Detroit?,% White Population,% Black Population,% Owner Occupied (OO) units,% Black OO units,Median_Housing_Value
206,MI,"Census Tract 206, Wayne County, Michigan",G26016300206,26016300206,1,4871,4340.0,519,1780.0,1476.0,304,1421.0,16871.921182266,113.0,18827.4336283186,,,1837,1421.0,5.0,17.0,20.0,90.0,198.0,482.0,437.0,166.0,6.0,0.0,0.0,0206,Yes,89.09874769041265,10.654896325189899,82.92134831460675,7.952146375791696,16975.35062240664
207.1,MI,"Census Tract 207.1, Wayne County, Michigan",G2601630020701,2601630020701,1,3564,2520.0,995,1277.0,828.0,449,726.0,14372.9338842975,177.0,16384.1807909605,,,1326,726.0,21.0,41.0,27.0,132.0,146.0,208.0,107.0,44.0,0.0,0.0,0.0,207.1,Yes,70.70707070707071,27.918069584736248,64.83946750195771,24.380165289256198,14939.092465753425
207.2,MI,"Census Tract 207.2, Wayne County, Michigan",G2601630020702,2601630020702,1,3342,2178.0,1105,1145.0,801.0,344,703.0,14870.1991465149,205.0,15280.487804878,,,1168,703.0,10.0,20.0,26.0,107.0,199.0,194.0,99.0,43.0,5.0,0.0,0.0,207.2,Yes,65.1705565529623,33.064033512866544,69.95633187772926,29.160739687055475,14873.422110552765
208,MI,"Census Tract 208, Wayne County, Michigan",G26016300208,26016300208,1,3978,1840.0,2099,1226.0,855.0,371,661.0,14222.7685325265,294.0,15442.1768707483,,,1299,661.0,0.0,14.0,32.0,132.0,249.0,162.0,46.0,20.0,6.0,0.0,0.0,0208,Yes,46.254399195575665,52.76520864756159,69.7389885807504,44.47806354009077,14035.530120481928
209,MI,"Census Tract 209, Wayne County, Michigan",G26016300209,26016300209,1,5116,1191.0,3900,1540.0,1015.0,525,861.0,14115.8536585366,629.0,14795.3100158983,25,11750,1679,861.0,0.0,32.0,67.0,147.0,308.0,198.0,83.0,10.0,16.0,0.0,0.0,0209,Yes,23.279906176700546,76.23143080531666,65.9090909090909,73.05458768873403,14001.022727272728
210,MI,"Census Tract 210, Wayne County, Michigan",G26016300210,26016300210,1,4338,1633.0,2680,1360.0,981.0,379,756.0,14404.7619047619,405.0,15324.0740740741,,,1446,756.0,0.0,13.0,56.0,116.0,239.0,253.0,43.0,36.0,0.0,0.0,0.0,0210,Yes,37.64407561088059,61.77962194559705,72.13235294117646,53.57142857142857,14523.248953974895
211,MI,"Census Tract 211, Wayne County, Michigan",G26016300211,26016300211,1,1084,150.0,919,301.0,208.0,93,173.0,12413.2947976879,136.0,13106.6176470588,,,348,173.0,5.0,0.0,16.0,65.0,62.0,25.0,0.0,0.0,0.0,0.0,0.0,0211,Yes,13.837638376383765,84.77859778597787,69.10299003322258,78.61271676300578,12540.306451612903
212,MI,"Census Tract 212, Wayne County, Michigan",G26016300212,26016300212,1,2099,234.0,1865,606.0,330.0,276,236.0,12118.6440677966,198.0,12525.2525252525,,,642,236.0,0.0,10.0,43.0,77.0,72.0,29.0,5.0,0.0,0.0,0.0,0.0,0212,Yes,11.148165793234874,88.85183420676512,54.45544554455446,83.89830508474576,12125.772727272728
213,MI,"Census Tract 213, Wayne County, Michigan",G26016300213,26016300213,1,2517,181.0,2323,944.0,337.0,607,78.0,19134.6153846154,78.0,19134.6153846154,,,1044,78.0,0.0,0.0,0.0,7.0,17.0,5.0,25.0,12.0,12.0,0.0,0.0,0213,Yes,7.191100516487882,92.29241160111243,35.69915254237288,100.0,18549.58
251,MI,"Census Tract 251, Wayne County, Michigan",G26016300251,26016300251,1,4167,512.0,3635,1399.0,891.0,508,558.0,16623.6559139785,443.0,17471.2189616253,,,1447,558.0,6.0,6.0,18.0,72.0,175.0,91.0,60.0,88.0,42.0,0.0,0.0,0251,Yes,12.28701703863691,87.23302135829134,63.688348820586135,79.39068100358423,15068.653846153846
252,MI,"Census Tract 252, Wayne County, Michigan",G26016300252,26016300252,1,5724,796.0,4900,1550.0,1229.0,321,1049.0,14331.5061963775,807.0,14521.375464684,,,1630,1049.0,0.0,0.0,48.0,223.0,382.0,262.0,112.0,22.0,0.0,0.0,0.0,0252,Yes,13.906359189378056,85.60447239692522,79.29032258064515,76.930409914204,14161.638743455498
253,MI,"Census Tract 253, Wayne County, Michigan",G26016300253,26016300253,1,5531,1357.0,4149,1531.0,1286.0,245,1152.0,15319.4444444444,776.0,16029.3170103093,,,1588,1152.0,23.0,14.0,60.0,144.0,255.0,407.0,182.0,46.0,10.0,11.0,0.0,0253,Yes,24.53444223467727,75.01355993491231,83.99738732854344,67.36111111111111,15494.273955773955
254,MI,"Census Tract 254, Wayne County, Michigan",G26016300254,26016300254,1,3775,2203.0,1538,1332.0,771.0,561,637.0,12616.169544741,259.0,14131.2741312741,,,1397,637.0,14.0,41.0,64.0,177.0,207.0,79.0,50.0,5.0,0.0,0.0,0.0,0254,Yes,58.35761589403974,40.741721854304636,57.88288288288288,40.65934065934066,12777.666666666666
255,MI,"Census Tract 255, Wayne County, Michigan",G26016300255,26016300255,1,680,454.0,205,275.0,153.0,122,116.0,13512.9310344828,25.0,17050,,,285,116.0,0.0,5.0,30.0,10.0,21.0,32.0,14.0,4.0,0.0,0.0,0.0,0255,Yes,66.76470588235294,30.14705882352941,55.63636363636364,21.551724137931032,14106.5
256.1,MI,"Census Tract 256.1, Wayne County, Michigan",G2601630025601,2601630025601,1,4208,3603.0,580,1352.0,1051.0,301,920.0,15038.0434782609,108.0,17025.462962963,,,1397,920.0,0.0,0.0,42.0,143.0,241.0,326.0,142.0,26.0,0.0,0.0,0.0,256.1,Yes,85.62262357414448,13.783269961977188,77.73668639053254,11.73913043478261,15264.46472392638
256.2,MI,"Census Tract 256.2, Wayne County, Michigan",G2601630025602,2601630025602,1,1109,979.0,108,356.0,259.0,97,216.0,17719.9074074074,,,,,365,216.0,0.0,0.0,0.0,4.0,47.0,52.0,67.0,46.0,0.0,0.0,0.0,256.2,Yes,88.27772768259693,9.738503155996394,72.75280898876404,,17705.141791044774
257,MI,"Census Tract 257, Wayne County, Michigan",G26016300257,26016300257,1,7789,6233.0,1528,2769.0,1921.0,848,1610.0,16679.347826087,302.0,17789.7350993377,,,2880,1610.0,0.0,0.0,45.0,137.0,303.0,522.0,416.0,172.0,10.0,0.0,5.0,0257,Yes,80.02310951341636,19.617409166773655,69.37522571325388,18.757763975155278,16534.347701149425
258.1,MI,"Census Tract 258.1, Wayne County, Michigan",G2601630025801,2601630025801,1,4220,3092.0,1083,1392.0,1185.0,207,1030.0,17589.8058252427,204.0,17959.5588235294,,,1429,1030.0,0.0,5.0,18.0,75.0,117.0,315.0,292.0,181.0,27.0,0.0,0.0,258.1,Yes,73.2701421800948,25.66350710900474,85.12931034482759,19.80582524271845,17383.966666666667
258.2,MI,"Census Tract 258.2, Wayne County, Michigan",G2601630025802,2601630025802,1,4157,3021.0,1079,1426.0,1164.0,262,1122.0,18865.8645276292,264.0,20009.4696969697,,,1450,1122.0,5.0,4.0,15.0,42.0,123.0,184.0,356.0,350.0,43.0,0.0,0.0,258.2,Yes,72.67260043300458,25.95621842675006,81.62692847124825,23.52941176470588,18823.20646067416
259.1,MI,"Census Tract 259.1, Wayne County, Michigan",G2601630025901,2601630025901,1,4785,2510.0,2231,1493.0,1175.0,318,1022.0,18208.1702544031,458.0,18837.3362445415,,,1527,1022.0,0.0,4.0,4.0,45.0,108.0,245.0,433.0,146.0,32.0,5.0,0.0,259.1,Yes,52.45559038662487,46.62486938349007,78.70060281312793,44.81409001956947,18108.878752886834
259.2,MI,"Census Tract 259.2, Wayne County, Michigan",G2601630025902,2601630025902,1,5905,2379.0,3428,1838.0,1350.0,488,1012.0,16798.6660079051,570.0,17445.1754385965,,,1910,1012.0,4.0,21.0,9.0,72.0,158.0,349.0,280.0,93.0,26.0,0.0,0.0,259.2,Yes,40.287891617273495,58.052497883149876,73.449401523395,56.32411067193676,16736.411174785102
260,MI,"Census Tract 260, Wayne County, Michigan",G26016300260,26016300260,1,4443,2168.0,2255,1402.0,1114.0,288,930.0,15355.9139784946,440.0,16911.9318181818,,,1450,930.0,6.0,25.0,46.0,103.0,211.0,309.0,164.0,58.0,8.0,0.0,0.0,0260,Yes,48.79585865406257,50.753995048390735,79.45791726105563,47.31182795698925,15602.509708737864
261.1,MI,"Census Tract 261.1, Wayne County, Michigan",G2601630026101,2601630026101,1,3094,910.0,2177,874.0,697.0,177,559.0,14475.4025044723,351.0,15409.5441595442,,,920,559.0,8.0,17.0,23.0,98.0,124.0,206.0,71.0,12.0,0.0,0.0,0.0,261.1,Yes,29.411764705882355,70.36199095022624,79.74828375286042,62.7906976744186,15121.31067961165
261.2,MI,"Census Tract 261.2, Wayne County, Michigan",G2601630026102,2601630026102,1,9274,1187.0,8030,2539.0,1966.0,573,1609.0,13678.6824114357,1295.0,14034.749034749,57,12434.2105263158,2659,1609.0,9.0,29.0,114.0,417.0,573.0,347.0,76.0,29.0,10.0,5.0,0.0,261.2,Yes,12.799223635971533,86.58615484149234,77.432059866089,80.48477315102548,13529.256544502618
262.1,MI,"Census Tract 262.1, Wayne County, Michigan",G2601630026201,2601630026201,1,3016,536.0,2475,907.0,791.0,116,679.0,18106.0382916053,542.0,18305.3505535055,,,917,679.0,4.0,0.0,0.0,35.0,56.0,178.0,251.0,151.0,4.0,0.0,0.0,262.1,Yes,17.771883289124666,82.06233421750663,87.21058434399119,79.82326951399116,18167.06374501992
262.2,MI,"Census Tract 262.2, Wayne County, Michigan",G2601630026202,2601630026202,1,2856,1083.0,1757,901.0,704.0,197,515.0,16669.9029126214,248.0,17580.6451612903,,,953,515.0,0.0,7.0,17.0,49.0,88.0,146.0,155.0,40.0,8.0,5.0,0.0,262.2,Yes,37.92016806722689,61.51960784313726,78.13540510543841,48.15533980582524,16660.294520547945
263,MI,"Census Tract 263, Wayne County, Michigan",G26016300263,26016300263,1,7676,883.0,6765,2246.0,1529.0,717,972.0,13734.5679012346,779.0,14157.5738125802,,,2333,972.0,0.0,8.0,111.0,238.0,267.0,233.0,105.0,10.0,0.0,0.0,0.0,0263,Yes,11.503387180823346,88.13183949973946,68.07658058771149,80.1440329218107,13712.061797752809
264,MI,"Census Tract 264, Wayne County, Michigan",G26016300264,26016300264,1,7721,2191.0,5481,2115.0,1535.0,580,1122.0,16129.679144385,810.0,17086.4197530864,,,2186,1122.0,0.0,30.0,45.0,170.0,218.0,299.0,178.0,140.0,42.0,0.0,0.0,0264,Yes,28.377153218495017,70.98821396192203,72.57683215130024,72.19251336898395,15823.249163879598
301.1,MI,"Census Tract 301.1, Wayne County, Michigan",G2601630030101,2601630030101,1,3105,3009.0,54,2081.0,178.0,1903,128.0,53789.0625,,,,,2144,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,30.0,89.0,301.1,Yes,96.90821256038647,1.7391304347826086,8.553580009610764,,50000.0
301.2,MI,"Census Tract 301.2, Wayne County, Michigan",G2601630030102,2601630030102,1,5666,4760.0,901,1377.0,1217.0,160,1153.0,29994.579358196,187.0,32593.5828877005,,,1402,1153.0,0.0,0.0,0.0,5.0,16.0,15.0,43.0,172.0,727.0,167.0,8.0,301.2,Yes,84.00988351570773,15.901870808330393,88.38053740014524,16.218560277536863,29483.733149931224
302.1,MI,"Census Tract 302.1, Wayne County, Michigan",G2601630030201,2601630030201,1,6986,1234.0,5715,1965.0,1838.0,127,1665.0,21430.1801801802,1281.0,21947.6971116315,,,1988,1665.0,0.0,0.0,5.0,13.0,61.0,197.0,435.0,720.0,228.0,6.0,0.0,302.1,Yes,17.663899227025478,81.80647008302319,93.53689567430025,76.93693693693695,20847.05277777778
302.2,MI,"Census Tract 302.2, Wayne County, Michigan",G2601630030202,2601630030202,1,8013,1849.0,6119,2357.0,1755.0,602,1138.0,21991.4323374341,863.0,22355.1564310545,,,2426,1138.0,0.0,0.0,0.0,21.0,25.0,96.0,249.0,584.0,148.0,15.0,0.0,302.2,Yes,23.075003119930113,76.3634094596281,74.45905812473484,75.83479789103691,21527.947773972603
302.3,MI,"Census Tract 302.3, Wayne County, Michigan",G2601630030203,2601630030203,1,4787,1371.0,3411,1556.0,1299.0,257,1182.0,18630.7106598985,840.0,19300.5952380952,,,1578,1182.0,4.0,9.0,4.0,38.0,100.0,291.0,412.0,283.0,36.0,5.0,0.0,302.3,Yes,28.640066847712554,71.25548360142051,83.48329048843188,71.06598984771574,18382.535194174758
303.1,MI,"Census Tract 303.1, Wayne County, Michigan",G2601630030301,2601630030301,1,4484,1310.0,3133,1406.0,1280.0,126,1189.0,21171.1522287637,755.0,22119.2052980132,,,1440,1189.0,0.0,0.0,0.0,38.0,57.0,180.0,307.0,424.0,163.0,20.0,0.0,303.1,Yes,29.214986619090098,69.87065120428188,91.03840682788051,63.498738435660215,20153.271226415094
303.2,MI,"Census Tract 303.2, Wayne County, Michigan",G2601630030302,2601630030302,1,3947,3025.0,855,1283.0,1043.0,240,973.0,22038.7975334018,222.0,24712.8378378378,,,1305,973.0,0.0,0.0,0.0,18.0,60.0,92.0,239.0,384.0,148.0,32.0,0.0,303.2,Yes,76.64048644540156,21.66202178870028,81.2938425565082,22.816032887975336,21015.421875
303.3,MI,"Census Tract 303.3, Wayne County, Michigan",G2601630030303,2601630030303,1,4036,2167.0,1863,1315.0,1211.0,104,1179.0,20703.9864291773,484.0,21412.7066115702,,,1333,1179.0,0.0,0.0,0.0,23.0,34.0,192.0,383.0,412.0,130.0,5.0,0.0,303.3,Yes,53.691774033696724,46.1595639246779,92.09125475285171,41.05173876166243,19724.95822454308
304.1,MI,"Census Tract 304.1, Wayne County, Michigan",G2601630030401,2601630030401,1,2284,1430.0,823,818.0,685.0,133,662.0,23379.9093655589,234.0,27719.0170940171,,,827,662.0,0.0,0.0,4.0,15.0,27.0,90.0,156.0,164.0,160.0,42.0,4.0,304.1,Yes,62.60945709281961,36.03327495621716,83.74083129584352,35.34743202416919,21204.02743902439
304.2,MI,"Census Tract 304.2, Wayne County, Michigan",G2601630030402,2601630030402,1,2190,774.0,1408,735.0,,,697.0,20430.4160688666,382.0,21508.5078534031,,,746,697.0,0.0,0.0,8.0,9.0,45.0,101.0,221.0,255.0,43.0,15.0,0.0,304.2,Yes,35.342465753424655,64.29223744292237,,54.80631276901005,19603.23076923077
304.3,MI,"Census Tract 304.3, Wayne County, Michigan",G2601630030403,2601630030403,1,2946,552.0,2374,819.0,,,734.0,23431.5395095368,543.0,23554.3278084715,,,829,734.0,0.0,0.0,0.0,13.0,37.0,30.0,117.0,338.0,176.0,23.0,0.0,304.3,Yes,18.73727087576375,80.58384249830279,,73.97820163487738,22521.684911242603
304.4,MI,"Census Tract 304.4, Wayne County, Michigan",G2601630030404,2601630030404,1,6510,2189.0,4313,2254.0,1981.0,273,1550.0,20988.7096774194,1103.0,21209.202175884,,,2273,1550.0,0.0,4.0,0.0,35.0,125.0,252.0,458.0,439.0,179.0,58.0,0.0,304.4,Yes,33.625192012288785,66.25192012288787,87.88819875776397,71.16129032258065,19461.55131004367
305.1,MI,"Census Tract 305.1, Wayne County, Michigan",G2601630030501,2601630030501,1,3095,94.0,2996,829.0,756.0,73,685.0,14562.0437956204,666.0,14540.1651651652,,,845,685.0,5.0,9.0,22.0,142.0,226.0,187.0,50.0,39.0,5.0,0.0,0.0,305.1,Yes,3.037156704361874,96.80129240710824,91.19420989143546,97.22627737226277,14324.491150442478
305.2,MI,"Census Tract 305.2, Wayne County, Michigan",G2601630030502,2601630030502,1,5068,159.0,4905,1369.0,1231.0,138,1166.0,15228.3447684391,1128.0,15349.0691489362,,,1397,1166.0,20.0,39.0,47.0,170.0,289.0,342.0,136.0,87.0,36.0,0.0,0.0,305.2,Yes,3.13733228097869,96.7837411207577,89.91964937910883,96.7409948542024,15135.179824561403
306.1,MI,"Census Tract 306.1, Wayne County, Michigan",G2601630030601,2601630030601,1,2119,475.0,1603,664.0,600.0,64,511.0,23624.7553816047,395.0,24838.6075949367,,,675,511.0,6.0,0.0,0.0,7.0,14.0,56.0,82.0,224.0,77.0,41.0,4.0,306.1,Yes,22.41623407267579,75.6488909863143,90.36144578313254,77.29941291585128,22030.84375
306.2,MI,"Census Tract 306.2, Wayne County, Michigan",G2601630030602,2601630030602,1,4756,1283.0,3436,1579.0,1214.0,365,1152.0,20845.0520833333,860.0,21587.2093023256,,,1600,1152.0,6.0,6.0,0.0,53.0,117.0,279.0,217.0,263.0,146.0,60.0,5.0,306.2,Yes,26.976450798990747,72.24558452481077,76.88410386320456,74.65277777777779,18830.112903225807
307.1,MI,"Census Tract 307.1, Wayne County, Michigan",G2601630030701,2601630030701,1,2743,2229.0,508,963.0,802.0,161,680.0,23970.5882352941,123.0,24725.6097560976,,,982,680.0,0.0,0.0,0.0,12.0,9.0,39.0,106.0,275.0,234.0,5.0,0.0,307.1,Yes,81.26139263580022,18.51986875683558,83.28141225337488,18.088235294117645,23172.092727272728
307.2,MI,"Census Tract 307.2, Wayne County, Michigan",G2601630030702,2601630030702,1,2768,2031.0,691,775.0,724.0,51,710.0,45507.0422535211,138.0,49782.6086956522,,,780,710.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,186.0,242.0,270.0,307.2,Yes,73.37427745664739,24.963872832369944,93.41935483870968,19.43661971830986,44761.74586776859
351.1,MI,"Census Tract 351.1, Wayne County, Michigan",G2601630035101,2601630035101,1,5521,5482.0,0,1805.0,1582.0,223,1501.0,16619.7534976682,,,,,1824,1501.0,0.0,30.0,78.0,159.0,268.0,320.0,372.0,239.0,35.0,0.0,0.0,351.1,Yes,99.29360623075529,0.0,87.64542936288089,,16686.825
351.2,MI,"Census Tract 351.2, Wayne County, Michigan",G2601630035102,2601630035102,1,5383,5347.0,17,1730.0,1432.0,298,1381.0,15849.9275887038,,,,,1752,1381.0,15.0,32.0,55.0,168.0,291.0,349.0,296.0,161.0,14.0,0.0,0.0,351.2,Yes,99.33122793981052,0.31580902842281255,82.77456647398844,,15930.85959885387
352.1,MI,"Census Tract 352.1, Wayne County, Michigan",G2601630035201,2601630035201,1,6962,6935.0,0,2177.0,1974.0,203,1911.0,15453.2967032967,,,,,2197,1911.0,15.0,59.0,92.0,305.0,399.0,432.0,398.0,190.0,21.0,0.0,0.0,352.1,Yes,99.61218040792875,0.0,90.67524115755627,,15497.486111111111
352.2,MI,"Census Tract 352.2, Wayne County, Michigan",G2601630035202,2601630035202,1,5786,5732.0,0,1782.0,1592.0,190,1555.0,15701.2861736334,,,,,1800,1555.0,3.0,35.0,77.0,241.0,258.0,459.0,302.0,169.0,11.0,0.0,0.0,352.2,Yes,99.06671275492567,0.0,89.337822671156,,15892.888888888889
353.1,MI,"Census Tract 353.1, Wayne County, Michigan",G2601630035301,2601630035301,1,6069,6008.0,4,1793.0,1752.0,41,1726.0,16120.2201622248,,,,,1799,1726.0,11.0,19.0,28.0,189.0,300.0,556.0,512.0,106.0,5.0,0.0,0.0,353.1,Yes,98.99489207447685,0.06590871642774757,97.71332961517011,,16422.54226618705
353.2,MI,"Census Tract 353.2, Wayne County, Michigan",G2601630035302,2601630035302,1,4431,4427.0,0,1253.0,1161.0,92,1144.0,18248.4702797203,,,,,1264,1144.0,0.0,5.0,13.0,109.0,155.0,264.0,217.0,322.0,59.0,0.0,0.0,353.2,Yes,99.90972692394493,0.0,92.65762170790104,,17805.177419354837
354.1,MI,"Census Tract 354.1, Wayne County, Michigan",G2601630035401,2601630035401,1,2417,2417.0,0,716.0,667.0,49,651.0,21063.7480798771,,,,,719,651.0,0.0,0.0,0.0,10.0,20.0,124.0,120.0,300.0,77.0,0.0,0.0,354.1,Yes,100.0,0.0,93.15642458100558,,20866.493333333332
354.2,MI,"Census Tract 354.2, Wayne County, Michigan",G2601630035402,2601630035402,1,3194,3190.0,4,986.0,820.0,166,802.0,17037.0947630923,,,,,994,802.0,0.0,5.0,14.0,43.0,155.0,259.0,201.0,111.0,14.0,0.0,0.0,354.2,Yes,99.87476518472135,0.12523481527864747,83.16430020283975,,16780.175675675677
354.3,MI,"Census Tract 354.3, Wayne County, Michigan",G2601630035403,2601630035403,1,2513,2468.0,0,813.0,684.0,129,678.0,19740.0442477876,,,,,813,678.0,0.0,0.0,0.0,12.0,38.0,104.0,251.0,248.0,25.0,0.0,0.0,354.3,Yes,98.20931157978512,0.0,84.13284132841329,,19346.870517928288
354.4,MI,"Census Tract 354.4, Wayne County, Michigan",G2601630035404,2601630035404,1,1946,1921.0,0,648.0,548.0,100,512.0,16469.7265625,,,,,658,512.0,0.0,16.0,4.0,62.0,77.0,154.0,117.0,82.0,0.0,0.0,0.0,354.4,Yes,98.7153134635149,0.0,84.5679012345679,,16582.159090909092
355.1,MI,"Census Tract 355.1, Wayne County, Michigan",G2601630035501,2601630035501,1,2219,2168.0,19,742.0,484.0,258,465.0,17524.1935483871,,,,,752,465.0,0.0,0.0,0.0,25.0,50.0,143.0,187.0,60.0,0.0,0.0,0.0,355.1,Yes,97.70166741775574,0.8562415502478594,65.22911051212938,,17700.454545454544
355.2,MI,"Census Tract 355.2, Wayne County, Michigan",G2601630035502,2601630035502,1,4625,4560.0,7,1662.0,1150.0,512,1119.0,17408.400357462,,,,,1687,1119.0,0.0,4.0,18.0,68.0,151.0,385.0,272.0,204.0,17.0,0.0,0.0,355.2,Yes,98.5945945945946,0.15135135135135136,69.19374247894103,,17070.6
356.1,MI,"Census Tract 356.1, Wayne County, Michigan",G2601630035601,2601630035601,1,4725,4718.0,0,1430.0,1229.0,201,1182.0,18618.0203045685,,,,,1442,1182.0,4.0,5.0,18.0,59.0,179.0,267.0,240.0,328.0,82.0,0.0,0.0,356.1,Yes,99.85185185185185,0.0,85.94405594405595,,18119.54375
356.2,MI,"Census Tract 356.2, Wayne County, Michigan",G2601630035602,2601630035602,1,5658,5622.0,28,1691.0,1601.0,90,1590.0,16143.0817610063,,,,,1701,1590.0,0.0,11.0,4.0,139.0,379.0,559.0,408.0,86.0,4.0,0.0,0.0,356.2,Yes,99.36373276776246,0.49487451396253096,94.67770549970432,,16173.501788908765
357.1,MI,"Census Tract 357.1, Wayne County, Michigan",G2601630035701,2601630035701,1,6480,3827.0,2646,2295.0,231.0,2064,209.0,13791.8660287081,,,,,2377,209.0,5.0,6.0,41.0,19.0,54.0,46.0,24.0,14.0,0.0,0.0,0.0,357.1,Yes,59.058641975308646,40.833333333333336,10.065359477124183,,14073.444444444445
357.2,MI,"Census Tract 357.2, Wayne County, Michigan",G2601630035702,2601630035702,1,858,858.0,0,284.0,171.0,113,164.0,16150.9146341463,,,,,284,164.0,0.0,0.0,4.0,16.0,19.0,76.0,44.0,5.0,0.0,0.0,0.0,357.2,Yes,100.0,0.0,60.2112676056338,,16430.348684210527
357.3,MI,"Census Tract 357.3, Wayne County, Michigan",G2601630035703,2601630035703,1,3630,3546.0,34,1113.0,752.0,361,717.0,15746.1645746165,,,,,1144,717.0,0.0,6.0,13.0,126.0,182.0,234.0,95.0,50.0,5.0,0.0,6.0,357.3,Yes,97.68595041322314,0.9366391184573003,67.56513926325248,,15341.74358974359
358.1,MI,"Census Tract 358.1, Wayne County, Michigan",G2601630035801,2601630035801,1,5689,5637.0,30,1928.0,1602.0,326,1544.0,15410.4598445596,,,,,1971,1544.0,5.0,36.0,88.0,198.0,318.0,468.0,317.0,105.0,9.0,0.0,0.0,358.1,Yes,99.08595535243452,0.5273334505185445,83.09128630705395,,15680.817307692309
358.2,MI,"Census Tract 358.2, Wayne County, Michigan",G2601630035802,2601630035802,1,4031,4018.0,0,1380.0,1157.0,223,1105.0,13790.2714932127,,,,,1389,1105.0,17.0,37.0,106.0,223.0,273.0,299.0,135.0,11.0,4.0,0.0,0.0,358.2,Yes,99.6774993798065,0.0,83.84057971014492,,14056.153846153846
359,MI,"Census Tract 359, Wayne County, Michigan",G26016300359,26016300359,1,3877,3846.0,7,1111.0,983.0,128,968.0,15511.3636363636,,,,,1122,968.0,0.0,0.0,56.0,174.0,196.0,251.0,219.0,63.0,9.0,0.0,0.0,0359,Yes,99.20041269022441,0.1805519731751354,88.47884788478848,,15582.436254980079
401.1,MI,"Census Tract 401.1, Wayne County, Michigan",G2601630040101,2601630040101,1,3655,3635.0,20,1203.0,998.0,205,920.0,21538.3152173913,,,,,1229,920.0,4.0,0.0,12.0,23.0,67.0,127.0,190.0,306.0,169.0,22.0,0.0,401.1,Yes,99.45280437756497,0.5471956224350205,82.95926849542809,,20612.62254901961
401.2,MI,"Census Tract 401.2, Wayne County, Michigan",G2601630040102,2601630040102,1,4388,4348.0,17,1441.0,1118.0,323,1038.0,19744.7013487476,,,,,1460,1038.0,0.0,4.0,5.0,33.0,79.0,187.0,276.0,382.0,72.0,0.0,0.0,401.2,Yes,99.08842297174111,0.38742023701002737,77.5850104094379,,19414.994565217392
402.1,MI,"Census Tract 402.1, Wayne County, Michigan",G2601630040201,2601630040201,1,1591,1591.0,0,587.0,485.0,102,475.0,15184.2105263158,,,,,602,475.0,0.0,5.0,23.0,83.0,129.0,130.0,54.0,51.0,0.0,0.0,0.0,402.1,Yes,100.0,0.0,82.62350936967631,,14960.255813953489
402.2,MI,"Census Tract 402.2, Wayne County, Michigan",G2601630040202,2601630040202,1,3256,3239.0,0,1043.0,930.0,113,925.0,21713.5135135135,,,,,1058,925.0,5.0,11.0,31.0,55.0,64.0,99.0,146.0,240.0,253.0,21.0,0.0,402.2,Yes,99.47788697788698,0.0,89.16586768935763,,21083.11666666667
403.1,MI,"Census Tract 403.1, Wayne County, Michigan",G2601630040301,2601630040301,1,4012,3628.0,372,1207.0,790.0,417,769.0,13103.3810143043,,,,,1265,769.0,14.0,49.0,65.0,166.0,239.0,196.0,31.0,5.0,4.0,0.0,0.0,403.1,Yes,90.42871385842473,9.272183449651047,65.45153272576636,,13451.502092050208
403.2,MI,"Census Tract 403.2, Wayne County, Michigan",G2601630040302,2601630040302,1,2829,2799.0,0,931.0,705.0,226,649.0,12360.1694915254,,,,,969,649.0,13.0,56.0,122.0,115.0,192.0,105.0,41.0,0.0,5.0,0.0,0.0,403.2,Yes,98.93955461293743,0.0,75.7250268528464,,12747.296875
404.1,MI,"Census Tract 404.1, Wayne County, Michigan",G2601630040401,2601630040401,1,3614,3583.0,8,1256.0,779.0,477,745.0,19677.8523489933,,,,,1285,745.0,0.0,0.0,6.0,9.0,75.0,142.0,212.0,245.0,56.0,0.0,0.0,404.1,Yes,99.14222468179302,0.22136137244050913,62.022292993630565,,19162.07075471698
404.2,MI,"Census Tract 404.2, Wayne County, Michigan",G2601630040402,2601630040402,1,5932,5927.0,0,2007.0,1358.0,649,1333.0,15776.256564141,,,,,2067,1333.0,11.0,77.0,109.0,205.0,205.0,223.0,176.0,307.0,20.0,0.0,0.0,404.2,Yes,99.91571139581929,0.0,67.6631788739412,,15672.37668161435
405,MI,"Census Tract 405, Wayne County, Michigan",G26016300405,26016300405,1,6817,6719.0,29,2180.0,1774.0,406,1738.0,13767.1173762946,,,,,2233,1738.0,46.0,123.0,227.0,299.0,409.0,307.0,160.0,130.0,37.0,0.0,0.0,0405,Yes,98.56241748569752,0.42540707055889687,81.37614678899082,,13566.199266503667
