Tract,State,County_name,GISJOIN,GISJOIN2,GeoRecType,Total_Population,White_Population,Black_Population,Occupied_Housing_Units,Occupied_Housing_Units_Owner,Occupied_Housing_Units_Renter,Count_Owner_Occupied_units,Avg_Value_OO_units,Count_Black_OO_units,Avg_Value_Black_OO_units,Count_Vacant_For_Sale_Only_Housing_Units,Avg_Vacant_For_Sale_Only,Total_Housing_Units,Count_Units_Value_Tabulated,less than 5k,5k_to_7499,7.5k_to_9999,10k_to_12499,12.5k_to_14999,15k_to_17499,17.5k_to_19999,20k_to_24999,25k_to_34999,35k_to_49999,50k_or_more,Tract_str,In city of Detroit?,% White Population,% Black Population,% Owner Occupied (OO) units,% Black OO units,Median_Housing_Value
2001.1,MI,"Census Tract 2001.1, Macomb County, Michigan",G2600990200101,2600990200101,1,3825,3795.0,0,1480.0,667.0,813,667.0,35256.7466266867,,,,,1533,667.0,0.0,0.0,0.0,5.0,5.0,6.0,27.0,45.0,291.0,242.0,46.0,2001.1,No,99.2156862745098,0.0,45.067567567567565,,33452.762886597935
2001.2,MI,"Census Tract 2001.2, Macomb County, Michigan",G2600990200102,2600990200102,1,3877,3873.0,0,984.0,955.0,29,950.0,22985.5263157895,,,,,990,950.0,0.0,0.0,11.0,9.0,27.0,125.0,149.0,372.0,228.0,29.0,0.0,2001.2,No,99.89682744389992,0.0,97.0528455284553,,22076.197580645163
2001.3,MI,"Census Tract 2001.3, Macomb County, Michigan",G2600990200103,2600990200103,1,3898,3898.0,0,1161.0,975.0,186,954.0,24076.2578616352,,,,,1173,954.0,0.0,5.0,15.0,24.0,60.0,43.0,102.0,365.0,285.0,55.0,0.0,2001.3,No,100.0,0.0,83.97932816537468,,23129.51095890411
2002.1,MI,"Census Tract 2002.1, Macomb County, Michigan",G2600990200201,2600990200201,1,4152,4152.0,0,1288.0,1159.0,129,1088.0,21721.0477941176,,,,,1300,1088.0,5.0,5.0,31.0,55.0,116.0,111.0,212.0,244.0,274.0,28.0,7.0,2002.1,No,100.0,0.0,89.98447204968944,,20194.633196721312
2002.2,MI,"Census Tract 2002.2, Macomb County, Michigan",G2600990200202,2600990200202,1,5562,5562.0,0,1576.0,1344.0,232,1306.0,25267.9938744257,,,,,1617,1306.0,0.0,5.0,10.0,30.0,33.0,124.0,202.0,426.0,334.0,105.0,37.0,2002.2,No,100.0,0.0,85.27918781725889,,22927.81807511737
2003.1,MI,"Census Tract 2003.1, Macomb County, Michigan",G2600990200301,2600990200301,1,3312,3312.0,0,1004.0,800.0,204,790.0,18703.4810126582,,,,,1026,790.0,12.0,17.0,41.0,61.0,63.0,162.0,157.0,166.0,105.0,6.0,0.0,2003.1,No,100.0,0.0,79.6812749003984,,18128.729299363058
2003.2,MI,"Census Tract 2003.2, Macomb County, Michigan",G2600990200302,2600990200302,1,2998,2998.0,0,820.0,683.0,137,652.0,25253.0674846626,,,,,823,652.0,0.0,0.0,0.0,9.0,6.0,41.0,42.0,279.0,265.0,0.0,10.0,2003.2,No,100.0,0.0,83.29268292682926,,24094.163082437277
2004,MI,"Census Tract 2004, Macomb County, Michigan",G26009902004,26009902004,1,4558,4558.0,0,1456.0,1090.0,366,1054.0,21004.5066413662,,,,,1494,1054.0,0.0,0.0,19.0,41.0,150.0,158.0,243.0,295.0,79.0,47.0,22.0,2004,No,100.0,0.0,74.86263736263736,,19140.29012345679
2005.1,MI,"Census Tract 2005.1, Macomb County, Michigan",G2600990200501,2600990200501,1,4366,4336.0,0,1375.0,1180.0,195,1161.0,25965.7622739018,,,,,1393,1161.0,0.0,0.0,18.0,77.0,79.0,54.0,131.0,314.0,314.0,127.0,47.0,2005.1,No,99.31287219422813,0.0,85.81818181818181,,23534.32484076433
2005.2,MI,"Census Tract 2005.2, Macomb County, Michigan",G2600990200502,2600990200502,1,2594,2589.0,0,816.0,729.0,87,729.0,31169.4101508916,,,,,828,729.0,0.0,7.0,5.0,26.0,18.0,11.0,55.0,151.0,255.0,127.0,74.0,2005.2,No,99.80724749421742,0.0,89.33823529411765,,28607.482352941177
2006.1,MI,"Census Tract 2006.1, Macomb County, Michigan",G2600990200601,2600990200601,1,3657,3635.0,6,956.0,909.0,47,899.0,24855.3948832036,,,,,966,899.0,0.0,0.0,6.0,18.0,29.0,53.0,122.0,345.0,246.0,80.0,0.0,2006.1,No,99.3984140005469,0.16406890894175555,95.0836820083682,,23216.747826086958
2006.2,MI,"Census Tract 2006.2, Macomb County, Michigan",G2600990200602,2600990200602,1,5326,5318.0,0,1334.0,1293.0,41,1273.0,23710.7227022781,,,,,1342,1273.0,0.0,4.0,6.0,10.0,23.0,89.0,189.0,553.0,384.0,10.0,5.0,2006.2,No,99.84979346601577,0.0,96.92653673163419,,22856.571428571428
2007.1,MI,"Census Tract 2007.1, Macomb County, Michigan",G2600990200701,2600990200701,1,4056,4037.0,0,1043.0,980.0,63,942.0,22208.067940552,,,,,1045,942.0,0.0,0.0,0.0,21.0,51.0,129.0,205.0,324.0,189.0,17.0,6.0,2007.1,No,99.53155818540434,0.0,93.95973154362416,,21010.600308641977
2007.2,MI,"Census Tract 2007.2, Macomb County, Michigan",G2600990200702,2600990200702,1,4650,4634.0,0,1196.0,1091.0,105,1075.0,25532.5581395349,,,,,1207,1075.0,0.0,0.0,0.0,5.0,18.0,67.0,138.0,388.0,390.0,63.0,6.0,2007.2,No,99.65591397849462,0.0,91.22073578595318,,23994.046391752578
2008.1,MI,"Census Tract 2008.1, Macomb County, Michigan",G2600990200801,2600990200801,1,2306,2302.0,0,670.0,568.0,102,563.0,22286.8561278863,,,,,682,563.0,10.0,9.0,20.0,27.0,61.0,21.0,74.0,176.0,132.0,28.0,5.0,2008.1,No,99.82653946227234,0.0,84.77611940298507,,21704.204545454544
2008.2,MI,"Census Tract 2008.2, Macomb County, Michigan",G2600990200802,2600990200802,1,4384,4380.0,0,1176.0,1014.0,162,961.0,24608.4807492196,,,,,1194,961.0,0.0,4.0,15.0,33.0,38.0,38.0,123.0,336.0,315.0,50.0,9.0,2008.2,No,99.90875912408758,0.0,86.22448979591837,,23421.934523809523
2009.1,MI,"Census Tract 2009.1, Macomb County, Michigan",G2600990200901,2600990200901,1,3579,3575.0,0,952.0,859.0,93,844.0,21454.3838862559,,,,,961,844.0,0.0,0.0,5.0,52.0,48.0,129.0,170.0,276.0,147.0,6.0,11.0,2009.1,No,99.88823693769208,0.0,90.23109243697479,,20335.077898550724
2009.2,MI,"Census Tract 2009.2, Macomb County, Michigan",G2600990200902,2600990200902,1,3551,3494.0,0,941.0,857.0,84,827.0,23672.9141475212,,,,,952,827.0,5.0,0.0,5.0,10.0,44.0,64.0,135.0,294.0,229.0,41.0,0.0,2009.2,No,98.39481836102506,0.0,91.07332624867162,,22567.51360544218
2009.3,MI,"Census Tract 2009.3, Macomb County, Michigan",G2600990200903,2600990200903,1,2526,2526.0,0,616.0,,,592.0,26754.6452702703,,,,,616,592.0,0.0,0.0,0.0,5.0,0.0,9.0,55.0,218.0,261.0,44.0,0.0,2009.3,No,100.0,0.0,,,25363.94827586207
2010.1,MI,"Census Tract 2010.1, Macomb County, Michigan",G2600990201001,2600990201001,1,4069,3919.0,147,1035.0,935.0,100,793.0,23332.2824716267,31.0,12338.7096774194,,,1039,793.0,0.0,12.0,0.0,19.0,39.0,22.0,72.0,400.0,221.0,8.0,0.0,2010.1,No,96.31359056279184,3.6126812484639963,90.33816425120773,3.909205548549811,22911.9175
2010.2,MI,"Census Tract 2010.2, Macomb County, Michigan",G2600990201002,2600990201002,1,4140,4140.0,0,1052.0,982.0,70,956.0,22256.5376569038,,,,,1061,956.0,6.0,0.0,9.0,5.0,50.0,82.0,183.0,448.0,148.0,20.0,5.0,2010.2,No,100.0,0.0,93.34600760456274,,21601.2421875
2010.3,MI,"Census Tract 2010.3, Macomb County, Michigan",G2600990201003,2600990201003,1,3606,3606.0,0,878.0,840.0,38,830.0,24617.4698795181,,,,,886,830.0,0.0,0.0,11.0,5.0,6.0,41.0,161.0,358.0,196.0,31.0,21.0,2010.3,No,100.0,0.0,95.67198177676538,,22674.046089385476
2010.4,MI,"Census Tract 2010.4, Macomb County, Michigan",G2600990201004,2600990201004,1,3094,3085.0,0,744.0,713.0,31,708.0,21310.0282485876,,,,,754,708.0,0.0,7.0,28.0,17.0,31.0,74.0,151.0,282.0,104.0,9.0,5.0,2010.4,No,99.70911441499678,0.0,95.83333333333334,,20824.30319148936
2011.1,MI,"Census Tract 2011.1, Macomb County, Michigan",G2600990201101,2600990201101,1,2770,2770.0,0,779.0,723.0,56,676.0,27446.375739645,,,,,791,676.0,0.0,0.0,5.0,21.0,27.0,5.0,59.0,206.0,252.0,88.0,13.0,2011.1,No,100.0,0.0,92.81129653401797,,25615.01785714286
2011.2,MI,"Census Tract 2011.2, Macomb County, Michigan",G2600990201102,2600990201102,1,6369,6369.0,0,1763.0,1714.0,49,1701.0,20211.7871840094,,,,,1773,1701.0,9.0,11.0,5.0,102.0,185.0,243.0,467.0,419.0,211.0,49.0,0.0,2011.2,No,100.0,0.0,97.22064662507091,,19083.948608137045
2012.1,MI,"Census Tract 2012.1, Macomb County, Michigan",G2600990201201,2600990201201,1,5051,5051.0,0,1461.0,,,1424.0,25157.1278089888,,,,,1465,1424.0,0.0,0.0,20.0,19.0,60.0,58.0,184.0,525.0,436.0,114.0,8.0,2012.1,No,100.0,0.0,,,23537.38761904762
2012.2,MI,"Census Tract 2012.2, Macomb County, Michigan",G2600990201202,2600990201202,1,3104,3082.0,0,950.0,862.0,88,815.0,18667.1779141104,,,,,958,815.0,0.0,9.0,28.0,67.0,109.0,155.0,157.0,207.0,79.0,4.0,0.0,2012.2,No,99.29123711340206,0.0,90.73684210526316,,18136.68789808917
2013.1,MI,"Census Tract 2013.1, Macomb County, Michigan",G2600990201301,2600990201301,1,3242,3230.0,0,1086.0,906.0,180,849.0,18285.0412249706,,,,,1103,849.0,4.0,4.0,17.0,98.0,118.0,131.0,218.0,190.0,65.0,4.0,0.0,2013.1,No,99.62985811227637,0.0,83.42541436464089,,18107.55504587156
2013.2,MI,"Census Tract 2013.2, Macomb County, Michigan",G2600990201302,2600990201302,1,7382,7293.0,0,2203.0,1898.0,305,1804.0,19992.5166297118,,,,,2253,1804.0,4.0,26.0,35.0,113.0,215.0,285.0,350.0,479.0,259.0,38.0,0.0,2013.2,No,98.79436467082091,0.0,86.1552428506582,,19102.93
2014.1,MI,"Census Tract 2014.1, Macomb County, Michigan",G2600990201401,2600990201401,1,7472,7439.0,0,2083.0,1807.0,276,1720.0,19005.523255814,,,,,2101,1720.0,17.0,10.0,24.0,83.0,222.0,324.0,431.0,446.0,155.0,8.0,0.0,2014.1,No,99.5583511777302,0.0,86.74987998079693,,18546.564965197216
2014.2,MI,"Census Tract 2014.2, Macomb County, Michigan",G2600990201402,2600990201402,1,6106,6054.0,0,1599.0,1450.0,149,1398.0,21269.8497854077,,,,,1610,1398.0,4.0,14.0,14.0,37.0,135.0,126.0,273.0,542.0,237.0,11.0,5.0,2014.2,No,99.14837864395678,0.0,90.6816760475297,,20890.04335793358
2014.3,MI,"Census Tract 2014.3, Macomb County, Michigan",G2600990201403,2600990201403,1,4385,4385.0,0,1152.0,1082.0,70,1043.0,26639.5014381592,,,,,1158,1043.0,0.0,0.0,0.0,0.0,0.0,37.0,77.0,485.0,329.0,111.0,4.0,2014.3,No,100.0,0.0,93.92361111111111,,24205.344329896907
2015.1,MI,"Census Tract 2015.1, Macomb County, Michigan",G2600990201501,2600990201501,1,4431,3835.0,596,1338.0,947.0,391,590.0,20572.4576271186,102.0,13455.8823529412,,,1369,590.0,9.0,10.0,18.0,36.0,35.0,31.0,97.0,259.0,95.0,0.0,0.0,2015.1,No,86.54931166779508,13.450688332204919,70.77727952167415,17.28813559322034,21148.41891891892
2015.2,MI,"Census Tract 2015.2, Macomb County, Michigan",G2600990201502,2600990201502,1,2717,2684.0,0,605.0,580.0,25,576.0,20976.5625,,,,,607,576.0,0.0,0.0,6.0,0.0,24.0,72.0,166.0,243.0,65.0,0.0,0.0,2015.2,No,98.78542510121457,0.0,95.86776859504133,,20421.72633744856
2015.3,MI,"Census Tract 2015.3, Macomb County, Michigan",G2600990201503,2600990201503,1,2501,2501.0,0,620.0,542.0,78,531.0,17937.8531073446,,,,,620,531.0,0.0,5.0,4.0,39.0,50.0,143.0,175.0,103.0,8.0,4.0,0.0,2015.3,No,100.0,0.0,87.41935483870968,,17857.0
2015.4,MI,"Census Tract 2015.4, Macomb County, Michigan",G2600990201504,2600990201504,1,2763,2748.0,0,856.0,546.0,310,514.0,20950.8754863813,,,,,883,514.0,0.0,6.0,6.0,4.0,41.0,46.0,122.0,233.0,47.0,9.0,0.0,2015.4,No,99.45711183496199,0.0,63.78504672897196,,20697.28540772532
2016.1,MI,"Census Tract 2016.1, Macomb County, Michigan",G2600990201601,2600990201601,1,3636,3630.0,0,950.0,831.0,119,795.0,17567.6100628931,,,,,966,795.0,0.0,5.0,22.0,78.0,145.0,199.0,200.0,94.0,42.0,5.0,5.0,2016.1,No,99.83498349834984,0.0,87.47368421052632,,16858.552763819094
2016.2,MI,"Census Tract 2016.2, Macomb County, Michigan",G2600990201602,2600990201602,1,2708,2698.0,0,725.0,616.0,109,611.0,19864.9754500818,,,,,733,611.0,5.0,0.0,10.0,33.0,79.0,108.0,102.0,175.0,99.0,0.0,0.0,2016.2,No,99.63072378138847,0.0,84.9655172413793,,19239.5
2016.3,MI,"Census Tract 2016.3, Macomb County, Michigan",G2600990201603,2600990201603,1,3515,3503.0,0,1026.0,842.0,184,702.0,16709.4017094017,,,,,1058,702.0,5.0,9.0,36.0,72.0,159.0,118.0,176.0,91.0,36.0,0.0,0.0,2016.3,No,99.65860597439546,0.0,82.06627680311891,,16493.04661016949
2017.1,MI,"Census Tract 2017.1, Macomb County, Michigan",G2600990201701,2600990201701,1,2211,2211.0,0,566.0,502.0,64,493.0,17502.5354969574,,,,,572,493.0,5.0,0.0,23.0,44.0,74.0,95.0,147.0,82.0,18.0,5.0,0.0,2017.1,No,100.0,0.0,88.69257950530034,,17602.0
2017.2,MI,"Census Tract 2017.2, Macomb County, Michigan",G2600990201702,2600990201702,1,2623,2623.0,0,655.0,623.0,32,623.0,16821.8298555377,,,,,662,623.0,0.0,10.0,11.0,42.0,136.0,131.0,198.0,95.0,0.0,0.0,0.0,2017.2,No,100.0,0.0,95.1145038167939,,17155.625954198473
2017.3,MI,"Census Tract 2017.3, Macomb County, Michigan",G2600990201703,2600990201703,1,4526,4485.0,0,1146.0,1018.0,128,1010.0,17497.5247524752,,,,,1159,1010.0,0.0,15.0,17.0,45.0,138.0,322.0,307.0,134.0,27.0,5.0,0.0,2017.3,No,99.09412284577994,0.0,88.8307155322862,,17254.532608695652
2017.4,MI,"Census Tract 2017.4, Macomb County, Michigan",G2600990201704,2600990201704,1,2374,2365.0,0,656.0,528.0,128,478.0,18878.1380753138,,,,,656,478.0,0.0,11.0,10.0,31.0,58.0,75.0,98.0,158.0,37.0,0.0,0.0,2017.4,No,99.62089300758214,0.0,80.48780487804879,,18889.75
2018.1,MI,"Census Tract 2018.1, Macomb County, Michigan",G2600990201801,2600990201801,1,2567,2562.0,5,694.0,605.0,89,605.0,22729.3388429752,,,,,710,605.0,0.0,5.0,0.0,24.0,21.0,61.0,110.0,229.0,139.0,10.0,6.0,2018.1,No,99.80522010128556,0.19477989871445267,87.1757925072046,,21790.034934497817
2018.2,MI,"Census Tract 2018.2, Macomb County, Michigan",G2600990201802,2600990201802,1,2545,2539.0,0,713.0,609.0,104,546.0,16791.2087912088,,,,,723,546.0,8.0,19.0,42.0,69.0,70.0,110.0,134.0,54.0,24.0,16.0,0.0,2018.2,No,99.76424361493123,0.0,85.41374474053296,,16488.04090909091
2018.3,MI,"Census Tract 2018.3, Macomb County, Michigan",G2600990201803,2600990201803,1,4867,4867.0,0,1322.0,1186.0,136,1117.0,18308.8630259624,,,,,1335,1117.0,6.0,25.0,42.0,132.0,103.0,206.0,202.0,348.0,38.0,0.0,15.0,2018.3,No,100.0,0.0,89.7125567322239,,18056.70792079208
2018.4,MI,"Census Tract 2018.4, Macomb County, Michigan",G2600990201804,2600990201804,1,2072,2048.0,0,505.0,,,477.0,22801.3626834382,,,,,505,477.0,0.0,0.0,6.0,0.0,5.0,30.0,66.0,276.0,94.0,0.0,0.0,2018.4,No,98.84169884169884,0.0,,,22390.82608695652
2019.1,MI,"Census Tract 2019.1, Macomb County, Michigan",G2600990201901,2600990201901,1,4420,4420.0,0,1025.0,967.0,58,960.0,23860.6770833333,,,,,1047,960.0,0.0,9.0,5.0,4.0,6.0,28.0,101.0,524.0,279.0,4.0,0.0,2019.1,No,100.0,0.0,94.34146341463415,,23124.375
2019.2,MI,"Census Tract 2019.2, Macomb County, Michigan",G2600990201902,2600990201902,1,6079,6055.0,0,1734.0,1179.0,555,1153.0,18698.8291413703,,,,,1768,1153.0,16.0,22.0,35.0,113.0,62.0,178.0,345.0,282.0,90.0,4.0,6.0,2019.2,No,99.60519822339201,0.0,67.99307958477509,,18593.765217391305
2019.3,MI,"Census Tract 2019.3, Macomb County, Michigan",G2600990201903,2600990201903,1,4051,4008.0,0,1327.0,806.0,521,796.0,27305.2763819095,,,,,1400,796.0,0.0,0.0,0.0,28.0,25.0,52.0,123.0,235.0,180.0,111.0,42.0,2019.3,No,98.93853369538385,0.0,60.73850791258478,,23626.934042553192
2020.1,MI,"Census Tract 2020.1, Macomb County, Michigan",G2600990202001,2600990202001,1,5329,5329.0,0,1234.0,1189.0,45,1169.0,26047.9041916168,,,,,1240,1169.0,0.0,0.0,0.0,4.0,23.0,33.0,118.0,422.0,507.0,62.0,0.0,2020.1,No,100.0,0.0,96.35332252836305,,24821.310426540284
2020.2,MI,"Census Tract 2020.2, Macomb County, Michigan",G2600990202002,2600990202002,1,410,410.0,0,102.0,69.0,33,64.0,25605.46875,,,,,108,64.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,16.0,25.0,6.0,0.0,2020.2,No,100.0,0.0,67.64705882352942,,24842.78125
2020.3,MI,"Census Tract 2020.3, Macomb County, Michigan",G2600990202003,2600990202003,1,2097,2097.0,0,578.0,505.0,73,469.0,26210.0213219616,,,,,587,469.0,0.0,4.0,5.0,21.0,32.0,44.0,50.0,100.0,128.0,74.0,11.0,2020.3,No,100.0,0.0,87.37024221453287,,23949.21
2021,MI,"Census Tract 2021, Macomb County, Michigan",G26009902021,26009902021,1,4032,4032.0,0,1092.0,928.0,164,877.0,27122.2919042189,,,35,26607.1428571429,1132,877.0,0.0,6.0,10.0,17.0,23.0,52.0,65.0,263.0,308.0,117.0,16.0,2021,No,100.0,0.0,84.98168498168498,,25097.39285714286
2022.1,MI,"Census Tract 2022.1, Macomb County, Michigan",G2600990202201,2600990202201,1,9409,9403.0,0,2338.0,1948.0,390,1918.0,27506.5172054223,,,,,2385,1918.0,0.0,0.0,0.0,11.0,23.0,55.0,79.0,491.0,1169.0,90.0,0.0,2022.1,No,99.93623126793496,0.0,83.3190761334474,,27570.31608212147
2022.2,MI,"Census Tract 2022.2, Macomb County, Michigan",G2600990202202,2600990202202,1,7670,7649.0,0,2081.0,1558.0,523,1552.0,29480.5090206186,,,,,2277,1552.0,0.0,5.0,0.0,0.0,15.0,31.0,56.0,336.0,864.0,241.0,4.0,2022.2,No,99.72620599739244,0.0,74.86785199423353,,28859.567708333332
2022.3,MI,"Census Tract 2022.3, Macomb County, Michigan",G2600990202203,2600990202203,1,8648,8633.0,0,2157.0,1915.0,242,1906.0,28753.9349422875,,,,,2181,1906.0,0.0,0.0,0.0,4.0,23.0,33.0,90.0,458.0,1060.0,238.0,0.0,2022.3,No,99.82654949121184,0.0,88.78071395456652,,28259.108018867926
2022.4,MI,"Census Tract 2022.4, Macomb County, Michigan",G2600990202204,2600990202204,1,7556,7533.0,0,1744.0,,,1728.0,31694.8784722222,,,,,1749,1728.0,0.0,0.0,0.0,0.0,9.0,46.0,40.0,333.0,825.0,434.0,41.0,2022.4,No,99.69560614081526,0.0,,,30290.379999999997
2022.5,MI,"Census Tract 2022.5, Macomb County, Michigan",G2600990202205,2600990202205,1,4324,4324.0,0,1043.0,1018.0,25,1018.0,33982.3182711198,,,,,1050,1018.0,4.0,0.0,0.0,4.0,4.0,18.0,44.0,148.0,364.0,389.0,43.0,2022.5,No,100.0,0.0,97.60306807286673,,32897.56181318681
2022.6,MI,"Census Tract 2022.6, Macomb County, Michigan",G2600990202206,2600990202206,1,4855,4841.0,0,1604.0,1050.0,554,766.0,37828.0026109661,,,,,1632,766.0,0.0,0.0,0.0,0.0,5.0,5.0,15.0,86.0,220.0,348.0,87.0,2022.6,No,99.71163748712667,0.0,65.46134663341647,,37262.78017241379
2023.1,MI,"Census Tract 2023.1, Macomb County, Michigan",G2600990202301,2600990202301,1,1536,1492.0,4,488.0,393.0,95,274.0,17239.9635036496,,,,,492,274.0,0.0,0.0,14.0,34.0,16.0,73.0,92.0,35.0,10.0,0.0,0.0,2023.1,No,97.13541666666666,0.26041666666666663,80.5327868852459,,17513.581521739132
2023.2,MI,"Census Tract 2023.2, Macomb County, Michigan",G2600990202302,2600990202302,1,9362,9304.0,0,2695.0,2229.0,466,1808.0,27063.0530973451,,,,,2730,1808.0,0.0,0.0,6.0,26.0,26.0,56.0,140.0,527.0,872.0,150.0,5.0,2023.2,No,99.38047425763725,0.0,82.708719851577,,26416.142775229357
2023.3,MI,"Census Tract 2023.3, Macomb County, Michigan",G2600990202303,2600990202303,1,7180,7180.0,0,1954.0,1457.0,497,1441.0,28036.0860513532,,,,,1982,1441.0,0.0,0.0,0.0,5.0,10.0,43.0,60.0,371.0,834.0,118.0,0.0,2023.3,No,100.0,0.0,74.56499488229274,,27781.496402877696
2023.4,MI,"Census Tract 2023.4, Macomb County, Michigan",G2600990202304,2600990202304,1,4174,4174.0,0,1044.0,939.0,105,931.0,28964.8227712137,,,,,1056,931.0,0.0,0.0,0.0,6.0,17.0,27.0,45.0,193.0,503.0,140.0,0.0,2023.4,No,100.0,0.0,89.9425287356322,,28538.41351888668
2024.1,MI,"Census Tract 2024.1, Macomb County, Michigan",G2600990202401,2600990202401,1,7450,7444.0,6,1964.0,1549.0,415,1523.0,25476.8548916612,,,,,1986,1523.0,0.0,0.0,13.0,56.0,10.0,57.0,111.0,572.0,647.0,45.0,12.0,2024.1,No,99.91946308724832,0.08053691275167785,78.86965376782076,,24500.847902097903
2024.2,MI,"Census Tract 2024.2, Macomb County, Michigan",G2600990202402,2600990202402,1,2960,2960.0,0,645.0,,,615.0,24717.4796747967,,,,,649,615.0,0.0,0.0,0.0,5.0,21.0,22.0,71.0,260.0,217.0,19.0,0.0,2024.2,No,100.0,0.0,,,23633.88846153846
2024.3,MI,"Census Tract 2024.3, Macomb County, Michigan",G2600990202403,2600990202403,1,1062,1062.0,0,295.0,258.0,37,258.0,18421.511627907,,,,,305,258.0,4.0,17.0,14.0,9.0,25.0,21.0,65.0,78.0,25.0,0.0,0.0,2024.3,No,100.0,0.0,87.45762711864407,,19018.623076923075
2025,MI,"Census Tract 2025, Macomb County, Michigan",G26009902025,26009902025,1,7761,7756.0,0,1945.0,1783.0,162,1756.0,17345.9567198178,,,,,1962,1756.0,12.0,30.0,42.0,153.0,265.0,458.0,404.0,328.0,58.0,0.0,6.0,2025,No,99.93557531245973,0.0,91.67095115681234,,17054.308951965068
2026,MI,"Census Tract 2026, Macomb County, Michigan",G26009902026,26009902026,1,10180,10118.0,0,2954.0,2554.0,400,2515.0,15869.2842942346,,,,,2999,2515.0,15.0,26.0,113.0,331.0,526.0,703.0,502.0,274.0,25.0,0.0,0.0,2026,No,99.3909626719057,0.0,86.45903859174001,,15878.027027027027
2027,MI,"Census Tract 2027, Macomb County, Michigan",G26009902027,26009902027,1,8109,8079.0,0,2423.0,1944.0,479,1701.0,15498.3833039389,,,,,2462,1701.0,24.0,63.0,86.0,274.0,327.0,411.0,278.0,197.0,41.0,0.0,0.0,2027,No,99.63004069552349,0.0,80.23111844820471,,15468.182481751825
2028,MI,"Census Tract 2028, Macomb County, Michigan",G26009902028,26009902028,1,12404,12398.0,0,3771.0,2903.0,868,2763.0,14388.9793702497,,,25,14350,3872,2763.0,58.0,128.0,296.0,458.0,562.0,624.0,383.0,221.0,33.0,0.0,0.0,2028,No,99.95162850693325,0.0,76.9822328294882,,14465.405693950179
2029.1,MI,"Census Tract 2029.1, Macomb County, Michigan",G2600990202901,2600990202901,1,6730,6697.0,0,1884.0,1710.0,174,1660.0,19530.1204819277,,,,,1909,1660.0,0.0,16.0,40.0,127.0,200.0,327.0,256.0,464.0,203.0,27.0,0.0,2029.1,No,99.50965824665676,0.0,90.76433121019109,,18676.287109375
2029.2,MI,"Census Tract 2029.2, Macomb County, Michigan",G2600990202902,2600990202902,1,6568,6518.0,15,2169.0,1444.0,725,1156.0,19302.3356401384,,,,,2240,1156.0,16.0,15.0,26.0,109.0,150.0,153.0,203.0,297.0,182.0,5.0,0.0,2029.2,No,99.23873325213155,0.22838002436053592,66.57445827570308,,18847.98275862069
2030.1,MI,"Census Tract 2030.1, Macomb County, Michigan",G2600990203001,2600990203001,1,4332,4332.0,0,1301.0,1104.0,197,820.0,20188.7195121951,,,,,1311,820.0,6.0,5.0,33.0,51.0,61.0,135.0,166.0,211.0,137.0,15.0,0.0,2030.1,No,100.0,0.0,84.85780169100691,,19298.97891566265
2030.2,MI,"Census Tract 2030.2, Macomb County, Michigan",G2600990203002,2600990203002,1,5511,5473.0,0,1451.0,1354.0,97,1324.0,24512.8398791541,,,,,1457,1324.0,0.0,12.0,17.0,40.0,66.0,60.0,177.0,364.0,528.0,60.0,0.0,2030.2,No,99.3104699691526,0.0,93.31495520330806,,23989.58653846154
2030.3,MI,"Census Tract 2030.3, Macomb County, Michigan",G2600990203003,2600990203003,1,793,793.0,0,247.0,188.0,59,182.0,19381.8681318681,,,,,253,182.0,5.0,6.0,11.0,25.0,21.0,21.0,16.0,36.0,31.0,10.0,0.0,2030.3,No,100.0,0.0,76.11336032388664,,17890.46875
2030.4,MI,"Census Tract 2030.4, Macomb County, Michigan",G2600990203004,2600990203004,1,6100,6066.0,0,1592.0,1365.0,227,1339.0,25050.4107542943,,,,,1604,1339.0,0.0,0.0,11.0,10.0,26.0,86.0,189.0,450.0,495.0,72.0,0.0,2030.4,No,99.44262295081967,0.0,85.74120603015075,,23865.893333333333
2030.5,MI,"Census Tract 2030.5, Macomb County, Michigan",G2600990203005,2600990203005,1,4747,4743.0,0,1347.0,1296.0,51,906.0,28471.3024282561,,,,,1347,906.0,0.0,5.0,0.0,6.0,11.0,31.0,25.0,205.0,541.0,68.0,14.0,2030.5,No,99.9157362544765,0.0,96.21380846325167,,28151.256007393717
2031.1,MI,"Census Tract 2031.1, Macomb County, Michigan",G2600990203101,2600990203101,1,2329,2313.0,0,633.0,,,601.0,26553.6605657238,,,,,636,601.0,0.0,14.0,15.0,20.0,20.0,21.0,41.0,116.0,282.0,72.0,0.0,2031.1,No,99.31300987548303,0.0,,,26914.702127659573
2031.2,MI,"Census Tract 2031.2, Macomb County, Michigan",G2600990203102,2600990203102,1,6438,6330.0,88,1603.0,1406.0,197,1388.0,26541.7867435159,,,,,1624,1388.0,0.0,10.0,0.0,17.0,31.0,50.0,94.0,466.0,607.0,108.0,5.0,2031.2,No,98.3224603914259,1.3668841255048152,87.7105427323768,,25436.529654036243
2032.1,MI,"Census Tract 2032.1, Macomb County, Michigan",G2600990203201,2600990203201,1,3588,3576.0,12,856.0,,,832.0,31177.8846153846,,,,,856,832.0,0.0,0.0,0.0,5.0,11.0,4.0,26.0,125.0,458.0,203.0,0.0,2032.1,No,99.66555183946488,0.33444816053511706,,,30359.72598253275
