TRACTA,GISJOIN_y,Year,State Name,County Name,Geo_name,GISJOIN2,Total_Population,Total_Pop_White,Total_Pop_Black,Total_Pop_American_Indian,Total_Pop_Asian_Pacific_Islander,Total_Pop_Other,Percent_Pop_White,Percent_Pop_Black,Percent_Pop_American_Indian,Percent_Pop_Asian_Pacific_Islander,Percent_Pop_Other,Owner_Occupied_Housing_Units,Renter_Occupied_Housing_Units,Percent_Owner_Occupied_Housing_Units,Percent_Renter_Occupied_Housing_Units,Median_Owner_Costs_With_Mortgage,Median_Owner_Costs_Not_Mortgaged,Tract_numeric,In city of Detroit?,Owner occupied,Renter occupied,"American Indian, Eskimo, and Aleut",Asian and Pacific Islander,Owner occupied >> White,Owner occupied >> Black,"Owner occupied >> American Indian, Eskimo, and Aleut",Owner occupied >> Asian and Pacific Islander,Owner occupied >> Other,Renter occupied >> White,Renter occupied >> Black,"Renter occupied >> American Indian, Eskimo, and Aleut",Renter occupied >> Asian and Pacific Islander,Renter occupied >> Other,"Less than $10,000","$10,000-$14,999","$15,000-$19,999","$20,000-$24,999","$25,000-$29,999","$30,000-$34,999","$35,000-$39,999","$40,000-$49,999","$50,000-$79,999","$80,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000 or more",Median value,% Black OO units
5542,G26016305542,1980,Michigan,Wayne,Census Tract 5542,2601630554200,3826,3779,2,6,27,12,98.77,0.05,0.16,0.71,0.31,1096,148,88.1,11.9,285,143,5542.0,No,1096,148,3,5,1085,0,0,4,0,145,0,0,1,0,4,23,42,99,162,194,174,265,84,0,2,0,0,35014,0.0
5543,G26016305543,1980,Michigan,Wayne,Census Tract 5543,2601630554300,6656,6606,6,4,24,16,99.25,0.09,0.06,0.36,0.24,2065,94,95.65,4.35,325,162,5543.0,No,2065,94,2,4,2055,0,0,0,0,93,0,0,0,0,6,18,24,56,111,208,299,701,477,17,1,0,1,43388,0.0
5544,G26016305544,1980,Michigan,Wayne,Census Tract 5544,2601630554400,3983,3966,7,3,4,3,99.57,0.18,0.08,0.1,0.08,1141,114,90.92,9.08,306,145,5544.0,No,1141,114,2,3,1132,0,0,0,0,114,0,0,0,0,2,8,19,67,127,182,201,329,151,1,0,0,0,38445,0.0
5545,G26016305545,1980,Michigan,Wayne,Census Tract 5545,2601630554500,3478,3455,4,13,1,5,99.34,0.12,0.37,0.03,0.14,999,300,76.91,23.09,290,131,5545.0,No,999,300,7,1,992,0,4,0,0,296,0,3,0,0,12,17,39,106,154,213,188,181,38,1,0,0,0,33439,0.0
5546,G26016305546,1980,Michigan,Wayne,Census Tract 5546,2601630554600,4639,4593,23,9,4,10,99.01,0.5,0.19,0.09,0.22,1499,58,96.27,3.73,327,158,5546.0,No,1499,58,2,2,1492,0,0,0,0,58,0,0,0,0,1,9,16,49,100,154,209,475,390,19,1,1,0,43663,0.0
5547,G26016305547,1980,Michigan,Wayne,Census Tract 5547,2601630554700,3077,3059,0,7,4,7,99.42,0,0.23,0.13,0.23,965,41,95.92,4.08,386,189,5547.0,No,965,41,0,1,962,0,0,0,0,41,0,0,0,0,3,2,9,19,59,61,67,183,394,69,48,6,0,54340,0.0
5548,G26016305548,1980,Michigan,Wayne,Census Tract 5548,2601630554800,4097,4056,8,6,17,10,99,0.2,0.15,0.41,0.24,1391,180,88.54,11.46,400,191,5548.0,No,1391,180,1,5,1379,2,0,5,0,177,3,0,0,0,0,2,11,18,47,58,97,230,727,49,4,0,0,56541,0.14378145219266716
5549,G26016305549,1980,Michigan,Wayne,Census Tract 5549,2601630554900,1993,1972,4,0,15,2,98.95,0.2,0,0.75,0.1,678,26,96.31,3.69,334,173,5549.0,No,676,17,0,2,672,0,0,0,0,17,0,0,0,0,0,0,3,6,17,30,53,238,301,0,1,0,0,49055,0.0
5550,G26016305550,1980,Michigan,Wayne,Census Tract 5550,2601630555000,2014,2005,0,1,3,5,99.55,0,0.05,0.15,0.25,634,17,97.39,2.61,297,172,5550.0,No,640,26,1,0,637,0,0,0,0,26,0,0,0,0,1,0,3,17,25,52,68,208,246,2,0,0,0,46971,0.0
5551,G26016305551,1980,Michigan,Wayne,Census Tract 5551,2601630555100,1887,1845,0,8,17,17,97.77,0,0.42,0.9,0.9,578,71,89.06,10.94,286,144,5551.0,No,574,71,1,5,565,0,0,4,0,69,0,0,1,0,1,7,10,33,51,74,75,125,110,1,0,0,0,39500,0.0
5552,G26016305552,1980,Michigan,Wayne,Census Tract 5552,2601630555200,3723,3692,7,8,1,15,99.17,0.19,0.21,0.03,0.4,1223,34,97.3,2.7,333,153,5552.0,No,1223,34,2,1,1215,0,0,0,0,34,0,0,0,0,2,5,6,17,65,117,161,450,351,2,0,0,1,44789,0.0
5553,G26016305553,1980,Michigan,Wayne,Census Tract 5553,2601630555300,3891,3844,0,6,7,34,98.79,0,0.15,0.18,0.87,1241,82,93.8,6.2,318,160,5553.0,No,1241,82,4,1,1229,0,0,0,8,79,0,0,0,2,1,4,4,21,60,109,147,477,357,2,0,0,0,45136,0.0
5554,G26016305554,1980,Michigan,Wayne,Census Tract 5554,2601630555400,3161,3122,9,1,20,9,98.77,0.28,0.03,0.63,0.28,1095,27,97.59,2.41,342,171,5554.0,No,1086,36,1,7,1073,0,0,7,0,36,0,0,0,0,0,4,1,17,50,112,128,387,303,31,5,0,0,45349,0.0
5555,G26016305555,1980,Michigan,Wayne,Census Tract 5555,2601630555500,3465,3440,1,3,3,18,99.28,0.03,0.09,0.09,0.52,1261,50,96.19,3.81,315,175,5555.0,No,1261,50,1,1,1254,0,0,0,6,49,0,0,0,0,0,2,5,10,24,63,80,354,550,4,2,0,0,50491,0.0
5556,G26016305556,1980,Michigan,Wayne,Census Tract 5556,2601630555600,3248,3215,0,1,15,17,98.98,0,0.03,0.46,0.52,1046,76,93.23,6.77,355,175,5556.0,No,1046,76,0,3,1041,0,0,0,0,74,0,0,0,0,0,1,2,5,12,39,63,305,538,7,1,0,0,53318,0.0
5560,G26016305560,1980,Michigan,Wayne,Census Tract 5560,2601630556000,2475,2416,3,18,26,12,97.62,0.12,0.73,1.05,0.48,711,54,92.94,7.06,310,153,5560.0,No,710,72,6,5,698,0,5,0,0,71,0,1,0,0,2,11,27,35,58,81,107,272,89,1,0,0,0,40754,0.0
5561,G26016305561,1980,Michigan,Wayne,Census Tract 5561,2601630556100,1783,1761,1,4,10,7,98.77,0.06,0.22,0.56,0.39,497,42,92.21,7.79,389,197,5561.0,No,498,24,3,2,492,0,0,0,0,24,0,0,0,0,1,1,3,8,17,27,41,99,273,5,1,1,1,54615,0.0
5562,G26016305562,1980,Michigan,Wayne,Census Tract 5562,2601630556200,2736,2708,6,3,7,12,98.98,0.22,0.11,0.26,0.44,578,595,49.28,50.72,412,194,5562.0,No,578,595,2,1,570,1,0,0,0,590,5,0,0,0,0,2,8,21,22,41,40,106,225,80,11,0,0,55067,0.17301038062283738
5563,G26016305563,1980,Michigan,Wayne,Census Tract 5563,2601630556300,2819,2787,1,9,16,6,98.86,0.04,0.32,0.57,0.21,845,63,93.06,6.94,366,194,5563.0,No,876,53,3,3,868,0,0,0,0,52,0,0,0,0,9,1,5,7,10,17,26,111,523,36,9,0,0,60956,0.0
5564,G26016305564,1980,Michigan,Wayne,Census Tract 5564,2601630556400,944,930,0,1,12,1,98.52,0,0.11,1.27,0.11,198,152,56.57,43.43,651,245,5564.0,No,213,148,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,6,36,74,75,3,0,93919,0.0
5565,G26016305565,1980,Michigan,Wayne,Census Tract 5565,2601630556500,910,902,1,1,4,2,99.12,0.11,0.11,0.44,0.22,415,8,98.11,1.89,480,251,5565.0,No,369,22,1,2,366,0,0,0,0,22,0,0,0,0,0,0,1,3,1,4,1,11,80,23,12,0,1,67812,0.0
5566,G26016305566,1980,Michigan,Wayne,Census Tract 5566,2601630556600,4124,4057,0,10,34,23,98.38,0,0.24,0.82,0.56,1111,15,98.67,1.33,547,251,5566.0,No,1116,10,3,10,1098,0,0,10,0,8,0,0,0,0,0,0,1,1,1,1,1,14,271,490,270,12,2,89878,0.0
5567,G26016305567,1980,Michigan,Wayne,Census Tract 5567,2601630556700,2717,2623,0,8,85,1,96.54,0,0.29,3.13,0.04,777,37,95.45,4.55,621,221,5567.0,No,767,27,2,20,746,0,0,0,0,26,0,0,0,0,0,3,9,7,9,10,21,52,181,143,267,32,2,90629,0.0
5568,G26016305568,1980,Michigan,Wayne,Census Tract 5568,2601630556800,1871,1854,0,0,14,3,99.09,0,0,0.75,0.16,543,9,98.37,1.63,479,232,5568.0,No,553,19,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,7,9,41,209,163,88,2,0,78565,0.0
5569,G26016305569,1980,Michigan,Wayne,Census Tract 5569,2601630556900,3843,3776,0,1,53,13,98.26,0,0.03,1.38,0.34,1076,144,88.2,11.8,443,211,5569.0,No,1076,144,1,15,1060,0,0,14,0,143,0,0,1,0,2,2,2,6,7,14,27,107,684,149,27,0,1,65219,0.0
5570,G26016305570,1980,Michigan,Wayne,Census Tract 5570,2601630557000,3511,3421,24,6,27,33,97.44,0.68,0.17,0.77,0.94,933,289,76.35,23.65,354,180,5570.0,No,933,289,1,11,922,1,0,2,0,269,9,0,9,0,1,9,13,41,40,70,87,220,369,11,4,0,1,47818,0.10718113612004287
5571,G26016305571,1980,Michigan,Wayne,Census Tract 5571,2601630557100,2788,2759,6,4,8,11,98.96,0.22,0.14,0.29,0.39,699,214,76.56,23.44,386,201,5571.0,No,699,214,0,2,694,0,0,0,2,210,0,0,0,3,1,1,11,13,22,24,45,140,329,64,16,0,1,56976,0.0
5572,G26016305572,1980,Michigan,Wayne,Census Tract 5572,2601630557200,2086,2068,1,1,8,8,99.14,0.05,0.05,0.38,0.38,700,11,98.45,1.55,399,217,5572.0,No,641,24,1,2,632,0,0,0,5,24,0,0,0,0,0,0,6,16,5,12,21,96,303,61,35,4,0,62228,0.0
5573,G26016305573,1980,Michigan,Wayne,Census Tract 5573,2601630557300,2185,2146,0,1,33,5,98.22,0,0.05,1.51,0.23,650,29,95.73,4.27,480,228,5573.0,No,664,21,0,6,656,0,0,0,0,21,0,0,0,0,0,0,3,7,13,22,28,76,160,153,151,17,2,80915,0.0
5574,G26016305574,1980,Michigan,Wayne,Census Tract 5574,2601630557400,4273,4220,0,2,28,23,98.76,0,0.05,0.66,0.54,1208,24,98.05,1.95,475,242,5574.0,No,1253,19,0,7,1241,0,0,7,5,19,0,0,0,0,0,0,0,0,7,5,6,37,467,488,182,2,0,83074,0.0
5575,G26016305575,1980,Michigan,Wayne,Census Tract 5575,2601630557500,5308,5233,7,0,39,29,98.59,0.13,0,0.73,0.55,1440,0,100,0,496,251,5575.0,No,1432,8,0,10,1412,0,0,10,0,8,0,0,0,0,0,1,0,1,0,0,5,20,548,652,142,0,0,83359,0.0
5576,G26016305576,1980,Michigan,Wayne,Census Tract 5576,2601630557600,2278,2222,0,4,47,5,97.54,0,0.18,2.06,0.22,582,9,98.48,1.52,503,251,5576.0,No,586,5,1,11,572,0,0,11,0,5,0,0,0,0,0,0,0,0,1,1,1,7,144,296,108,0,0,88446,0.0
5577,G26016305577,1980,Michigan,Wayne,Census Tract 5577,2601630557700,6282,6207,1,1,60,13,98.81,0.02,0.02,0.96,0.21,1740,22,98.75,1.25,403,217,5577.0,No,1740,22,0,14,1723,0,0,14,0,22,0,0,0,0,0,0,1,4,3,9,18,101,1448,93,12,0,1,64689,0.0
5578,G26016305578,1980,Michigan,Wayne,Census Tract 5578,2601630557800,206,206,0,0,0,0,100,0,0,0,0,0,0,,,0,0,5578.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5579,G26016305579,1980,Michigan,Wayne,Census Tract 5579,2601630557900,6200,6070,7,1,80,42,97.9,0.11,0.02,1.29,0.68,1687,136,92.54,7.46,447,228,5579.0,No,1687,135,1,20,1653,0,0,20,10,134,0,0,0,1,0,1,1,2,6,6,14,62,980,383,159,3,0,71934,0.0
5580,G26016305580,1980,Michigan,Wayne,Census Tract 5580,2601630558000,5755,5661,5,9,54,26,98.37,0.09,0.16,0.94,0.45,1652,76,95.6,4.4,410,228,5580.0,No,1652,76,3,14,1631,0,0,13,6,72,0,0,1,0,0,0,5,6,9,26,37,165,972,270,9,1,0,65494,0.0
5581,G26016305581,1980,Michigan,Wayne,Census Tract 5581,2601630558100,4338,4287,0,1,30,20,98.82,0,0.02,0.69,0.46,1288,32,97.58,2.42,408,226,5581.0,No,1288,32,1,8,1274,0,0,8,0,32,0,0,0,0,1,0,1,7,9,15,19,117,903,156,12,0,0,64983,0.0
5582,G26016305582,1980,Michigan,Wayne,Census Tract 5582,2601630558200,4827,4739,3,14,54,17,98.18,0.06,0.29,1.12,0.35,1359,104,92.89,7.11,419,202,5582.0,No,1359,104,2,13,1340,0,0,13,0,104,0,0,0,0,2,2,7,19,33,23,67,217,864,65,3,0,0,59757,0.0
5583,G26016305583,1980,Michigan,Wayne,Census Tract 5583,2601630558300,2002,1959,29,4,0,10,97.85,1.45,0.2,0,0.5,444,112,79.86,20.14,284,175,5583.0,No,462,124,3,0,458,0,0,0,0,123,0,0,0,0,7,10,20,31,46,52,61,127,70,2,2,0,0,38934,0.0
5584,G26016305584,1980,Michigan,Wayne,Census Tract 5584,2601630558400,3267,3231,1,9,22,4,98.9,0.03,0.28,0.67,0.12,981,60,94.24,5.76,413,211,5584.0,No,963,48,3,7,952,0,0,7,0,48,0,0,0,0,0,0,1,13,20,19,26,107,660,30,13,1,0,61773,0.0
5585,G26016305585,1980,Michigan,Wayne,Census Tract 5585,2601630558500,5089,5045,6,4,30,4,99.14,0.12,0.08,0.59,0.08,1463,117,92.59,7.41,374,216,5585.0,No,1463,117,2,6,1454,0,0,5,0,116,0,0,1,0,0,0,4,7,10,23,30,144,1075,40,3,0,0,62558,0.0
5586,G26016305586,1980,Michigan,Wayne,Census Tract 5586,2601630558600,1584,1561,0,2,14,7,98.55,0,0.13,0.88,0.44,491,30,94.24,5.76,388,151,5586.0,No,487,39,1,6,480,0,0,5,0,38,0,0,1,0,0,6,6,13,16,27,20,68,269,36,2,1,0,58476,0.0
5587,G26016305587,1980,Michigan,Wayne,Census Tract 5587,2601630558700,3411,3376,0,7,14,14,98.97,0,0.21,0.41,0.41,1000,107,90.33,9.67,376,176,5587.0,No,1025,105,2,3,1017,0,0,0,0,104,0,0,0,0,1,1,3,7,17,25,39,186,667,28,2,0,0,59400,0.0
5588,G26016305588,1980,Michigan,Wayne,Census Tract 5588,2601630558800,3799,3743,5,3,26,22,98.53,0.13,0.08,0.68,0.58,1147,46,96.14,3.86,349,194,5588.0,No,1126,39,2,5,1112,0,0,5,6,39,0,0,0,0,0,0,0,3,4,26,31,202,813,14,0,0,0,60351,0.0
5589,G26016305589,1980,Michigan,Wayne,Census Tract 5589,2601630558900,2377,2338,0,8,22,9,98.36,0,0.34,0.93,0.38,745,36,95.39,4.61,346,196,5589.0,No,754,39,4,8,739,0,0,8,0,39,0,0,0,0,0,2,3,5,4,17,32,183,431,0,0,0,0,56439,0.0
5590,G26016305590,1980,Michigan,Wayne,Census Tract 5590,2601630559000,3505,3464,0,9,5,27,98.83,0,0.26,0.14,0.77,1053,73,93.52,6.48,357,203,5590.0,No,1044,70,3,2,1033,0,0,0,7,68,0,0,0,1,1,3,5,14,21,42,76,264,582,1,0,0,0,54046,0.0
5591,G26016305591,1980,Michigan,Wayne,Census Tract 5591,2601630559100,3140,3098,1,15,22,4,98.66,0.03,0.48,0.7,0.13,1043,45,95.86,4.14,386,177,5591.0,No,1036,55,5,6,1024,0,4,6,0,53,0,1,0,0,0,3,7,9,17,44,75,310,482,1,1,0,0,50591,0.0
5592,G26016305592,1980,Michigan,Wayne,Census Tract 5592,2601630559200,2381,2347,0,9,3,22,98.57,0,0.38,0.13,0.92,737,61,92.36,7.64,317,194,5592.0,No,744,51,2,2,736,0,0,0,5,48,0,0,0,2,4,3,7,22,26,45,49,166,375,5,0,0,1,52360,0.0
5601,G26016305601,1980,Michigan,Wayne,Census Tract 5601,2601630560100,2886,2850,0,4,24,8,98.75,0,0.14,0.83,0.28,676,544,55.41,44.59,475,192,5601.0,No,680,543,1,5,677,0,0,1,0,536,0,0,4,0,4,3,11,12,19,29,33,94,234,84,82,5,3,63013,0.0
5605,G26016305605,1980,Michigan,Wayne,Census Tract 5605,2601630560500,1108,570,507,2,28,1,51.44,45.76,0.18,2.53,0.09,0,15,0,100,0,0,5605.0,No,0,16,0,11,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5606,G26016305606,1980,Michigan,Wayne,Census Tract 5606,2601630560600,8904,8701,25,26,147,5,97.72,0.28,0.29,1.65,0.06,2365,832,73.98,26.02,613,219,5606.0,No,2365,831,10,43,2317,6,0,33,0,813,5,0,10,0,1,18,38,18,21,24,27,63,225,228,726,53,9,104304,0.2536997885835095
5607,G26016305607,1980,Michigan,Wayne,Census Tract 5607,2601630560700,2438,2393,21,7,12,5,98.15,0.86,0.29,0.49,0.21,672,34,95.18,4.82,628,251,5607.0,No,665,42,2,4,658,0,0,0,0,41,0,0,0,0,0,2,2,4,7,7,10,45,129,110,183,97,30,99455,0.0
5608,G26016305608,1980,Michigan,Wayne,Census Tract 5608,2601630560800,564,397,162,1,0,4,70.39,28.72,0.18,0,0.71,0,18,0,100,0,0,5608.0,No,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5615,G26016305615,1980,Michigan,Wayne,Census Tract 5615,2601630561500,1945,1929,1,1,10,4,99.18,0.05,0.05,0.51,0.21,458,174,72.47,27.53,454,196,5615.0,No,469,165,0,4,464,0,0,0,0,164,0,0,0,0,0,0,0,0,2,0,4,15,406,23,4,0,0,65222,0.0
5616,G26016305616,1980,Michigan,Wayne,Census Tract 5616,2601630561600,4236,4211,5,4,12,4,99.41,0.12,0.09,0.28,0.09,1064,334,76.11,23.89,408,219,5616.0,No,1053,343,3,4,1049,0,0,0,0,339,0,0,0,0,1,2,5,4,9,19,21,55,504,315,66,1,0,72917,0.0
5617,G26016305617,1980,Michigan,Wayne,Census Tract 5617,2601630561700,3456,3381,8,5,44,18,97.83,0.23,0.14,1.27,0.52,1019,214,82.64,17.36,751,251,5617.0,No,1019,213,2,13,1000,0,0,12,0,212,0,0,1,0,25,5,0,5,0,0,2,28,81,53,148,174,36,126858,0.0
5618,G26016305618,1980,Michigan,Wayne,Census Tract 5618,2601630561800,421,140,275,0,2,4,33.25,65.32,0,0.48,0.95,0,0,,,0,0,5618.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5619,G26016305619,1980,Michigan,Wayne,Census Tract 5619,2601630561900,6538,6349,9,5,151,24,97.11,0.14,0.08,2.31,0.37,1733,136,92.72,7.28,650,251,5619.0,No,1733,136,1,35,1690,0,0,35,5,136,0,0,0,0,0,0,0,3,2,4,4,18,250,267,934,89,10,112982,0.0
5620,G26016305620,1980,Michigan,Wayne,Census Tract 5620,2601630562000,6432,6358,3,19,37,15,98.85,0.05,0.3,0.58,0.23,1802,647,73.58,26.42,396,181,5620.0,No,1802,647,5,13,1789,0,4,6,0,635,0,1,7,0,0,4,12,15,36,43,55,197,859,153,32,2,0,61944,0.0
5630,G26016305630,1980,Michigan,Wayne,Census Tract 5630,2601630563000,2099,2063,1,9,11,15,98.28,0.05,0.43,0.52,0.71,355,454,43.88,56.12,394,176,5630.0,No,343,480,1,3,339,0,0,0,2,474,0,0,0,3,3,4,6,15,20,17,29,40,119,10,0,0,0,49375,0.0
5631,G26016305631,1980,Michigan,Wayne,Census Tract 5631,2601630563100,3804,3760,0,14,8,22,98.84,0,0.37,0.21,0.58,1043,389,72.84,27.16,426,189,5631.0,No,1055,363,5,2,1047,0,3,0,0,360,0,2,0,0,1,7,11,16,19,36,52,152,508,126,39,1,0,61220,0.0
5632,G26016305632,1980,Michigan,Wayne,Census Tract 5632,2601630563200,4083,4036,2,19,15,11,98.85,0.05,0.47,0.37,0.27,1188,483,71.1,28.9,456,197,5632.0,No,1188,483,4,5,1180,0,0,4,0,480,0,0,1,0,0,2,7,8,20,32,49,140,497,107,89,11,8,63702,0.0
5635,G26016305635,1980,Michigan,Wayne,Census Tract 5635,2601630563500,5794,5572,78,26,73,45,96.17,1.35,0.45,1.26,0.78,985,1471,40.11,59.89,403,212,5635.0,No,985,1471,5,19,979,0,0,3,3,1396,37,5,16,17,1,2,2,6,5,3,4,38,517,14,2,0,1,63723,0.0
5636,G26016305636,1980,Michigan,Wayne,Census Tract 5636,2601630563600,2323,2187,36,4,70,26,94.15,1.55,0.17,3.01,1.12,521,270,65.87,34.13,517,214,5636.0,No,534,268,3,17,512,6,0,13,0,249,9,0,4,0,3,0,6,1,3,5,5,19,427,39,3,0,0,65000,1.1235955056179776
5637,G26016305637,1980,Michigan,Wayne,Census Tract 5637,2601630563700,4169,4050,60,11,22,26,97.15,1.44,0.26,0.53,0.62,1274,141,90.04,9.96,603,232,5637.0,No,1261,143,5,8,1233,12,2,8,6,136,4,3,0,0,11,7,6,8,6,10,15,30,396,173,32,6,0,69470,0.9516256938937351
5638,G26016305638,1980,Michigan,Wayne,Census Tract 5638,2601630563800,5807,5521,88,13,144,41,95.07,1.52,0.22,2.48,0.71,1265,602,67.76,32.24,542,178,5638.0,No,1265,602,4,33,1210,16,0,30,0,582,10,0,3,0,0,0,1,0,1,3,4,31,833,213,10,0,0,68295,1.2648221343873518
5639,G26016305639,1980,Michigan,Wayne,Census Tract 5639,2601630563900,7116,6636,65,19,339,57,93.25,0.91,0.27,4.76,0.8,1716,489,77.82,22.18,541,240,5639.0,No,1716,489,6,83,1623,18,5,59,11,457,3,1,24,4,3,4,8,13,8,9,13,32,982,404,19,0,0,70087,1.048951048951049
5640,G26016305640,1980,Michigan,Wayne,Census Tract 5640,2601630564000,8994,8355,95,19,466,59,92.9,1.06,0.21,5.18,0.66,2306,277,89.28,10.72,562,234,5640.0,No,2306,277,4,109,2168,14,0,108,0,259,14,0,1,0,0,0,1,2,2,6,4,39,1210,795,50,1,1,74831,0.6071118820468344
5641,G26016305641,1980,Michigan,Wayne,Census Tract 5641,2601630564100,7306,7012,40,5,197,52,95.98,0.55,0.07,2.7,0.71,1606,725,68.9,31.1,575,237,5641.0,No,1606,725,3,56,1550,7,0,37,0,690,8,0,19,0,0,1,1,0,0,6,3,23,667,783,65,0,0,81877,0.43586550435865506
5642,G26016305642,1980,Michigan,Wayne,Census Tract 5642,2601630564200,3237,2864,44,1,297,31,88.48,1.36,0.03,9.18,0.96,840,22,97.45,2.55,634,237,5642.0,No,835,27,0,69,751,8,0,69,7,24,2,0,0,1,0,0,1,3,4,2,1,8,93,505,185,2,0,91485,0.9580838323353293
5643,G26016305643,1980,Michigan,Wayne,Census Tract 5643,2601630564300,3870,3813,8,13,12,24,98.53,0.21,0.34,0.31,0.62,1295,133,90.69,9.31,454,207,5643.0,No,1295,133,3,5,1278,0,0,4,8,130,0,0,1,0,1,5,5,22,14,26,23,70,169,91,96,32,4,70059,0.0
5650,G26016305650,1980,Michigan,Wayne,Census Tract 5650,2601630565000,1168,1076,55,10,20,7,92.12,4.71,0.86,1.71,0.6,171,377,31.2,68.8,340,208,5650.0,No,140,421,3,9,135,0,0,4,0,385,25,0,5,0,0,3,6,7,7,3,8,11,59,19,2,1,0,59153,0.0
5651,G26016305651,1980,Michigan,Wayne,Census Tract 5651,2601630565100,2592,2500,59,12,5,16,96.45,2.28,0.46,0.19,0.62,499,717,41.04,58.96,333,164,5651.0,No,530,673,5,3,526,1,2,0,0,623,42,3,0,0,2,5,19,46,46,46,59,97,139,13,6,0,0,41649,0.18867924528301888
5652,G26016305652,1980,Michigan,Wayne,Census Tract 5652,2601630565200,1905,1784,75,6,20,20,93.65,3.94,0.31,1.05,1.05,539,37,93.58,6.42,460,225,5652.0,No,529,44,2,4,502,19,0,0,4,40,0,0,0,2,0,1,2,0,2,7,15,59,236,148,37,1,1,71419,3.5916824196597354
5653,G26016305653,1980,Michigan,Wayne,Census Tract 5653,2601630565300,719,704,0,10,2,3,97.91,0,1.39,0.28,0.42,168,40,80.77,19.23,298,168,5653.0,No,178,33,3,0,174,0,0,0,0,33,0,0,0,0,3,5,12,27,33,28,22,22,13,1,1,0,0,30625,0.0
5654,G26016305654,1980,Michigan,Wayne,Census Tract 5654,2601630565400,4368,4315,10,23,7,13,98.79,0.23,0.53,0.16,0.3,1166,218,84.25,15.75,309,153,5654.0,No,1166,218,8,4,1149,0,6,0,5,216,0,2,0,0,6,17,43,99,145,198,179,289,132,3,1,0,0,36341,0.0
5655,G26016305655,1980,Michigan,Wayne,Census Tract 5655,2601630565500,3368,3283,37,22,18,8,97.48,1.1,0.65,0.53,0.24,879,257,77.38,22.62,318,157,5655.0,No,879,257,10,6,865,1,8,0,0,239,12,2,0,0,2,10,21,79,123,191,149,205,56,0,1,0,0,34804,0.11376564277588168
5656,G26016305656,1980,Michigan,Wayne,Census Tract 5656,2601630565600,7039,6090,887,26,14,22,86.52,12.6,0.37,0.2,0.31,1380,610,69.35,30.65,322,156,5656.0,No,1380,610,10,3,1329,39,8,0,0,365,238,2,0,0,12,10,45,98,221,257,230,315,72,4,1,0,0,34796,2.8260869565217392
5660,G26016305660,1980,Michigan,Wayne,Census Tract 5660,2601630566000,4338,4285,5,13,14,21,98.78,0.12,0.3,0.32,0.48,1120,662,62.85,37.15,304,163,5660.0,No,1120,662,5,4,1111,0,2,0,3,654,0,3,0,3,20,13,34,47,62,80,109,228,203,1,0,0,0,41469,0.0
5661,G26016305661,1980,Michigan,Wayne,Census Tract 5661,2601630566100,8034,7909,6,30,55,34,98.44,0.07,0.37,0.68,0.42,2055,713,74.24,25.76,351,187,5661.0,No,2055,713,10,18,2029,0,7,10,0,696,0,3,8,0,3,5,13,22,42,81,146,732,860,9,3,0,0,48825,0.0
5662,G26016305662,1980,Michigan,Wayne,Census Tract 5662,2601630566200,5916,5846,2,10,42,16,98.82,0.03,0.17,0.71,0.27,1445,436,76.82,23.18,349,183,5662.0,No,1445,436,4,16,1429,0,0,9,4,426,0,0,7,1,0,1,9,9,24,38,80,495,722,6,3,1,0,51579,0.0
5663,G26016305663,1980,Michigan,Wayne,Census Tract 5663,2601630566300,3444,3379,11,3,38,13,98.11,0.32,0.09,1.1,0.38,834,481,63.42,36.58,346,198,5663.0,No,816,453,1,9,807,3,0,6,0,442,2,0,3,0,13,10,21,20,7,18,30,125,345,26,8,0,0,55870,0.3676470588235294
5664,G26016305664,1980,Michigan,Wayne,Census Tract 5664,2601630566400,2323,2176,76,6,37,28,93.67,3.27,0.26,1.59,1.21,323,971,24.96,75.04,407,128,5664.0,No,341,999,2,15,334,0,0,4,0,939,36,0,11,0,2,3,1,7,2,5,1,11,43,19,11,1,0,64651,0.0
5665,G26016305665,1980,Michigan,Wayne,Census Tract 5665,2601630566500,4094,3984,51,15,39,5,97.31,1.25,0.37,0.95,0.12,717,1099,39.48,60.52,388,180,5665.0,No,717,1099,5,18,699,7,0,7,0,1064,21,0,11,0,2,8,16,16,28,27,35,68,95,13,6,2,0,43824,0.9762900976290098
5666,G26016305666,1980,Michigan,Wayne,Census Tract 5666,2601630566600,4017,3801,90,22,61,43,94.62,2.24,0.55,1.52,1.07,620,996,38.37,61.63,358,186,5666.0,No,620,996,7,25,611,0,4,1,4,899,59,3,24,11,1,7,25,45,71,103,116,167,33,2,2,1,0,36487,0.0
