TRACTA,GISJOIN_y,Year,State Name,County Name,Geo_name,GISJOIN2,Total_Population,Total_Pop_White,Total_Pop_Black,Total_Pop_American_Indian,Total_Pop_Asian_Pacific_Islander,Total_Pop_Other,Percent_Pop_White,Percent_Pop_Black,Percent_Pop_American_Indian,Percent_Pop_Asian_Pacific_Islander,Percent_Pop_Other,Owner_Occupied_Housing_Units,Renter_Occupied_Housing_Units,Percent_Owner_Occupied_Housing_Units,Percent_Renter_Occupied_Housing_Units,Median_Owner_Costs_With_Mortgage,Median_Owner_Costs_Not_Mortgaged,Tract_numeric,In city of Detroit?,Owner occupied,Renter occupied,"American Indian, Eskimo, and Aleut",Asian and Pacific Islander,Owner occupied >> White,Owner occupied >> Black,"Owner occupied >> American Indian, Eskimo, and Aleut",Owner occupied >> Asian and Pacific Islander,Owner occupied >> Other,Renter occupied >> White,Renter occupied >> Black,"Renter occupied >> American Indian, Eskimo, and Aleut",Renter occupied >> Asian and Pacific Islander,Renter occupied >> Other,"Less than $10,000","$10,000-$14,999","$15,000-$19,999","$20,000-$24,999","$25,000-$29,999","$30,000-$34,999","$35,000-$39,999","$40,000-$49,999","$50,000-$79,999","$80,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000 or more",Median value,% Black OO units
101601,G2601250101601,1980,Michigan,Oakland,Census Tract 1016.1,2601250101601,2752,2691,22,0,29,10,97.78,0.8,0,1.05,0.36,903,56,94.16,5.84,534,251,1016.1,No,903,56,0,8,890,0,0,8,0,54,0,0,0,0,0,0,2,1,2,9,16,62,500,161,89,6,2,69980,0.0
101602,G2601250101602,1980,Michigan,Oakland,Census Tract 1016.2,2601250101602,4185,4145,7,3,20,10,99.04,0.17,0.07,0.48,0.24,1469,23,98.46,1.54,543,239,1016.2,No,1463,29,1,7,1453,0,0,6,0,28,0,0,1,0,0,0,1,7,7,18,33,172,765,191,151,30,5,67725,0.0
101701,G2601250101701,1980,Michigan,Oakland,Census Tract 1017.1,2601250101701,4774,4717,6,15,31,5,98.81,0.13,0.31,0.65,0.1,1460,421,77.62,22.38,339,171,1017.1,No,1418,425,6,7,1406,0,5,4,0,418,0,1,3,0,1,9,23,63,131,240,249,499,119,2,0,0,1,39046,0.0
101702,G2601250101702,1980,Michigan,Oakland,Census Tract 1017.2,2601250101702,3056,3017,0,14,19,6,98.72,0,0.46,0.62,0.2,935,72,92.85,7.15,423,215,1017.2,No,977,68,2,4,969,0,0,0,0,68,0,0,0,0,0,2,10,30,33,67,80,171,447,55,3,0,0,53758,0.0
101801,G2601250101801,1980,Michigan,Oakland,Census Tract 1018.1,2601250101801,3496,3452,4,10,18,12,98.74,0.11,0.29,0.51,0.34,1110,103,91.51,8.49,343,161,1018.1,No,1123,111,4,4,1115,0,0,0,0,107,0,0,0,0,3,11,23,104,148,210,200,293,83,0,0,0,0,35962,0.0
101802,G2601250101802,1980,Michigan,Oakland,Census Tract 1018.2,2601250101802,4107,4055,2,16,5,29,98.73,0.05,0.39,0.12,0.71,1296,162,88.89,11.11,347,167,1018.2,No,1283,154,3,2,1277,0,0,0,3,149,0,0,0,3,2,16,39,79,149,217,211,382,119,0,0,0,0,37488,0.0
101803,G2601250101803,1980,Michigan,Oakland,Census Tract 1018.3,2601250101803,3204,3174,1,11,10,8,99.06,0.03,0.34,0.31,0.25,1001,110,90.1,9.9,335,174,1018.3,No,1001,110,4,2,993,0,0,0,0,110,0,0,0,0,2,7,9,50,82,157,176,369,83,0,1,0,1,39588,0.0
101901,G2601250101901,1980,Michigan,Oakland,Census Tract 1019.1,2601250101901,3589,3556,0,2,21,10,99.08,0,0.06,0.59,0.28,1033,268,79.4,20.6,332,155,1019.1,No,1033,268,1,4,1029,0,0,0,0,265,0,0,0,0,8,7,31,124,132,207,185,221,49,1,0,0,0,34360,0.0
101902,G2601250101902,1980,Michigan,Oakland,Census Tract 1019.2,2601250101902,3489,3459,2,15,11,2,99.14,0.06,0.43,0.32,0.06,944,573,62.23,37.77,356,171,1019.2,No,944,573,5,3,939,0,2,0,0,566,0,3,0,0,3,4,11,57,104,150,157,253,127,0,0,0,0,38312,0.0
101903,G2601250101903,1980,Michigan,Oakland,Census Tract 1019.3,2601250101903,2559,2525,11,4,10,9,98.67,0.43,0.16,0.39,0.35,497,541,47.88,52.12,373,177,1019.3,No,497,541,2,5,492,0,0,2,0,534,0,0,3,0,0,0,4,26,50,47,47,99,104,32,18,0,2,44091,0.0
102001,G2601250102001,1980,Michigan,Oakland,Census Tract 1020.1,2601250102001,3402,3373,4,10,11,4,99.15,0.12,0.29,0.32,0.12,833,701,54.3,45.7,355,174,1020.1,No,833,701,5,1,829,0,2,0,0,694,0,3,0,0,4,11,20,55,99,98,134,182,137,2,0,0,0,38134,0.0
102002,G2601250102002,1980,Michigan,Oakland,Census Tract 1020.2,2601250102002,3449,3406,2,8,16,17,98.75,0.06,0.23,0.46,0.49,1060,268,79.82,20.18,375,216,1020.2,No,1060,268,2,2,1053,0,0,0,4,265,0,0,0,1,1,5,7,19,36,75,66,226,434,70,57,0,1,54389,0.0
102101,G2601250102101,1980,Michigan,Oakland,Census Tract 1021.1,2601250102101,6765,6661,8,23,47,26,98.46,0.12,0.34,0.69,0.38,1860,714,72.26,27.74,400,200,1021.1,No,1860,714,4,15,1845,0,0,9,3,698,0,0,6,6,4,5,12,23,42,81,126,409,868,129,26,1,0,55565,0.0
102102,G2601250102102,1980,Michigan,Oakland,Census Tract 1021.2,2601250102102,5315,5284,7,2,20,2,99.42,0.13,0.04,0.38,0.04,1682,479,77.83,22.17,477,233,1021.2,No,1682,479,1,7,1679,0,0,3,0,469,0,0,4,0,0,1,4,8,11,18,23,160,926,158,13,0,0,64125,0.0
102201,G2601250102201,1980,Michigan,Oakland,Census Tract 1022.1,2601250102201,2681,2531,17,3,103,27,94.41,0.63,0.11,3.84,1.01,497,647,43.44,56.56,338,189,1022.1,No,497,647,1,29,489,2,0,3,0,610,4,0,26,0,2,7,19,29,31,57,66,120,115,1,0,0,2,41125,0.4024144869215292
102202,G2601250102202,1980,Michigan,Oakland,Census Tract 1022.2,2601250102202,3098,3030,9,2,38,19,97.81,0.29,0.06,1.23,0.61,967,306,75.96,24.04,457,236,1022.2,No,967,306,0,14,957,0,0,7,3,295,0,0,7,4,0,0,1,2,5,10,23,86,589,117,16,0,0,65153,0.0
102301,G2601250102301,1980,Michigan,Oakland,Census Tract 1023.1,2601250102301,3708,3658,3,4,22,21,98.65,0.08,0.11,0.59,0.57,1220,257,82.6,17.4,347,174,1023.1,No,1220,257,1,8,1209,0,0,7,0,255,0,0,1,0,4,7,9,32,76,109,142,322,338,0,0,0,0,44363,0.0
102302,G2601250102302,1980,Michigan,Oakland,Census Tract 1023.2,2601250102302,4104,4030,10,6,41,17,98.2,0.24,0.15,1,0.41,1142,899,55.95,44.05,378,209,1023.2,No,1142,899,3,12,1129,2,0,6,0,885,3,0,6,0,0,0,3,1,4,27,32,161,267,43,2,0,0,54719,0.17513134851138354
102303,G2601250102303,1980,Michigan,Oakland,Census Tract 1023.3,2601250102303,3796,3730,7,9,36,14,98.26,0.18,0.24,0.95,0.37,987,670,59.57,40.43,378,191,1023.3,No,987,670,5,13,978,0,3,5,0,652,0,2,8,0,2,3,12,19,44,103,102,250,321,35,11,1,0,46660,0.0
102401,G2601250102401,1980,Michigan,Oakland,Census Tract 1024.1,2601250102401,5272,5225,1,4,30,12,99.11,0.02,0.08,0.57,0.23,1628,218,88.19,11.81,348,182,1024.1,No,1628,218,0,8,1617,0,0,6,5,215,0,0,2,1,0,3,23,64,84,133,217,464,508,30,4,0,1,45205,0.0
102402,G2601250102402,1980,Michigan,Oakland,Census Tract 1024.2,2601250102402,5935,5862,4,15,29,25,98.77,0.07,0.25,0.49,0.42,1688,492,77.43,22.57,358,185,1024.2,No,1688,492,6,9,1676,0,4,4,0,482,0,2,5,0,1,4,23,56,69,143,219,597,476,13,0,0,1,44791,0.0
102501,G2601250102501,1980,Michigan,Oakland,Census Tract 1025.1,2601250102501,3130,3098,7,4,10,11,98.98,0.22,0.13,0.32,0.35,872,364,70.55,29.45,338,173,1025.1,No,872,364,1,4,869,0,0,0,3,353,0,0,0,2,2,6,15,43,97,138,148,278,94,2,0,0,0,38733,0.0
102502,G2601250102502,1980,Michigan,Oakland,Census Tract 1025.2,2601250102502,4736,4669,7,24,23,13,98.59,0.15,0.51,0.49,0.27,1360,430,75.98,24.02,333,170,1025.2,No,1360,430,12,5,1345,0,8,3,0,420,0,4,2,0,1,17,34,119,148,182,177,443,152,0,0,0,0,38828,0.0
102601,G2601250102601,1980,Michigan,Oakland,Census Tract 1026.1,2601250102601,3662,3623,17,4,14,4,98.94,0.46,0.11,0.38,0.11,1173,115,91.07,8.93,332,174,1026.1,No,1170,124,3,4,1165,0,0,0,0,111,11,0,0,0,0,3,13,64,107,182,205,423,103,0,0,0,0,39415,0.0
102602,G2601250102602,1980,Michigan,Oakland,Census Tract 1026.2,2601250102602,2203,2196,0,3,1,3,99.68,0,0.14,0.05,0.14,719,73,90.78,9.22,321,166,1026.2,No,722,64,1,0,720,0,0,0,0,64,0,0,0,0,2,5,21,65,116,123,121,194,45,1,0,0,0,35599,0.0
102701,G2601250102701,1980,Michigan,Oakland,Census Tract 1027.1,2601250102701,4313,4263,1,11,31,7,98.84,0.02,0.26,0.72,0.16,1216,406,74.97,25.03,351,174,1027.1,No,1216,406,4,8,1205,0,0,6,0,401,0,0,2,0,6,12,27,61,86,124,154,355,303,8,5,1,0,42845,0.0
102703,G2601250102703,1980,Michigan,Oakland,Census Tract 1027.3,2601250102703,3581,3542,1,5,16,17,98.91,0.03,0.14,0.45,0.47,957,214,81.73,18.27,342,171,1027.3,No,957,214,1,4,953,0,0,0,0,209,0,0,0,0,0,4,4,24,27,60,77,245,469,11,0,1,0,51279,0.0
102704,G2601250102704,1980,Michigan,Oakland,Census Tract 1027.4,2601250102704,3676,3623,5,22,21,5,98.56,0.14,0.6,0.57,0.14,911,328,73.53,26.47,379,172,1027.4,No,911,328,6,8,897,0,4,5,0,322,0,2,3,0,2,3,8,18,36,61,65,184,450,31,2,0,0,53533,0.0
102705,G2601250102705,1980,Michigan,Oakland,Census Tract 1027.5,2601250102705,3533,3514,4,6,3,6,99.46,0.11,0.17,0.08,0.17,999,389,71.97,28.03,339,170,1027.5,No,999,389,1,2,995,0,0,0,0,388,0,0,0,0,4,14,29,70,88,143,154,325,116,5,1,0,0,39107,0.0
1028,G26012501028,1980,Michigan,Oakland,Census Tract 1028,2601250102800,4158,4070,16,5,64,3,97.88,0.38,0.12,1.54,0.07,1162,612,65.5,34.5,392,185,1028.0,No,1162,612,0,18,1152,3,0,7,0,595,6,0,11,0,1,1,11,22,36,51,77,200,617,49,10,2,2,56831,0.25817555938037867
1029,G26012501029,1980,Michigan,Oakland,Census Tract 1029,2601250102900,5458,5364,19,7,57,11,98.28,0.35,0.13,1.04,0.2,1576,898,63.7,36.3,429,190,1029.0,No,1576,898,3,19,1563,2,0,8,0,882,3,0,11,0,1,3,14,33,42,59,53,185,726,231,89,7,0,63698,0.12690355329949238
103001,G2601250103001,1980,Michigan,Oakland,Census Tract 1030.1,2601250103001,3214,3181,0,0,22,11,98.97,0,0,0.68,0.34,1072,85,92.65,7.35,668,251,1030.1,No,1027,108,0,4,1022,0,0,0,0,105,0,0,0,0,0,0,0,0,1,2,2,7,123,218,420,139,50,115238,0.0
103002,G2601250103002,1980,Michigan,Oakland,Census Tract 1030.2,2601250103002,4095,4070,0,0,15,10,99.39,0,0,0.37,0.24,1137,386,74.66,25.34,751,251,1030.2,No,1182,363,0,5,1178,0,0,0,0,359,0,0,0,0,1,1,1,1,0,2,2,8,111,145,444,246,131,130912,0.0
1031,G26012501031,1980,Michigan,Oakland,Census Tract 1031,2601250103100,4493,4430,9,4,34,16,98.6,0.2,0.09,0.76,0.36,1330,542,71.05,28.95,533,251,1031.0,No,1321,557,1,11,1309,3,0,5,0,546,2,0,6,0,0,0,0,1,4,4,5,38,532,184,278,71,10,78844,0.22710068130204392
1032,G26012501032,1980,Michigan,Oakland,Census Tract 1032,2601250103200,3763,3719,0,3,39,2,98.83,0,0.08,1.04,0.05,1401,80,94.6,5.4,453,215,1032.0,No,1401,80,1,11,1388,0,0,11,0,80,0,0,0,0,0,1,2,4,4,7,24,67,868,308,70,0,0,69649,0.0
103301,G2601250103301,1980,Michigan,Oakland,Census Tract 1033.1,2601250103301,3474,3426,7,0,37,4,98.62,0.2,0,1.07,0.12,991,213,82.31,17.69,608,251,1033.1,No,991,213,0,9,983,0,0,0,0,211,0,0,0,0,0,0,1,1,1,4,4,13,153,225,464,52,13,106843,0.0
103302,G2601250103302,1980,Michigan,Oakland,Census Tract 1033.2,2601250103302,4375,4230,39,4,87,15,96.69,0.89,0.09,1.99,0.34,1266,21,98.37,1.63,694,251,1033.2,No,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1034,G26012501034,1980,Michigan,Oakland,Census Tract 1034,2601250103400,4639,4411,182,1,23,22,95.09,3.92,0.02,0.5,0.47,1457,37,97.52,2.48,553,251,1034.0,No,1478,40,0,5,1419,49,0,5,5,36,4,0,0,0,1,2,0,2,3,3,4,21,685,454,206,7,2,78861,3.3152909336941816
103502,G2601250103502,1980,Michigan,Oakland,Census Tract 1035.2,2601250103502,5370,5160,52,16,111,31,96.09,0.97,0.3,2.07,0.58,1379,546,71.64,28.36,439,226,1035.2,No,1387,554,5,28,1344,14,3,22,4,542,1,2,6,3,12,2,8,19,24,45,62,138,514,208,20,1,0,62636,1.0093727469358327
103503,G2601250103503,1980,Michigan,Oakland,Census Tract 1035.3,2601250103503,1957,1800,97,1,44,15,91.98,4.96,0.05,2.25,0.77,534,110,82.92,17.08,628,251,1035.3,No,526,102,0,11,486,30,0,0,0,98,1,0,0,0,0,0,0,1,0,1,2,9,110,201,144,11,1,91642,5.7034220532319395
103504,G2601250103504,1980,Michigan,Oakland,Census Tract 1035.4,2601250103504,5270,5007,55,1,149,58,95.01,1.04,0.02,2.83,1.1,1500,211,87.67,12.33,499,245,1035.4,No,1500,211,0,41,1440,14,0,35,11,194,5,0,6,6,0,0,1,1,3,5,9,68,768,475,36,1,0,73301,0.9333333333333335
103601,G2601250103601,1980,Michigan,Oakland,Census Tract 1036.1,2601250103601,5004,4764,82,7,84,67,95.2,1.64,0.14,1.68,1.34,1467,239,85.99,14.01,408,188,1036.1,No,1467,239,2,19,1413,20,0,18,0,235,2,0,1,0,1,3,15,36,65,121,145,344,590,54,1,0,0,48765,1.3633265167007498
103602,G2601250103602,1980,Michigan,Oakland,Census Tract 1036.2,2601250103602,3547,3044,448,0,49,6,85.82,12.63,0,1.38,0.17,794,627,55.88,44.12,650,251,1036.2,No,794,627,0,15,663,118,0,0,0,606,18,0,0,0,0,0,0,0,0,1,3,23,307,184,115,4,3,78632,14.86146095717884
103604,G2601250103604,1980,Michigan,Oakland,Census Tract 1036.4,2601250103604,6129,5858,140,3,87,41,95.58,2.28,0.05,1.42,0.67,1823,59,96.87,3.13,504,251,1036.4,No,1823,59,0,25,1757,35,0,22,9,50,6,0,3,0,0,0,0,2,1,5,9,48,756,612,96,0,0,77758,1.9199122325836533
103605,G2601250103605,1980,Michigan,Oakland,Census Tract 1036.5,2601250103605,2361,2108,169,2,73,9,89.28,7.16,0.08,3.09,0.38,720,30,96,4,506,197,1036.5,No,723,31,0,18,658,44,0,0,0,27,4,0,0,0,0,0,2,5,17,21,24,64,380,150,13,0,0,66184,6.085753803596127
103606,G2601250103606,1980,Michigan,Oakland,Census Tract 1036.6,2601250103606,1386,1355,16,0,10,5,97.76,1.15,0,0.72,0.36,78,591,11.66,88.34,583,208,1036.6,No,75,590,0,5,70,0,0,2,0,585,0,0,3,0,0,0,0,1,0,1,1,5,34,23,6,0,0,74265,0.0
103702,G2601250103702,1980,Michigan,Oakland,Census Tract 1037.2,2601250103702,2697,2013,617,5,48,14,74.64,22.88,0.19,1.78,0.52,550,249,68.84,31.16,527,225,1037.2,No,555,274,2,16,431,119,0,3,0,191,69,0,13,0,0,0,0,7,14,21,16,58,248,78,35,1,0,64879,21.44144144144144
103704,G2601250103704,1980,Michigan,Oakland,Census Tract 1037.4,2601250103704,2889,2288,551,0,35,15,79.2,19.07,0,1.21,0.52,167,1548,9.74,90.26,468,175,1037.4,No,162,1523,0,20,112,48,0,2,0,1256,238,0,18,11,0,0,0,0,2,5,2,14,92,32,3,0,0,66957,29.629629629629626
103705,G2601250103705,1980,Michigan,Oakland,Census Tract 1037.5,2601250103705,2769,2394,334,1,39,1,86.46,12.06,0.04,1.41,0.04,868,20,97.75,2.25,456,251,1037.5,No,878,13,1,12,769,95,0,12,0,13,0,0,0,0,1,1,0,2,10,11,30,89,584,69,8,0,0,63279,10.82004555808656
103706,G2601250103706,1980,Michigan,Oakland,Census Tract 1037.6,2601250103706,1127,723,380,1,14,9,64.15,33.72,0.09,1.24,0.8,301,66,82.02,17.98,636,251,1037.6,No,291,73,0,4,187,98,0,0,0,67,6,0,0,0,0,0,0,0,2,2,2,12,98,63,71,13,6,85873,33.67697594501718
103801,G2601250103801,1980,Michigan,Oakland,Census Tract 1038.1,2601250103801,1276,1186,81,0,3,6,92.95,6.35,0,0.24,0.47,0,692,0,100,0,0,1038.1,No,1,709,0,2,1,0,0,0,0,683,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
103802,G2601250103802,1980,Michigan,Oakland,Census Tract 1038.2,2601250103802,4624,2442,2088,5,49,40,52.81,45.16,0.11,1.06,0.87,1414,248,85.08,14.92,531,230,1038.2,No,1413,231,1,11,810,582,0,9,0,147,81,0,2,0,0,0,9,21,24,55,82,242,715,119,52,7,1,59671,41.18895966029724
103803,G2601250103803,1980,Michigan,Oakland,Census Tract 1038.3,2601250103803,2587,2234,274,15,49,15,86.35,10.59,0.58,1.89,0.58,782,129,85.84,14.16,406,170,1038.3,No,782,129,5,13,691,73,0,11,0,122,3,0,2,0,0,7,7,54,74,90,103,178,210,10,0,2,0,41826,9.335038363171355
1039,G26012501039,1980,Michigan,Oakland,Census Tract 1039,2601250103900,6027,5425,443,19,112,28,90.01,7.35,0.32,1.86,0.46,1385,1239,52.78,47.22,382,179,1039.0,No,1385,1239,6,43,1336,34,1,9,5,994,202,5,34,4,7,20,41,80,81,133,117,215,337,51,20,2,2,43442,2.454873646209386
1040,G26012501040,1980,Michigan,Oakland,Census Tract 1040,2601250104000,5645,4887,654,21,60,23,86.57,11.59,0.37,1.06,0.41,1303,730,64.09,35.91,526,242,1040.0,No,1303,730,2,19,1102,179,0,16,0,714,12,0,3,0,1,0,5,16,11,26,25,100,631,228,136,33,8,70254,13.737528779739064
104101,G2601250104101,1980,Michigan,Oakland,Census Tract 1041.1,2601250104101,5696,5325,212,7,125,27,93.49,3.72,0.12,2.19,0.47,792,2327,25.39,74.61,461,242,1041.1,No,792,2327,4,55,759,18,0,11,0,2181,88,0,44,0,0,2,4,5,5,10,11,44,158,75,66,7,0,71361,2.272727272727273
104102,G2601250104102,1980,Michigan,Oakland,Census Tract 1041.2,2601250104102,2607,2422,135,8,32,10,92.9,5.18,0.31,1.23,0.38,421,742,36.2,63.8,443,251,1041.2,No,421,742,4,9,405,10,0,5,0,660,72,0,4,0,0,0,5,3,2,8,16,27,183,89,24,1,0,69344,2.375296912114014
104201,G2601250104201,1980,Michigan,Oakland,Census Tract 1042.1,2601250104201,3404,3294,59,5,21,25,96.77,1.73,0.15,0.62,0.73,857,408,67.75,32.25,748,251,1042.1,No,857,408,2,10,829,16,0,7,0,401,0,0,3,0,0,0,1,0,1,0,0,4,94,160,352,56,26,112358,1.8669778296382729
104202,G2601250104202,1980,Michigan,Oakland,Census Tract 1042.2,2601250104202,3196,3018,89,2,73,14,94.43,2.78,0.06,2.28,0.44,277,1447,16.07,83.93,455,179,1042.2,No,277,1447,0,27,272,1,0,3,1,1370,46,0,24,7,0,1,2,8,2,8,4,5,23,4,2,0,1,50000,0.36101083032490977
1043,G26012501043,1980,Michigan,Oakland,Census Tract 1043,2601250104300,3419,3368,21,0,20,10,98.51,0.61,0,0.58,0.29,1108,30,97.36,2.64,735,251,1043.0,No,1113,31,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,9,108,145,290,225,230,141207,0.0
104401,G2601250104401,1980,Michigan,Oakland,Census Tract 1044.1,2601250104401,7066,6840,100,2,100,24,96.8,1.42,0.03,1.42,0.34,1832,952,65.8,34.2,610,251,1044.1,No,1832,952,0,31,1802,7,0,18,5,915,20,0,13,4,2,2,1,5,20,12,25,66,340,267,461,144,111,99101,0.38209606986899564
104402,G2601250104402,1980,Michigan,Oakland,Census Tract 1044.2,2601250104402,6997,6833,14,5,100,45,97.66,0.2,0.07,1.43,0.64,1921,66,96.68,3.32,561,251,1044.2,No,1921,66,2,25,1881,4,0,25,0,65,1,0,0,0,0,1,1,4,4,4,6,33,457,674,611,18,4,91825,0.20822488287350338
104501,G2601250104501,1980,Michigan,Oakland,Census Tract 1045.1,2601250104501,4118,4049,23,4,27,15,98.32,0.56,0.1,0.66,0.36,1153,357,76.36,23.64,526,251,1045.1,No,1153,357,2,9,1136,4,0,8,0,353,2,0,1,0,1,1,0,2,1,6,3,35,233,219,267,97,20,94658,0.3469210754553339
104503,G2601250104503,1980,Michigan,Oakland,Census Tract 1045.3,2601250104503,6230,6119,15,7,71,18,98.22,0.24,0.11,1.14,0.29,1564,533,74.58,25.42,534,245,1045.3,No,1564,533,1,19,1546,2,0,12,0,520,4,0,7,0,0,0,0,0,5,2,1,12,424,527,452,15,4,90512,0.1278772378516624
104504,G2601250104504,1980,Michigan,Oakland,Census Tract 1045.4,2601250104504,6970,6724,17,1,202,26,96.47,0.24,0.01,2.9,0.37,1916,26,98.66,1.34,676,251,1045.4,No,1917,25,1,53,1850,8,0,52,0,24,0,0,1,0,0,0,0,0,3,1,1,7,283,443,856,208,9,109784,0.4173187271778821
104601,G2601250104601,1980,Michigan,Oakland,Census Tract 1046.1,2601250104601,2343,2126,10,0,201,6,90.74,0.43,0,8.58,0.26,595,44,93.11,6.89,751,251,1046.1,No,602,31,0,49,549,0,0,49,0,31,0,0,0,0,0,0,0,0,1,2,1,9,25,78,279,108,58,129480,0.0
104602,G2601250104602,1980,Michigan,Oakland,Census Tract 1046.2,2601250104602,4758,4646,42,12,46,12,97.65,0.88,0.25,0.97,0.25,583,1723,25.28,74.72,666,251,1046.2,No,576,1736,3,22,566,0,0,8,0,1686,30,0,14,0,0,1,0,1,1,1,2,7,77,97,259,63,15,114479,0.0
1047,G26012501047,1980,Michigan,Oakland,Census Tract 1047,2601250104700,5982,5840,21,11,95,15,97.63,0.35,0.18,1.59,0.25,1461,718,67.05,32.95,608,170,1047.0,No,1461,718,4,25,1437,3,0,15,0,695,7,0,10,0,27,11,36,61,43,53,53,101,222,114,430,110,31,86842,0.20533880903490762
104801,G2601250104801,1980,Michigan,Oakland,Census Tract 1048.1,2601250104801,3006,2968,5,10,20,3,98.74,0.17,0.33,0.67,0.1,754,320,70.2,29.8,376,154,1048.1,No,754,320,7,5,747,0,3,3,0,312,0,4,2,0,4,11,26,39,40,61,64,95,177,14,3,0,0,42316,0.0
104803,G2601250104803,1980,Michigan,Oakland,Census Tract 1048.3,2601250104803,4275,4200,7,18,37,13,98.25,0.16,0.42,0.87,0.3,947,632,59.97,40.03,351,144,1048.3,No,947,632,4,11,939,0,0,1,4,617,0,0,10,2,5,30,47,81,96,113,122,173,128,4,0,0,0,36127,0.0
104804,G2601250104804,1980,Michigan,Oakland,Census Tract 1048.4,2601250104804,6311,6112,56,15,93,35,96.85,0.89,0.24,1.47,0.55,1744,337,83.81,16.19,381,190,1048.4,No,1744,337,4,25,1711,0,0,22,5,329,0,0,3,3,4,6,20,25,50,74,78,247,927,74,74,5,3,59369,0.0
104901,G2601250104901,1980,Michigan,Oakland,Census Tract 1049.1,2601250104901,3447,3435,4,4,3,1,99.65,0.12,0.12,0.09,0.03,1176,166,87.63,12.37,393,194,1049.1,No,1176,166,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,12,22,27,51,201,511,97,31,1,0,59393,0.0
104902,G2601250104902,1980,Michigan,Oakland,Census Tract 1049.2,2601250104902,7575,7484,8,3,63,17,98.8,0.11,0.04,0.83,0.22,1791,1363,56.79,43.21,500,242,1049.2,No,1791,1363,2,26,1766,0,0,18,3,1353,0,0,8,2,2,4,1,3,3,11,20,80,754,358,267,11,2,75225,0.0
105001,G2601250105001,1980,Michigan,Oakland,Census Tract 1050.1,2601250105001,5528,5447,6,18,39,18,98.53,0.11,0.33,0.71,0.33,1485,847,63.68,36.32,369,179,1050.1,No,1485,847,6,14,1475,0,5,3,0,827,0,1,11,0,3,33,26,49,36,56,53,102,178,28,40,6,11,45343,0.0
105003,G2601250105003,1980,Michigan,Oakland,Census Tract 1050.3,2601250105003,4251,4152,4,7,77,11,97.67,0.09,0.16,1.81,0.26,1326,113,92.15,7.85,547,226,1050.3,No,1326,113,2,20,1301,0,0,20,0,110,0,0,0,0,6,1,4,6,6,4,4,37,355,284,55,7,1,76789,0.0
105004,G2601250105004,1980,Michigan,Oakland,Census Tract 1050.4,2601250105004,10813,10531,26,14,201,41,97.39,0.24,0.13,1.86,0.38,3174,391,89.03,10.97,578,240,1050.4,No,3171,391,5,57,3114,3,4,42,8,367,7,1,15,1,0,0,0,2,0,7,6,59,645,669,560,29,7,88161,0.0946073793755913
105005,G2601250105005,1980,Michigan,Oakland,Census Tract 1050.5,2601250105005,2083,2057,7,5,7,7,98.75,0.34,0.24,0.34,0.34,635,68,90.33,9.67,525,246,1050.5,No,635,68,3,1,629,0,0,0,0,65,0,0,0,0,1,0,0,4,2,4,2,19,121,105,64,9,3,82667,0.0
1051,G26012501051,1980,Michigan,Oakland,Census Tract 1051,2601250105100,2785,2755,10,9,10,1,98.92,0.36,0.32,0.36,0.04,781,69,91.88,8.12,538,251,1051.0,No,781,69,2,3,776,0,0,0,0,66,0,0,0,0,0,1,0,2,4,7,5,37,315,147,142,2,0,76190,0.0
1052,G26012501052,1980,Michigan,Oakland,Census Tract 1052,2601250105200,6705,6605,32,20,26,22,98.51,0.48,0.3,0.39,0.33,1150,1902,37.68,62.32,507,168,1052.0,No,1150,1902,5,10,1140,1,4,0,5,1868,21,1,10,2,2,10,11,35,31,34,40,94,409,209,45,1,1,64963,0.08695652173913043
1053,G26012501053,1980,Michigan,Oakland,Census Tract 1053,2601250105300,5212,5174,0,8,12,18,99.27,0,0.15,0.23,0.35,1310,689,65.53,34.47,435,173,1053.0,No,1309,689,3,2,1302,0,0,0,6,683,0,0,0,2,1,7,6,13,17,44,48,133,517,23,11,0,0,58182,0.0
1054,G26012501054,1980,Michigan,Oakland,Census Tract 1054,2601250105400,7080,7030,8,29,9,4,99.29,0.11,0.41,0.13,0.06,2053,390,84.04,15.96,489,189,1054.0,No,0,0,10,2,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1055,G26012501055,1980,Michigan,Oakland,Census Tract 1055,2601250105500,5041,4994,5,6,6,30,99.07,0.1,0.12,0.12,0.6,1173,539,68.52,31.48,403,206,1055.0,No,1173,539,2,2,1169,0,0,0,1,531,0,0,0,5,3,7,12,21,27,66,81,251,554,47,16,3,0,54116,0.0
1056,G26012501056,1980,Michigan,Oakland,Census Tract 1056,2601250105600,5146,5110,6,17,2,11,99.3,0.12,0.33,0.04,0.21,1449,99,93.6,6.4,561,241,1056.0,No,1449,99,5,0,1442,0,4,0,0,98,0,1,0,0,3,11,6,14,15,17,18,93,319,205,232,29,10,79060,0.0
